CCAA de destino,Países,Trimestre,Total gasto,Total turistas,Dias estancia media
"Balears, Illes",Corea,2021T1,"5104,06","0,00","0,00"
"Balears, Illes",Corea,2020T4,"3212,15","0,00","0,00"
"Balears, Illes",Corea,2020T3,"3081,38","0,00","0,00"
"Balears, Illes",Corea,2020T2,"0,00","0,00","0,00"
"Balears, Illes",Corea,2020T1,"126549,84","198,00","5,20"
"Balears, Illes",Emiratos Árabes Unidos,2023T2,"9932733,13","3542,00","5,07"
"Balears, Illes",Emiratos Árabes Unidos,2023T1,"1700814,64","702,00","7,00"
"Balears, Illes",Emiratos Árabes Unidos,2022T4,"2847344,95","1049,00","6,27"
"Balears, Illes",Emiratos Árabes Unidos,2022T3,"18545488,13","5982,00","5,87"
"Balears, Illes",Emiratos Árabes Unidos,2022T2,"8475938,14","2842,00","5,17"
"Balears, Illes",Emiratos Árabes Unidos,2022T1,"1378865,05","384,00","7,37"
"Balears, Illes",Emiratos Árabes Unidos,2021T4,"1786590,72","526,00","5,83"
"Balears, Illes",Emiratos Árabes Unidos,2021T3,"13774171,48","5556,00","6,10"
"Balears, Illes",Emiratos Árabes Unidos,2021T2,"2119379,58","576,00","7,17"
"Balears, Illes",Emiratos Árabes Unidos,2021T1,"257154,17","187,00","7,23"
"Balears, Illes",Emiratos Árabes Unidos,2020T4,"418865,96","287,00","9,50"
"Balears, Illes",Emiratos Árabes Unidos,2020T3,"2808801,81","1115,00","8,93"
"Balears, Illes",Emiratos Árabes Unidos,2020T2,"0,00","136,00","7,67"
"Balears, Illes",Emiratos Árabes Unidos,2020T1,"837767,58","354,00","6,47"
"Balears, Illes",Japón,2023T2,"0,00","1950,00","6,23"
"Balears, Illes",Japón,2023T1,"0,00","546,00","7,67"
"Balears, Illes",Japón,2022T4,"0,00","637,00","7,00"
"Balears, Illes",Japón,2022T3,"0,00","1065,00","6,17"
"Balears, Illes",Japón,2022T2,"0,00","840,00","6,70"
"Balears, Illes",Japón,2022T1,"155138,01","75,00","7,03"
"Balears, Illes",Japón,2021T4,"139394,19","165,00","8,37"
"Balears, Illes",Japón,2021T3,"411026,36","213,00","7,47"
"Balears, Illes",Japón,2021T2,"114297,28","0,00","0,00"
"Balears, Illes",Japón,2021T1,"21720,92","0,00","0,00"
"Balears, Illes",Japón,2020T4,"46296,27","0,00","0,00"
"Balears, Illes",Japón,2020T3,"167691,37","74,00","10,23"
"Balears, Illes",Japón,2020T2,"0,00","0,00","0,00"
"Balears, Illes",Japón,2020T1,"222045,79","538,00","6,07"
"Balears, Illes",Turquía,2023T2,"2803696,08","2228,00","4,30"
"Balears, Illes",Turquía,2023T1,"617180,11","590,00","4,60"
"Balears, Illes",Turquía,2022T4,"795369,52","1000,00","4,87"
"Balears, Illes",Turquía,2022T3,"2656524,23","2671,00","4,83"
"Balears, Illes",Turquía,2022T2,"1670925,97","1808,00","4,70"
"Balears, Illes",Turquía,2022T1,"370920,43","438,00","5,23"
"Balears, Illes",Turquía,2021T4,"633861,07","557,00","4,77"
"Balears, Illes",Turquía,2021T3,"1495137,85","768,00","5,40"
"Balears, Illes",Turquía,2021T2,"453336,94","390,00","4,70"
"Balears, Illes",Turquía,2021T1,"68070,72","303,00","4,37"
"Balears, Illes",Turquía,2020T4,"70728,78","274,00","4,97"
"Balears, Illes",Turquía,2020T3,"373750,28","344,00","5,23"
"Balears, Illes",Turquía,2020T2,"0,00","197,00","4,40"
"Balears, Illes",Turquía,2020T1,"196913,41","379,00","5,67"
Canarias,Alemania,2023T2,"234604052,37","546392,00","9,13"
Canarias,Alemania,2023T1,"365773131,19","662132,00","9,53"
Canarias,Alemania,2022T4,"315567942,36","701172,00","9,63"
Canarias,Alemania,2022T3,"176827038,45","490343,00","10,40"
Canarias,Alemania,2022T2,"218913939,06","541264,00","9,70"
Canarias,Alemania,2022T1,"300919876,54","529083,00","9,93"
Canarias,Alemania,2021T4,"279665011,03","443873,00","8,67"
Canarias,Alemania,2021T3,"138808484,68","243028,00","9,10"
Canarias,Alemania,2021T2,"66391530,25","126071,00","9,83"
Canarias,Alemania,2021T1,"48999043,00","88580,00","11,30"
Canarias,Alemania,2020T4,"55667449,75","114406,00","12,43"
Canarias,Alemania,2020T3,"52082403,05","134744,00","10,70"
Canarias,Alemania,2020T2,"0,00","16673,00","20,73"
Canarias,Alemania,2020T1,"230410833,83","564221,00","9,97"
Canarias,Andorra,2023T2,"755485,58","682,00","8,40"
Canarias,Andorra,2023T1,"635849,86","498,00","8,00"
Canarias,Andorra,2022T4,"644919,20","611,00","8,53"
Canarias,Andorra,2022T3,"618017,38","558,00","8,80"
Canarias,Andorra,2022T2,"831041,46","682,00","8,50"
Canarias,Andorra,2022T1,"537325,50","306,00","8,60"
Canarias,Andorra,2021T4,"487540,96","283,00","8,20"
Canarias,Andorra,2021T3,"682703,28","407,00","9,43"
Canarias,Andorra,2021T2,"376094,84","453,00","8,27"
Canarias,Andorra,2021T1,"127887,03","133,00","7,03"
Canarias,Andorra,2020T4,"249018,20","280,00","8,30"
Canarias,Andorra,2020T3,"222972,04","234,00","8,77"
Canarias,Andorra,2020T2,"0,00","0,00","0,00"
Canarias,Andorra,2020T1,"292871,90","194,00","7,47"
Canarias,Austria,2023T2,"16265243,33","24053,00","8,77"
Canarias,Austria,2023T1,"30720442,25","36889,00","9,00"
Canarias,Austria,2022T4,"24085320,66","24939,00","8,60"
Canarias,Austria,2022T3,"15461970,48","27063,00","8,10"
Canarias,Austria,2022T2,"16592063,18","23694,00","8,40"
Canarias,Austria,2022T1,"26206749,94","41040,00","9,67"
Canarias,Austria,2021T4,"20561432,89","41330,00","9,07"
Canarias,Austria,2021T3,"10266160,10","20494,00","9,60"
Canarias,Austria,2021T2,"4221926,19","14292,00","10,63"
Canarias,Austria,2021T1,"3701268,37","18354,00","10,83"
Canarias,Austria,2020T4,"4594967,02","15594,00","14,80"
Canarias,Austria,2020T3,"3233660,42","7921,00","14,83"
Canarias,Austria,2020T2,"0,00","3696,00","12,63"
Canarias,Austria,2020T1,"19145127,50","33849,00","11,10"
Canarias,Bélgica,2023T2,"67091965,89","102285,00","7,57"
Canarias,Bélgica,2023T1,"88679803,59","111528,00","8,13"
Canarias,Bélgica,2022T4,"81550223,59","120504,00","8,03"
Canarias,Bélgica,2022T3,"68919817,33","127440,00","7,83"
Canarias,Bélgica,2022T2,"64962164,62","106771,00","7,57"
Canarias,Bélgica,2022T1,"84839546,99","118512,00","7,87"
Canarias,Bélgica,2021T4,"79676278,68","102082,00","7,57"
Canarias,Bélgica,2021T3,"56995870,51","76310,00","8,13"
Canarias,Bélgica,2021T2,"17594399,31","23902,00","8,93"
Canarias,Bélgica,2021T1,"9044996,73","16754,00","11,33"
Canarias,Bélgica,2020T4,"20503100,81","32513,00","9,30"
Canarias,Bélgica,2020T3,"25042424,95","49057,00","8,30"
Canarias,Bélgica,2020T2,"0,00","3149,00","16,27"
Canarias,Bélgica,2020T1,"58005444,48","104289,00","7,70"
Canarias,Dinamarca,2023T2,"20305669,54","39385,00","7,57"
Canarias,Dinamarca,2023T1,"57117398,93","102322,00","7,37"
Canarias,Dinamarca,2022T4,"39914720,25","90325,00","6,67"
Canarias,Dinamarca,2022T3,"20011959,75","37792,00","7,63"
Canarias,Dinamarca,2022T2,"20417635,06","42895,00","8,07"
Canarias,Dinamarca,2022T1,"51732006,87","95986,00","7,83"
Canarias,Dinamarca,2021T4,"39107573,44","70000,00","7,30"
Canarias,Dinamarca,2021T3,"13091974,00","21454,00","8,17"
Canarias,Dinamarca,2021T2,"2273185,02","8022,00","9,97"
Canarias,Dinamarca,2021T1,"1214982,88","5077,00","11,23"
Canarias,Dinamarca,2020T4,"1353752,37","4457,00","12,67"
Canarias,Dinamarca,2020T3,"1008256,16","3278,00","12,67"
Canarias,Dinamarca,2020T2,"0,00","1869,00","13,30"
Canarias,Dinamarca,2020T1,"40619633,08","93129,00","7,43"
Canarias,Finlandia,2023T2,"9108559,53","13927,00","10,27"
Canarias,Finlandia,2023T1,"59049727,66","91067,00","7,87"
Canarias,Finlandia,2022T4,"46282272,62","77661,00","7,00"
Canarias,Finlandia,2022T3,"2307673,22","1577,00","11,13"
Canarias,Finlandia,2022T2,"8496791,38","9615,00","10,93"
Canarias,Finlandia,2022T1,"44298153,76","63792,00","8,00"
Canarias,Finlandia,2021T4,"30518080,92","39561,00","7,40"
Canarias,Finlandia,2021T3,"1805186,30","1197,00","9,30"
Canarias,Finlandia,2021T2,"878486,29","979,00","12,07"
Canarias,Finlandia,2021T1,"1334344,81","1913,00","12,13"
Canarias,Finlandia,2020T4,"1552141,06","1436,00","12,50"
Canarias,Finlandia,2020T3,"863549,24","561,00","13,53"
Canarias,Finlandia,2020T2,"0,00","690,00","15,40"
Canarias,Finlandia,2020T1,"41814109,89","87589,00","8,23"
Canarias,Francia,2023T2,"103492874,29","171407,00","7,17"
Canarias,Francia,2023T1,"126488592,79","187790,00","7,13"
Canarias,Francia,2022T4,"105015805,96","170920,00","7,57"
Canarias,Francia,2022T3,"105755914,21","157942,00","8,27"
Canarias,Francia,2022T2,"98126587,85","176681,00","7,47"
Canarias,Francia,2022T1,"113413114,88","185751,00","7,63"
Canarias,Francia,2021T4,"93493611,60","134369,00","7,70"
Canarias,Francia,2021T3,"86610158,69","127176,00","8,67"
Canarias,Francia,2021T2,"37267187,01","78249,00","8,97"
Canarias,Francia,2021T1,"21159556,48","54941,00","8,73"
Canarias,Francia,2020T4,"19545193,61","45845,00","10,73"
Canarias,Francia,2020T3,"21064568,08","44986,00","10,83"
Canarias,Francia,2020T2,"0,00","9662,00","14,47"
Canarias,Francia,2020T1,"72939234,77","132912,00","7,63"
Canarias,Irlanda,2023T2,"123920897,30","168621,00","7,53"
Canarias,Irlanda,2023T1,"124036751,95","163290,00","7,30"
Canarias,Irlanda,2022T4,"106128604,19","130959,00","7,17"
Canarias,Irlanda,2022T3,"120051666,80","155629,00","8,03"
Canarias,Irlanda,2022T2,"106709440,11","123625,00","7,57"
Canarias,Irlanda,2022T1,"104607682,17","105913,00","7,87"
Canarias,Irlanda,2021T4,"82443690,36","49897,00","7,57"
Canarias,Irlanda,2021T3,"55183606,29","33366,00","8,30"
Canarias,Irlanda,2021T2,"7314678,54","3585,00","13,93"
Canarias,Irlanda,2021T1,"7791352,89","8170,00","12,70"
Canarias,Irlanda,2020T4,"9429621,64","8985,00","10,60"
Canarias,Irlanda,2020T3,"10101894,42","8983,00","9,97"
Canarias,Irlanda,2020T2,"0,00","1233,00","15,27"
Canarias,Irlanda,2020T1,"55172630,69","66079,00","7,47"
Canarias,Italia,2023T2,"87818119,37","114792,00","7,73"
Canarias,Italia,2023T1,"112681552,39","144608,00","8,13"
Canarias,Italia,2022T4,"96590073,67","139988,00","7,83"
Canarias,Italia,2022T3,"103468386,95","146491,00","8,40"
Canarias,Italia,2022T2,"87610687,42","119077,00","7,43"
Canarias,Italia,2022T1,"93436768,16","118431,00","8,57"
Canarias,Italia,2021T4,"76010521,86","88346,00","7,70"
Canarias,Italia,2021T3,"67447687,71","73946,00","8,90"
Canarias,Italia,2021T2,"26541829,48","39155,00","9,47"
Canarias,Italia,2021T1,"13193759,22","20334,00","11,57"
Canarias,Italia,2020T4,"16072007,35","22950,00","14,80"
Canarias,Italia,2020T3,"26781167,74","43859,00","13,10"
Canarias,Italia,2020T2,"0,00","12092,00","18,87"
Canarias,Italia,2020T1,"64199460,79","91262,00","11,70"
Canarias,Noruega,2023T2,"37440169,57","36259,00","9,03"
Canarias,Noruega,2023T1,"140070161,69","121197,00","9,30"
Canarias,Noruega,2022T4,"112483391,53","117688,00","7,70"
Canarias,Noruega,2022T3,"28324378,52","24885,00","9,47"
Canarias,Noruega,2022T2,"34378905,85","34506,00","9,60"
Canarias,Noruega,2022T1,"99191731,81","92852,00","9,57"
Canarias,Noruega,2021T4,"68724774,55","53346,00","8,90"
Canarias,Noruega,2021T3,"10358429,71","5720,00","9,83"
Canarias,Noruega,2021T2,"3053863,38","2263,00","12,10"
Canarias,Noruega,2021T1,"2771987,59","2841,00","11,67"
Canarias,Noruega,2020T4,"3658763,85","3198,00","15,13"
Canarias,Noruega,2020T3,"3102390,91","2168,00","12,30"
Canarias,Noruega,2020T2,"0,00","1669,00","14,73"
Canarias,Noruega,2020T1,"107117265,48","128837,00","10,17"
Canarias,Países Bajos,2023T2,"83374384,50","107520,00","7,83"
Canarias,Países Bajos,2023T1,"95998754,12","134232,00","7,87"
Canarias,Países Bajos,2022T4,"84092791,68","110072,00","7,47"
Canarias,Países Bajos,2022T3,"92446872,95","112353,00","8,17"
Canarias,Países Bajos,2022T2,"86206791,99","97908,00","7,67"
Canarias,Países Bajos,2022T1,"99406572,39","108671,00","7,60"
Canarias,Países Bajos,2021T4,"82686556,36","110863,00","7,30"
Canarias,Países Bajos,2021T3,"59576531,92","76539,00","7,97"
Canarias,Países Bajos,2021T2,"12619172,72","27767,00","10,10"
Canarias,Países Bajos,2021T1,"5028112,38","19274,00","10,50"
Canarias,Países Bajos,2020T4,"7219606,07","24241,00","12,90"
Canarias,Países Bajos,2020T3,"17200005,32","39510,00","10,53"
Canarias,Países Bajos,2020T2,"0,00","11478,00","11,90"
Canarias,Países Bajos,2020T1,"59718347,39","131702,00","8,03"
Canarias,Polonia,2023T2,"25802287,26","61057,00","6,77"
Canarias,Polonia,2023T1,"40139854,31","76500,00","6,83"
Canarias,Polonia,2022T4,"27325611,03","58005,00","6,80"
Canarias,Polonia,2022T3,"21866354,65","79128,00","7,03"
Canarias,Polonia,2022T2,"20908677,16","58869,00","7,07"
Canarias,Polonia,2022T1,"30740502,06","77745,00","7,50"
Canarias,Polonia,2021T4,"19463171,33","49249,00","6,73"
Canarias,Polonia,2021T3,"17184264,15","59267,00","7,20"
Canarias,Polonia,2021T2,"8829463,95","25556,00","7,60"
Canarias,Polonia,2021T1,"5488442,06","16643,00","8,57"
Canarias,Polonia,2020T4,"5499469,00","17253,00","8,73"
Canarias,Polonia,2020T3,"5653262,18","27919,00","8,10"
Canarias,Polonia,2020T2,"0,00","2885,00","11,37"
Canarias,Polonia,2020T1,"15583939,65","60823,00","7,57"
Canarias,Portugal,2023T2,"10225578,07","12801,00","6,07"
Canarias,Portugal,2023T1,"6844087,56","9130,00","6,20"
Canarias,Portugal,2022T4,"7588706,82","8562,00","6,33"
Canarias,Portugal,2022T3,"13085045,48","22529,00","7,10"
Canarias,Portugal,2022T2,"8257994,31","9516,00","6,67"
Canarias,Portugal,2022T1,"4439923,30","4736,00","7,47"
Canarias,Portugal,2021T4,"4202568,57","5608,00","6,83"
Canarias,Portugal,2021T3,"6052510,56","8819,00","7,33"
Canarias,Portugal,2021T2,"1738498,18","2519,00","8,53"
Canarias,Portugal,2021T1,"729195,29","1229,00","10,67"
Canarias,Portugal,2020T4,"1110976,78","2272,00","11,83"
Canarias,Portugal,2020T3,"1390586,65","2991,00","10,13"
Canarias,Portugal,2020T2,"0,00","883,00","14,27"
Canarias,Portugal,2020T1,"2787043,03","4607,00","9,73"
Canarias,Reino Unido,2023T2,"498705687,87","1341066,00","6,90"
Canarias,Reino Unido,2023T1,"532412627,29","1294071,00","7,30"
Canarias,Reino Unido,2022T4,"482495951,97","1330475,00","7,17"
Canarias,Reino Unido,2022T3,"460066867,73","1334349,00","7,83"
Canarias,Reino Unido,2022T2,"441665905,78","1264032,00","7,20"
Canarias,Reino Unido,2022T1,"407488231,39","942414,00","7,60"
Canarias,Reino Unido,2021T4,"344091046,83","879152,00","7,20"
Canarias,Reino Unido,2021T3,"170807309,26","404521,00","8,77"
Canarias,Reino Unido,2021T2,"27990597,29","21160,00","10,90"
Canarias,Reino Unido,2021T1,"23069895,67","30438,00","12,93"
Canarias,Reino Unido,2020T4,"70487027,40","117291,00","9,63"
Canarias,Reino Unido,2020T3,"70360564,05","97239,00","9,37"
Canarias,Reino Unido,2020T2,"0,00","14475,00","16,10"
Canarias,Reino Unido,2020T1,"293828641,88","884649,00","7,60"
Canarias,Rumanía,2023T2,"9740150,87","10727,00","7,53"
Canarias,Rumanía,2023T1,"10810707,95","11446,00","8,43"
Canarias,Rumanía,2022T4,"9080080,42","11252,00","7,67"
Canarias,Rumanía,2022T3,"7963825,87","10763,00","7,87"
Canarias,Rumanía,2022T2,"8939025,75","10250,00","8,00"
Canarias,Rumanía,2022T1,"7952392,30","9155,00","9,10"
Canarias,Rumanía,2021T4,"5588384,35","6724,00","7,83"
Canarias,Rumanía,2021T3,"4853933,16","7426,00","7,77"
Canarias,Rumanía,2021T2,"2102974,71","3902,00","9,83"
Canarias,Rumanía,2021T1,"1229420,13","2673,00","10,40"
Canarias,Rumanía,2020T4,"1317605,18","2169,00","10,20"
Canarias,Rumanía,2020T3,"1478014,48","3119,00","9,60"
Canarias,Rumanía,2020T2,"0,00","937,00","11,93"
Canarias,Rumanía,2020T1,"3500636,51","6055,00","10,73"
Canarias,Rusia,2023T2,"0,00","2805,00","9,50"
Canarias,Rusia,2023T1,"0,00","3295,00","9,27"
Canarias,Rusia,2022T4,"0,00","3726,00","8,83"
Canarias,Rusia,2022T3,"0,00","2682,00","8,80"
Canarias,Rusia,2022T2,"0,00","2231,00","9,27"
Canarias,Rusia,2022T1,"13855661,40","3082,00","9,47"
Canarias,Rusia,2021T4,"8842279,20","3922,00","6,67"
Canarias,Rusia,2021T3,"6034852,78","2779,00","6,57"
Canarias,Rusia,2021T2,"3092596,94","2204,00","7,07"
Canarias,Rusia,2021T1,"2178971,48","3010,00","7,03"
Canarias,Rusia,2020T4,"3009881,40","2715,00","8,07"
Canarias,Rusia,2020T3,"3970100,44","2646,00","8,60"
Canarias,Rusia,2020T2,"0,00","3573,00","7,63"
Canarias,Rusia,2020T1,"27469668,98","21170,00","7,97"
Canarias,Suecia,2023T2,"23181292,54","44497,00","6,80"
Canarias,Suecia,2023T1,"84426284,02","139251,00","7,43"
Canarias,Suecia,2022T4,"66555707,29","100021,00","6,57"
Canarias,Suecia,2022T3,"11307804,77","30146,00","6,33"
Canarias,Suecia,2022T2,"20270666,10","40573,00","7,07"
Canarias,Suecia,2022T1,"64005481,54","86158,00","7,70"
Canarias,Suecia,2021T4,"52074257,00","75637,00","6,90"
Canarias,Suecia,2021T3,"8088453,26","14852,00","7,63"
Canarias,Suecia,2021T2,"3761861,38","9802,00","9,63"
Canarias,Suecia,2021T1,"5359932,55","16673,00","8,80"
Canarias,Suecia,2020T4,"6676188,63","16575,00","10,00"
Canarias,Suecia,2020T3,"2463882,00","9800,00","10,13"
Canarias,Suecia,2020T2,"0,00","5145,00","12,93"
Canarias,Suecia,2020T1,"69951300,16","147198,00","8,10"
Canarias,Suiza,2023T2,"43303944,47","51041,00","7,53"
Canarias,Suiza,2023T1,"51883166,21","55791,00","8,27"
Canarias,Suiza,2022T4,"56240250,64","77156,00","7,93"
Canarias,Suiza,2022T3,"33529292,51","43187,00","8,00"
Canarias,Suiza,2022T2,"39633114,79","44431,00","7,97"
Canarias,Suiza,2022T1,"42423879,12","46863,00","8,37"
Canarias,Suiza,2021T4,"50285018,39","47044,00","7,70"
Canarias,Suiza,2021T3,"27921753,54","27851,00","7,83"
Canarias,Suiza,2021T2,"14877230,86","18956,00","8,00"
Canarias,Suiza,2021T1,"6241068,24","8619,00","9,83"
Canarias,Suiza,2020T4,"7769816,53","8171,00","10,33"
Canarias,Suiza,2020T3,"8125274,65","10737,00","9,00"
Canarias,Suiza,2020T2,"0,00","1566,00","15,47"
Canarias,Suiza,2020T1,"31081169,91","37780,00","8,90"
Canarias,Argentina,2023T2,"1110935,20","1675,00","8,27"
Canarias,Argentina,2023T1,"1020224,25","1521,00","10,37"
Canarias,Argentina,2022T4,"1125386,10","1349,00","9,20"
Canarias,Argentina,2022T3,"1491941,88","1103,00","10,47"
Canarias,Argentina,2022T2,"1194339,15","908,00","8,37"
Canarias,Argentina,2022T1,"862724,39","659,00","9,63"
Canarias,Argentina,2021T4,"673038,61","718,00","8,40"
Canarias,Argentina,2021T3,"510934,06","528,00","8,23"
Canarias,Argentina,2021T2,"212922,74","306,00","7,37"
Canarias,Argentina,2021T1,"122959,35","285,00","7,40"
Canarias,Argentina,2020T4,"232853,09","292,00","9,60"
Canarias,Argentina,2020T3,"398992,54","318,00","10,23"
Canarias,Argentina,2020T2,"0,00","576,00","8,07"
Canarias,Argentina,2020T1,"524985,88","1141,00","10,10"
Canarias,Brasil,2023T2,"1724503,46","4793,00","5,63"
Canarias,Brasil,2023T1,"835720,86","2298,00","6,90"
Canarias,Brasil,2022T4,"917741,34","2201,00","5,67"
Canarias,Brasil,2022T3,"952310,23","2378,00","7,27"
Canarias,Brasil,2022T2,"1079199,60","4267,00","7,37"
Canarias,Brasil,2022T1,"585632,46","1834,00","8,03"
Canarias,Brasil,2021T4,"276813,34","1047,00","5,83"
Canarias,Brasil,2021T3,"214140,67","648,00","4,10"
Canarias,Brasil,2021T2,"79041,18","478,00","5,27"
Canarias,Brasil,2021T1,"54156,48","447,00","4,60"
Canarias,Brasil,2020T4,"106417,92","657,00","5,57"
Canarias,Brasil,2020T3,"140927,81","775,00","5,40"
Canarias,Brasil,2020T2,"0,00","603,00","4,97"
Canarias,Brasil,2020T1,"429932,50","1427,00","6,20"
Canarias,Canadá,2023T2,"3471959,35","2904,00","6,90"
Canarias,Canadá,2023T1,"6293072,98","6590,00","7,30"
Canarias,Canadá,2022T4,"4488420,44","3821,00","6,17"
Canarias,Canadá,2022T3,"2994261,82","2357,00","6,90"
Canarias,Canadá,2022T2,"2876659,95","2356,00","6,73"
Canarias,Canadá,2022T1,"3963128,57","3686,00","8,63"
Canarias,Canadá,2021T4,"2491919,55","816,00","5,90"
Canarias,Canadá,2021T3,"926986,57","405,00","5,93"
Canarias,Canadá,2021T2,"420536,48","160,00","6,27"
Canarias,Canadá,2021T1,"337010,69","284,00","7,33"
Canarias,Canadá,2020T4,"574154,97","242,00","7,83"
Canarias,Canadá,2020T3,"379932,74","138,00","7,10"
Canarias,Canadá,2020T2,"0,00","118,00","9,77"
Canarias,Canadá,2020T1,"3214421,40","1467,00","8,00"
Canarias,Chile,2023T2,"1404969,33","572,00","7,37"
Canarias,Chile,2023T1,"1306125,06","487,00","7,20"
Canarias,Chile,2022T4,"1001491,74","432,00","7,57"
Canarias,Chile,2022T3,"1271324,21","475,00","8,33"
Canarias,Chile,2022T2,"1058590,25","381,00","7,93"
Canarias,Chile,2022T1,"1172253,75","397,00","8,20"
Canarias,Chile,2021T4,"951739,60","281,00","8,00"
Canarias,Chile,2021T3,"876176,58","234,00","8,83"
Canarias,Chile,2021T2,"307392,04","0,00","0,00"
Canarias,Chile,2021T1,"168261,05","42,00","2,70"
Canarias,Chile,2020T4,"241269,96","69,00","9,33"
Canarias,Chile,2020T3,"308608,46","92,00","7,57"
Canarias,Chile,2020T2,"0,00","0,00","0,00"
Canarias,Chile,2020T1,"492324,04","265,00","10,40"
Canarias,Colombia,2023T2,"1515504,54","4381,00","10,13"
Canarias,Colombia,2023T1,"1272675,06","3911,00","10,80"
Canarias,Colombia,2022T4,"1359415,64","4841,00","9,47"
Canarias,Colombia,2022T3,"1244735,97","3812,00","10,53"
Canarias,Colombia,2022T2,"1132065,27","3546,00","9,93"
Canarias,Colombia,2022T1,"879085,49","2942,00","10,73"
Canarias,Colombia,2021T4,"749767,91","1941,00","8,73"
Canarias,Colombia,2021T3,"462729,13","887,00","9,77"
Canarias,Colombia,2021T2,"172819,46","525,00","9,70"
Canarias,Colombia,2021T1,"108081,63","613,00","8,43"
Canarias,Colombia,2020T4,"182968,02","802,00","13,53"
Canarias,Colombia,2020T3,"199392,88","942,00","14,20"
Canarias,Colombia,2020T2,"0,00","1242,00","12,57"
Canarias,Colombia,2020T1,"427236,76","2419,00","13,07"
Canarias,Estados Unidos de América,2023T2,"29882416,99","19257,00","7,23"
Canarias,Estados Unidos de América,2023T1,"31808541,29","17064,00","7,67"
Canarias,Estados Unidos de América,2022T4,"31074133,30","18460,00","6,63"
Canarias,Estados Unidos de América,2022T3,"25732305,42","16867,00","7,73"
Canarias,Estados Unidos de América,2022T2,"24421536,53","13104,00","7,07"
Canarias,Estados Unidos de América,2022T1,"22661306,99","10829,00","7,77"
Canarias,Estados Unidos de América,2021T4,"18703043,40","8549,00","7,97"
Canarias,Estados Unidos de América,2021T3,"15703155,19","8099,00","8,87"
Canarias,Estados Unidos de América,2021T2,"6071073,05","3973,00","10,00"
Canarias,Estados Unidos de América,2021T1,"3769010,49","3158,00","10,60"
Canarias,Estados Unidos de América,2020T4,"5870747,52","4754,00","13,50"
Canarias,Estados Unidos de América,2020T3,"6384958,92","4339,00","13,13"
Canarias,Estados Unidos de América,2020T2,"0,00","3933,00","10,97"
Canarias,Estados Unidos de América,2020T1,"16628534,01","10146,00","9,97"
Canarias,México,2023T2,"1578820,72","1280,00","7,87"
Canarias,México,2023T1,"1335374,76","1181,00","6,77"
Canarias,México,2022T4,"1392204,11","1351,00","6,57"
Canarias,México,2022T3,"1206848,15","1157,00","6,40"
Canarias,México,2022T2,"1028880,85","1222,00","5,83"
Canarias,México,2022T1,"943084,67","1133,00","7,10"
Canarias,México,2021T4,"761261,94","528,00","9,50"
Canarias,México,2021T3,"765805,11","316,00","10,77"
Canarias,México,2021T2,"350557,00","160,00","11,17"
Canarias,México,2021T1,"187624,65","103,00","8,00"
Canarias,México,2020T4,"311005,16","111,00","10,40"
Canarias,México,2020T3,"364854,95","159,00","12,60"
Canarias,México,2020T2,"0,00","152,00","12,30"
Canarias,México,2020T1,"741549,85","425,00","10,57"
Canarias,Australia,2023T2,"1458029,29","789,00","7,13"
Canarias,Australia,2023T1,"1265589,96","612,00","7,10"
Canarias,Australia,2022T4,"1609311,73","852,00","7,17"
Canarias,Australia,2022T3,"1592232,37","663,00","7,60"
Canarias,Australia,2022T2,"1232412,37","477,00","8,53"
Canarias,Australia,2022T1,"1000276,30","338,00","7,83"
Canarias,Australia,2021T4,"731827,82","205,00","6,60"
Canarias,Australia,2021T3,"312323,14","65,00","5,07"
Canarias,Australia,2021T2,"165423,81","67,00","5,37"
Canarias,Australia,2021T1,"118908,32","42,00","2,30"
Canarias,Australia,2020T4,"241480,73","122,00","7,37"
Canarias,Australia,2020T3,"136093,35","104,00","9,13"
Canarias,Australia,2020T2,"0,00","31,00","2,00"
Canarias,Australia,2020T1,"664324,30","422,00","7,40"
Canarias,China,2023T2,"1348982,78","3813,00","5,60"
Canarias,China,2023T1,"1395211,11","3553,00","6,03"
Canarias,China,2022T4,"1340807,02","3253,00","6,33"
Canarias,China,2022T3,"736250,71","2383,00","6,77"
Canarias,China,2022T2,"899819,84","2340,00","6,27"
Canarias,China,2022T1,"925176,04","1920,00","6,60"
Canarias,China,2021T4,"777331,95","3455,00","6,07"
Canarias,China,2021T3,"322545,93","2083,00","6,40"
Canarias,China,2021T2,"225500,51","1908,00","6,47"
Canarias,China,2021T1,"142961,57","1445,00","6,47"
Canarias,China,2020T4,"170061,54","1728,00","7,23"
Canarias,China,2020T3,"337763,42","2683,00","6,40"
Canarias,China,2020T2,"0,00","1709,00","6,60"
Canarias,China,2020T1,"753075,28","5112,00","6,53"
Canarias,Corea,2023T2,"0,00","168,00","6,47"
Canarias,Corea,2023T1,"497475,27","288,00","6,40"
Canarias,Corea,2022T4,"0,00","289,00","5,70"
Canarias,Corea,2022T3,"0,00","199,00","9,37"
Canarias,Corea,2022T2,"0,00","160,00","6,83"
Canarias,Corea,2022T1,"250532,37","114,00","6,63"
Canarias,Corea,2021T4,"201304,90","74,00","3,53"
Canarias,Corea,2021T3,"134973,33","31,00","2,50"
Canarias,Corea,2021T2,"54598,10","0,00","0,00"
Canarias,Corea,2021T1,"46606,20","47,00","4,87"
