RESIDENCIA/ORIGEN;Continentes;Países;CCAA de destino;Concepto turístico;Periodo;Total
Total;África;Seychelles;Balears, Illes;Duración media de los viajes;2022M01;.
Total;África;Seychelles;Canarias;Turistas;2022M12;""
Total;África;Seychelles;Canarias;Turistas;2022M11;.
Total;África;Seychelles;Canarias;Turistas;2022M10;.
Total;África;Seychelles;Canarias;Turistas;2022M09;.
Total;África;Seychelles;Canarias;Turistas;2022M08;""
Total;África;Seychelles;Canarias;Turistas;2022M07;.
Total;África;Seychelles;Canarias;Turistas;2022M06;.
Total;África;Seychelles;Canarias;Turistas;2022M05;""
Total;África;Seychelles;Canarias;Turistas;2022M04;.
Total;África;Seychelles;Canarias;Turistas;2022M03;""
Total;África;Seychelles;Canarias;Turistas;2022M02;.
Total;África;Seychelles;Canarias;Turistas;2022M01;""
Total;África;Seychelles;Canarias;Pernoctaciones;2022M12;""
Total;África;Seychelles;Canarias;Pernoctaciones;2022M11;.
Total;África;Seychelles;Canarias;Pernoctaciones;2022M10;.
Total;África;Seychelles;Canarias;Pernoctaciones;2022M09;.
Total;África;Seychelles;Canarias;Pernoctaciones;2022M08;""
Total;África;Seychelles;Canarias;Pernoctaciones;2022M07;.
Total;África;Seychelles;Canarias;Pernoctaciones;2022M06;.
Total;África;Seychelles;Canarias;Pernoctaciones;2022M05;""
Total;África;Seychelles;Canarias;Pernoctaciones;2022M04;.
Total;África;Seychelles;Canarias;Pernoctaciones;2022M03;""
Total;África;Seychelles;Canarias;Pernoctaciones;2022M02;.
Total;África;Seychelles;Canarias;Pernoctaciones;2022M01;""
Total;África;Seychelles;Canarias;Duración media de los viajes;2022M12;""
Total;África;Seychelles;Canarias;Duración media de los viajes;2022M11;.
Total;África;Seychelles;Canarias;Duración media de los viajes;2022M10;.
Total;África;Seychelles;Canarias;Duración media de los viajes;2022M09;.
Total;África;Seychelles;Canarias;Duración media de los viajes;2022M08;""
Total;África;Seychelles;Canarias;Duración media de los viajes;2022M07;.
Total;África;Seychelles;Canarias;Duración media de los viajes;2022M06;.
Total;África;Seychelles;Canarias;Duración media de los viajes;2022M05;""
Total;África;Seychelles;Canarias;Duración media de los viajes;2022M04;.
Total;África;Seychelles;Canarias;Duración media de los viajes;2022M03;""
Total;África;Seychelles;Canarias;Duración media de los viajes;2022M02;.
Total;África;Seychelles;Canarias;Duración media de los viajes;2022M01;""
Total;África;Sierra Leona;Balears, Illes;Turistas;2022M12;""
Total;África;Sierra Leona;Balears, Illes;Turistas;2022M11;""
Total;África;Sierra Leona;Balears, Illes;Turistas;2022M10;.
Total;África;Sierra Leona;Balears, Illes;Turistas;2022M09;.
Total;África;Sierra Leona;Balears, Illes;Turistas;2022M08;.
Total;África;Sierra Leona;Balears, Illes;Turistas;2022M07;.
Total;África;Sierra Leona;Balears, Illes;Turistas;2022M06;""
Total;África;Sierra Leona;Balears, Illes;Turistas;2022M05;""
Total;África;Sierra Leona;Balears, Illes;Turistas;2022M04;.
Total;África;Sierra Leona;Balears, Illes;Turistas;2022M03;""
Total;África;Sierra Leona;Balears, Illes;Turistas;2022M02;""
Total;África;Sierra Leona;Balears, Illes;Turistas;2022M01;""
Total;África;Sierra Leona;Balears, Illes;Pernoctaciones;2022M12;""
Total;África;Sierra Leona;Balears, Illes;Pernoctaciones;2022M11;""
Total;África;Sierra Leona;Balears, Illes;Pernoctaciones;2022M10;.
Total;África;Sierra Leona;Balears, Illes;Pernoctaciones;2022M09;.
Total;África;Sierra Leona;Balears, Illes;Pernoctaciones;2022M08;.
Total;África;Sierra Leona;Balears, Illes;Pernoctaciones;2022M07;.
Total;África;Sierra Leona;Balears, Illes;Pernoctaciones;2022M06;""
Total;África;Sierra Leona;Balears, Illes;Pernoctaciones;2022M05;""
Total;África;Sierra Leona;Balears, Illes;Pernoctaciones;2022M04;.
Total;África;Sierra Leona;Balears, Illes;Pernoctaciones;2022M03;""
Total;África;Sierra Leona;Balears, Illes;Pernoctaciones;2022M02;""
Total;África;Sierra Leona;Balears, Illes;Pernoctaciones;2022M01;""
Total;África;Sierra Leona;Balears, Illes;Duración media de los viajes;2022M12;""
Total;África;Sierra Leona;Balears, Illes;Duración media de los viajes;2022M11;""
Total;África;Sierra Leona;Balears, Illes;Duración media de los viajes;2022M10;.
Total;África;Sierra Leona;Balears, Illes;Duración media de los viajes;2022M09;.
Total;África;Sierra Leona;Balears, Illes;Duración media de los viajes;2022M08;.
Total;África;Sierra Leona;Balears, Illes;Duración media de los viajes;2022M07;.
Total;África;Sierra Leona;Balears, Illes;Duración media de los viajes;2022M06;""
Total;África;Sierra Leona;Balears, Illes;Duración media de los viajes;2022M05;""
Total;África;Sierra Leona;Balears, Illes;Duración media de los viajes;2022M04;.
Total;África;Sierra Leona;Balears, Illes;Duración media de los viajes;2022M03;""
Total;África;Sierra Leona;Balears, Illes;Duración media de los viajes;2022M02;""
Total;África;Sierra Leona;Balears, Illes;Duración media de los viajes;2022M01;""
Total;África;Sierra Leona;Canarias;Turistas;2022M12;.
Total;África;Sierra Leona;Canarias;Turistas;2022M11;""
Total;África;Sierra Leona;Canarias;Turistas;2022M10;.
Total;África;Sierra Leona;Canarias;Turistas;2022M09;.
Total;África;Sierra Leona;Canarias;Turistas;2022M08;.
Total;África;Sierra Leona;Canarias;Turistas;2022M07;.
Total;África;Sierra Leona;Canarias;Turistas;2022M06;.
Total;África;Sierra Leona;Canarias;Turistas;2022M05;.
Total;África;Sierra Leona;Canarias;Turistas;2022M04;.
Total;África;Sierra Leona;Canarias;Turistas;2022M03;""
Total;África;Sierra Leona;Canarias;Turistas;2022M02;.
Total;África;Sierra Leona;Canarias;Turistas;2022M01;.
Total;África;Sierra Leona;Canarias;Pernoctaciones;2022M12;.
Total;África;Sierra Leona;Canarias;Pernoctaciones;2022M11;""
Total;África;Sierra Leona;Canarias;Pernoctaciones;2022M10;.
Total;África;Sierra Leona;Canarias;Pernoctaciones;2022M09;.
Total;África;Sierra Leona;Canarias;Pernoctaciones;2022M08;.
Total;África;Sierra Leona;Canarias;Pernoctaciones;2022M07;.
Total;África;Sierra Leona;Canarias;Pernoctaciones;2022M06;.
Total;África;Sierra Leona;Canarias;Pernoctaciones;2022M05;.
Total;África;Sierra Leona;Canarias;Pernoctaciones;2022M04;.
Total;África;Sierra Leona;Canarias;Pernoctaciones;2022M03;""
Total;África;Sierra Leona;Canarias;Pernoctaciones;2022M02;.
Total;África;Sierra Leona;Canarias;Pernoctaciones;2022M01;.
Total;África;Sierra Leona;Canarias;Duración media de los viajes;2022M12;.
Total;África;Sierra Leona;Canarias;Duración media de los viajes;2022M11;""
Total;África;Sierra Leona;Canarias;Duración media de los viajes;2022M10;.
Total;África;Sierra Leona;Canarias;Duración media de los viajes;2022M09;.
Total;África;Sierra Leona;Canarias;Duración media de los viajes;2022M08;.
Total;África;Sierra Leona;Canarias;Duración media de los viajes;2022M07;.
Total;África;Sierra Leona;Canarias;Duración media de los viajes;2022M06;.
Total;África;Sierra Leona;Canarias;Duración media de los viajes;2022M05;.
Total;África;Sierra Leona;Canarias;Duración media de los viajes;2022M04;.
Total;África;Sierra Leona;Canarias;Duración media de los viajes;2022M03;""
Total;África;Sierra Leona;Canarias;Duración media de los viajes;2022M02;.
Total;África;Sierra Leona;Canarias;Duración media de los viajes;2022M01;.
Total;África;Somalia;Balears, Illes;Turistas;2022M12;""
Total;África;Somalia;Balears, Illes;Turistas;2022M11;""
Total;África;Somalia;Balears, Illes;Turistas;2022M10;""
Total;África;Somalia;Balears, Illes;Turistas;2022M09;""
Total;África;Somalia;Balears, Illes;Turistas;2022M08;""
Total;África;Somalia;Balears, Illes;Turistas;2022M07;""
Total;África;Somalia;Balears, Illes;Turistas;2022M06;""
Total;África;Somalia;Balears, Illes;Turistas;2022M05;""
Total;África;Somalia;Balears, Illes;Turistas;2022M04;""
Total;África;Somalia;Balears, Illes;Turistas;2022M03;""
Total;África;Somalia;Balears, Illes;Turistas;2022M02;""
Total;África;Somalia;Balears, Illes;Turistas;2022M01;""
Total;África;Somalia;Balears, Illes;Pernoctaciones;2022M12;""
Total;África;Somalia;Balears, Illes;Pernoctaciones;2022M11;""
Total;África;Somalia;Balears, Illes;Pernoctaciones;2022M10;""
Total;África;Somalia;Balears, Illes;Pernoctaciones;2022M09;""
Total;África;Somalia;Balears, Illes;Pernoctaciones;2022M08;""
Total;África;Somalia;Balears, Illes;Pernoctaciones;2022M07;""
Total;África;Somalia;Balears, Illes;Pernoctaciones;2022M06;""
Total;África;Somalia;Balears, Illes;Pernoctaciones;2022M05;""
Total;África;Somalia;Balears, Illes;Pernoctaciones;2022M04;""
Total;África;Somalia;Balears, Illes;Pernoctaciones;2022M03;""
Total;África;Somalia;Balears, Illes;Pernoctaciones;2022M02;""
Total;África;Somalia;Balears, Illes;Pernoctaciones;2022M01;""
Total;África;Somalia;Balears, Illes;Duración media de los viajes;2022M12;""
Total;África;Somalia;Balears, Illes;Duración media de los viajes;2022M11;""
Total;África;Somalia;Balears, Illes;Duración media de los viajes;2022M10;""
Total;África;Somalia;Balears, Illes;Duración media de los viajes;2022M09;""
Total;África;Somalia;Balears, Illes;Duración media de los viajes;2022M08;""
Total;África;Somalia;Balears, Illes;Duración media de los viajes;2022M07;""
Total;África;Somalia;Balears, Illes;Duración media de los viajes;2022M06;""
Total;África;Somalia;Balears, Illes;Duración media de los viajes;2022M05;""
Total;África;Somalia;Balears, Illes;Duración media de los viajes;2022M04;""
Total;África;Somalia;Balears, Illes;Duración media de los viajes;2022M03;""
Total;África;Somalia;Balears, Illes;Duración media de los viajes;2022M02;""
Total;África;Somalia;Balears, Illes;Duración media de los viajes;2022M01;""
Total;África;Somalia;Canarias;Turistas;2022M12;""
Total;África;Somalia;Canarias;Turistas;2022M11;""
Total;África;Somalia;Canarias;Turistas;2022M10;""
Total;África;Somalia;Canarias;Turistas;2022M09;""
Total;África;Somalia;Canarias;Turistas;2022M08;""
Total;África;Somalia;Canarias;Turistas;2022M07;""
Total;África;Somalia;Canarias;Turistas;2022M06;""
Total;África;Somalia;Canarias;Turistas;2022M05;""
Total;África;Somalia;Canarias;Turistas;2022M04;""
Total;África;Somalia;Canarias;Turistas;2022M03;""
Total;África;Somalia;Canarias;Turistas;2022M02;""
Total;África;Somalia;Canarias;Turistas;2022M01;""
Total;África;Somalia;Canarias;Pernoctaciones;2022M12;""
Total;África;Somalia;Canarias;Pernoctaciones;2022M11;""
Total;África;Somalia;Canarias;Pernoctaciones;2022M10;""
Total;África;Somalia;Canarias;Pernoctaciones;2022M09;""
Total;África;Somalia;Canarias;Pernoctaciones;2022M08;""
Total;África;Somalia;Canarias;Pernoctaciones;2022M07;""
Total;África;Somalia;Canarias;Pernoctaciones;2022M06;""
Total;África;Somalia;Canarias;Pernoctaciones;2022M05;""
Total;África;Somalia;Canarias;Pernoctaciones;2022M04;""
Total;África;Somalia;Canarias;Pernoctaciones;2022M03;""
Total;África;Somalia;Canarias;Pernoctaciones;2022M02;""
Total;África;Somalia;Canarias;Pernoctaciones;2022M01;""
Total;África;Somalia;Canarias;Duración media de los viajes;2022M12;""
Total;África;Somalia;Canarias;Duración media de los viajes;2022M11;""
Total;África;Somalia;Canarias;Duración media de los viajes;2022M10;""
Total;África;Somalia;Canarias;Duración media de los viajes;2022M09;""
Total;África;Somalia;Canarias;Duración media de los viajes;2022M08;""
Total;África;Somalia;Canarias;Duración media de los viajes;2022M07;""
Total;África;Somalia;Canarias;Duración media de los viajes;2022M06;""
Total;África;Somalia;Canarias;Duración media de los viajes;2022M05;""
Total;África;Somalia;Canarias;Duración media de los viajes;2022M04;""
Total;África;Somalia;Canarias;Duración media de los viajes;2022M03;""
Total;África;Somalia;Canarias;Duración media de los viajes;2022M02;""
Total;África;Somalia;Canarias;Duración media de los viajes;2022M01;""
Total;África;Sudáfrica;Balears, Illes;Turistas;2022M12;65
Total;África;Sudáfrica;Balears, Illes;Turistas;2022M11;135
Total;África;Sudáfrica;Balears, Illes;Turistas;2022M10;347
Total;África;Sudáfrica;Balears, Illes;Turistas;2022M09;407
Total;África;Sudáfrica;Balears, Illes;Turistas;2022M08;308
Total;África;Sudáfrica;Balears, Illes;Turistas;2022M07;835
Total;África;Sudáfrica;Balears, Illes;Turistas;2022M06;321
Total;África;Sudáfrica;Balears, Illes;Turistas;2022M05;215
Total;África;Sudáfrica;Balears, Illes;Turistas;2022M04;96
Total;África;Sudáfrica;Balears, Illes;Turistas;2022M03;61
Total;África;Sudáfrica;Balears, Illes;Turistas;2022M02;.
Total;África;Sudáfrica;Balears, Illes;Turistas;2022M01;.
Total;África;Sudáfrica;Balears, Illes;Pernoctaciones;2022M12;338
Total;África;Sudáfrica;Balears, Illes;Pernoctaciones;2022M11;648
Total;África;Sudáfrica;Balears, Illes;Pernoctaciones;2022M10;2.325
Total;África;Sudáfrica;Balears, Illes;Pernoctaciones;2022M09;2.442
Total;África;Sudáfrica;Balears, Illes;Pernoctaciones;2022M08;2.341
Total;África;Sudáfrica;Balears, Illes;Pernoctaciones;2022M07;5.511
Total;África;Sudáfrica;Balears, Illes;Pernoctaciones;2022M06;1.894
Total;África;Sudáfrica;Balears, Illes;Pernoctaciones;2022M05;1.527
Total;África;Sudáfrica;Balears, Illes;Pernoctaciones;2022M04;499
Total;África;Sudáfrica;Balears, Illes;Pernoctaciones;2022M03;397
Total;África;Sudáfrica;Balears, Illes;Pernoctaciones;2022M02;.
Total;África;Sudáfrica;Balears, Illes;Pernoctaciones;2022M01;.
Total;África;Sudáfrica;Balears, Illes;Duración media de los viajes;2022M12;5,2
Total;África;Sudáfrica;Balears, Illes;Duración media de los viajes;2022M11;4,8
Total;África;Sudáfrica;Balears, Illes;Duración media de los viajes;2022M10;6,7
Total;África;Sudáfrica;Balears, Illes;Duración media de los viajes;2022M09;6,0
Total;África;Sudáfrica;Balears, Illes;Duración media de los viajes;2022M08;7,6
Total;África;Sudáfrica;Balears, Illes;Duración media de los viajes;2022M07;6,6
Total;África;Sudáfrica;Balears, Illes;Duración media de los viajes;2022M06;5,9
Total;África;Sudáfrica;Balears, Illes;Duración media de los viajes;2022M05;7,1
Total;África;Sudáfrica;Balears, Illes;Duración media de los viajes;2022M04;5,2
Total;África;Sudáfrica;Balears, Illes;Duración media de los viajes;2022M03;6,5
Total;África;Sudáfrica;Balears, Illes;Duración media de los viajes;2022M02;.
Total;África;Sudáfrica;Balears, Illes;Duración media de los viajes;2022M01;.
Total;África;Sudáfrica;Canarias;Turistas;2022M12;114
Total;África;Sudáfrica;Canarias;Turistas;2022M11;138
Total;África;Sudáfrica;Canarias;Turistas;2022M10;116
Total;África;Sudáfrica;Canarias;Turistas;2022M09;88
Total;África;Sudáfrica;Canarias;Turistas;2022M08;57
Total;África;Sudáfrica;Canarias;Turistas;2022M07;80
Total;África;Sudáfrica;Canarias;Turistas;2022M06;47
Total;África;Sudáfrica;Canarias;Turistas;2022M05;60
Total;África;Sudáfrica;Canarias;Turistas;2022M04;92
Total;África;Sudáfrica;Canarias;Turistas;2022M03;88
Total;África;Sudáfrica;Canarias;Turistas;2022M02;50
Total;África;Sudáfrica;Canarias;Turistas;2022M01;53
Total;África;Sudáfrica;Canarias;Pernoctaciones;2022M12;489
Total;África;Sudáfrica;Canarias;Pernoctaciones;2022M11;522
Total;África;Sudáfrica;Canarias;Pernoctaciones;2022M10;393
Total;África;Sudáfrica;Canarias;Pernoctaciones;2022M09;583
Total;África;Sudáfrica;Canarias;Pernoctaciones;2022M08;431
Total;África;Sudáfrica;Canarias;Pernoctaciones;2022M07;500
Total;África;Sudáfrica;Canarias;Pernoctaciones;2022M06;374
Total;África;Sudáfrica;Canarias;Pernoctaciones;2022M05;448
Total;África;Sudáfrica;Canarias;Pernoctaciones;2022M04;638
Total;África;Sudáfrica;Canarias;Pernoctaciones;2022M03;638
Total;África;Sudáfrica;Canarias;Pernoctaciones;2022M02;363
Total;África;Sudáfrica;Canarias;Pernoctaciones;2022M01;479
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2022M12;4,3
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2022M11;3,8
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2022M10;3,4
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2022M09;6,6
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2022M08;7,6
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2022M07;6,3
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2022M06;8,0
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2022M05;7,5
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2022M04;6,9
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2022M03;7,3
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2022M02;7,3
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2022M01;9,0
Total;África;Sudán;Balears, Illes;Turistas;2022M12;""
Total;África;Sudán;Balears, Illes;Turistas;2022M11;.
Total;África;Sudán;Balears, Illes;Turistas;2022M10;.
Total;África;Sudán;Balears, Illes;Turistas;2022M09;.
Total;África;Sudán;Balears, Illes;Turistas;2022M08;""
Total;África;Sudán;Balears, Illes;Turistas;2022M07;.
Total;África;Sudán;Balears, Illes;Turistas;2022M06;.
Total;África;Sudán;Balears, Illes;Turistas;2022M05;.
Total;África;Sudán;Balears, Illes;Turistas;2022M04;.
Total;África;Sudán;Balears, Illes;Turistas;2022M03;""
Total;África;Sudán;Balears, Illes;Turistas;2022M02;.
Total;África;Sudán;Balears, Illes;Turistas;2022M01;.
Total;África;Sudán;Balears, Illes;Pernoctaciones;2022M12;""
Total;África;Sudán;Balears, Illes;Pernoctaciones;2022M11;.
Total;África;Sudán;Balears, Illes;Pernoctaciones;2022M10;.
Total;África;Sudán;Balears, Illes;Pernoctaciones;2022M09;.
Total;África;Sudán;Balears, Illes;Pernoctaciones;2022M08;""
Total;África;Sudán;Balears, Illes;Pernoctaciones;2022M07;.
Total;África;Sudán;Balears, Illes;Pernoctaciones;2022M06;.
Total;África;Sudán;Balears, Illes;Pernoctaciones;2022M05;.
Total;África;Sudán;Balears, Illes;Pernoctaciones;2022M04;.
Total;África;Sudán;Balears, Illes;Pernoctaciones;2022M03;""
Total;África;Sudán;Balears, Illes;Pernoctaciones;2022M02;.
Total;África;Sudán;Balears, Illes;Pernoctaciones;2022M01;.
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2022M12;""
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2022M11;.
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2022M10;.
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2022M09;.
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2022M08;""
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2022M07;.
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2022M06;.
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2022M05;.
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2022M04;.
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2022M03;""
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2022M02;.
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2022M01;.
Total;África;Sudán;Canarias;Turistas;2022M12;""
Total;África;Sudán;Canarias;Turistas;2022M11;""
Total;África;Sudán;Canarias;Turistas;2022M10;""
Total;África;Sudán;Canarias;Turistas;2022M09;.
Total;África;Sudán;Canarias;Turistas;2022M08;.
Total;África;Sudán;Canarias;Turistas;2022M07;.
Total;África;Sudán;Canarias;Turistas;2022M06;""
Total;África;Sudán;Canarias;Turistas;2022M05;""
Total;África;Sudán;Canarias;Turistas;2022M04;""
Total;África;Sudán;Canarias;Turistas;2022M03;""
Total;África;Sudán;Canarias;Turistas;2022M02;""
Total;África;Sudán;Canarias;Turistas;2022M01;""
Total;África;Sudán;Canarias;Pernoctaciones;2022M12;""
Total;África;Sudán;Canarias;Pernoctaciones;2022M11;""
Total;África;Sudán;Canarias;Pernoctaciones;2022M10;""
Total;África;Sudán;Canarias;Pernoctaciones;2022M09;.
Total;África;Sudán;Canarias;Pernoctaciones;2022M08;.
Total;África;Sudán;Canarias;Pernoctaciones;2022M07;.
Total;África;Sudán;Canarias;Pernoctaciones;2022M06;""
Total;África;Sudán;Canarias;Pernoctaciones;2022M05;""
Total;África;Sudán;Canarias;Pernoctaciones;2022M04;""
Total;África;Sudán;Canarias;Pernoctaciones;2022M03;""
Total;África;Sudán;Canarias;Pernoctaciones;2022M02;""
Total;África;Sudán;Canarias;Pernoctaciones;2022M01;""
Total;África;Sudán;Canarias;Duración media de los viajes;2022M12;""
Total;África;Sudán;Canarias;Duración media de los viajes;2022M11;""
Total;África;Sudán;Canarias;Duración media de los viajes;2022M10;""
Total;África;Sudán;Canarias;Duración media de los viajes;2022M09;.
Total;África;Sudán;Canarias;Duración media de los viajes;2022M08;.
Total;África;Sudán;Canarias;Duración media de los viajes;2022M07;.
Total;África;Sudán;Canarias;Duración media de los viajes;2022M06;""
Total;África;Sudán;Canarias;Duración media de los viajes;2022M05;""
Total;África;Sudán;Canarias;Duración media de los viajes;2022M04;""
Total;África;Sudán;Canarias;Duración media de los viajes;2022M03;""
Total;África;Sudán;Canarias;Duración media de los viajes;2022M02;""
Total;África;Sudán;Canarias;Duración media de los viajes;2022M01;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2022M12;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2022M11;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2022M10;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2022M09;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2022M08;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2022M07;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2022M06;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2022M05;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2022M04;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2022M03;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2022M02;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2022M01;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2022M12;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2022M11;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2022M10;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2022M09;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2022M08;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2022M07;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2022M06;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2022M05;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2022M04;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2022M03;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2022M02;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2022M01;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2022M12;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2022M11;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2022M10;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2022M09;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2022M08;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2022M07;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2022M06;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2022M05;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2022M04;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2022M03;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2022M02;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2022M01;""
Total;África;Sudán del Sur;Canarias;Turistas;2022M12;""
Total;África;Sudán del Sur;Canarias;Turistas;2022M11;""
Total;África;Sudán del Sur;Canarias;Turistas;2022M10;""
Total;África;Sudán del Sur;Canarias;Turistas;2022M09;""
Total;África;Sudán del Sur;Canarias;Turistas;2022M08;""
Total;África;Sudán del Sur;Canarias;Turistas;2022M07;""
Total;África;Sudán del Sur;Canarias;Turistas;2022M06;""
Total;África;Sudán del Sur;Canarias;Turistas;2022M05;""
Total;África;Sudán del Sur;Canarias;Turistas;2022M04;""
Total;África;Sudán del Sur;Canarias;Turistas;2022M03;""
Total;África;Sudán del Sur;Canarias;Turistas;2022M02;""
Total;África;Sudán del Sur;Canarias;Turistas;2022M01;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2022M12;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2022M11;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2022M10;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2022M09;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2022M08;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2022M07;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2022M06;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2022M05;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2022M04;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2022M03;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2022M02;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2022M01;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2022M12;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2022M11;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2022M10;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2022M09;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2022M08;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2022M07;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2022M06;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2022M05;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2022M04;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2022M03;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2022M02;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2022M01;""
Total;África;Swazilandia;Balears, Illes;Turistas;2022M12;""
Total;África;Swazilandia;Balears, Illes;Turistas;2022M11;""
Total;África;Swazilandia;Balears, Illes;Turistas;2022M10;.
Total;África;Swazilandia;Balears, Illes;Turistas;2022M09;.
Total;África;Swazilandia;Balears, Illes;Turistas;2022M08;""
Total;África;Swazilandia;Balears, Illes;Turistas;2022M07;""
Total;África;Swazilandia;Balears, Illes;Turistas;2022M06;.
Total;África;Swazilandia;Balears, Illes;Turistas;2022M05;""
Total;África;Swazilandia;Balears, Illes;Turistas;2022M04;""
Total;África;Swazilandia;Balears, Illes;Turistas;2022M03;""
Total;África;Swazilandia;Balears, Illes;Turistas;2022M02;""
Total;África;Swazilandia;Balears, Illes;Turistas;2022M01;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2022M12;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2022M11;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2022M10;.
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2022M09;.
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2022M08;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2022M07;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2022M06;.
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2022M05;""
