RESIDENCIA/ORIGEN;Continentes;Países;CCAA de destino;Concepto turístico;Periodo;Total
Total;África;Eritrea;Canarias;Pernoctaciones;2020M11;""
Total;África;Eritrea;Canarias;Pernoctaciones;2020M10;""
Total;África;Eritrea;Canarias;Pernoctaciones;2020M09;""
Total;África;Eritrea;Canarias;Pernoctaciones;2020M08;""
Total;África;Eritrea;Canarias;Pernoctaciones;2020M07;""
Total;África;Eritrea;Canarias;Pernoctaciones;2020M06;""
Total;África;Eritrea;Canarias;Pernoctaciones;2020M05;""
Total;África;Eritrea;Canarias;Pernoctaciones;2020M04;""
Total;África;Eritrea;Canarias;Pernoctaciones;2020M03;""
Total;África;Eritrea;Canarias;Pernoctaciones;2020M02;""
Total;África;Eritrea;Canarias;Pernoctaciones;2020M01;""
Total;África;Eritrea;Canarias;Duración media de los viajes;2020M12;""
Total;África;Eritrea;Canarias;Duración media de los viajes;2020M11;""
Total;África;Eritrea;Canarias;Duración media de los viajes;2020M10;""
Total;África;Eritrea;Canarias;Duración media de los viajes;2020M09;""
Total;África;Eritrea;Canarias;Duración media de los viajes;2020M08;""
Total;África;Eritrea;Canarias;Duración media de los viajes;2020M07;""
Total;África;Eritrea;Canarias;Duración media de los viajes;2020M06;""
Total;África;Eritrea;Canarias;Duración media de los viajes;2020M05;""
Total;África;Eritrea;Canarias;Duración media de los viajes;2020M04;""
Total;África;Eritrea;Canarias;Duración media de los viajes;2020M03;""
Total;África;Eritrea;Canarias;Duración media de los viajes;2020M02;""
Total;África;Eritrea;Canarias;Duración media de los viajes;2020M01;""
Total;África;Etiopía;Balears, Illes;Turistas;2020M12;""
Total;África;Etiopía;Balears, Illes;Turistas;2020M11;""
Total;África;Etiopía;Balears, Illes;Turistas;2020M10;""
Total;África;Etiopía;Balears, Illes;Turistas;2020M09;""
Total;África;Etiopía;Balears, Illes;Turistas;2020M08;""
Total;África;Etiopía;Balears, Illes;Turistas;2020M07;""
Total;África;Etiopía;Balears, Illes;Turistas;2020M06;""
Total;África;Etiopía;Balears, Illes;Turistas;2020M05;""
Total;África;Etiopía;Balears, Illes;Turistas;2020M04;""
Total;África;Etiopía;Balears, Illes;Turistas;2020M03;.
Total;África;Etiopía;Balears, Illes;Turistas;2020M02;.
Total;África;Etiopía;Balears, Illes;Turistas;2020M01;""
Total;África;Etiopía;Balears, Illes;Pernoctaciones;2020M12;""
Total;África;Etiopía;Balears, Illes;Pernoctaciones;2020M11;""
Total;África;Etiopía;Balears, Illes;Pernoctaciones;2020M10;""
Total;África;Etiopía;Balears, Illes;Pernoctaciones;2020M09;""
Total;África;Etiopía;Balears, Illes;Pernoctaciones;2020M08;""
Total;África;Etiopía;Balears, Illes;Pernoctaciones;2020M07;""
Total;África;Etiopía;Balears, Illes;Pernoctaciones;2020M06;""
Total;África;Etiopía;Balears, Illes;Pernoctaciones;2020M05;""
Total;África;Etiopía;Balears, Illes;Pernoctaciones;2020M04;""
Total;África;Etiopía;Balears, Illes;Pernoctaciones;2020M03;.
Total;África;Etiopía;Balears, Illes;Pernoctaciones;2020M02;.
Total;África;Etiopía;Balears, Illes;Pernoctaciones;2020M01;""
Total;África;Etiopía;Balears, Illes;Duración media de los viajes;2020M12;""
Total;África;Etiopía;Balears, Illes;Duración media de los viajes;2020M11;""
Total;África;Etiopía;Balears, Illes;Duración media de los viajes;2020M10;""
Total;África;Etiopía;Balears, Illes;Duración media de los viajes;2020M09;""
Total;África;Etiopía;Balears, Illes;Duración media de los viajes;2020M08;""
Total;África;Etiopía;Balears, Illes;Duración media de los viajes;2020M07;""
Total;África;Etiopía;Balears, Illes;Duración media de los viajes;2020M06;""
Total;África;Etiopía;Balears, Illes;Duración media de los viajes;2020M05;""
Total;África;Etiopía;Balears, Illes;Duración media de los viajes;2020M04;""
Total;África;Etiopía;Balears, Illes;Duración media de los viajes;2020M03;.
Total;África;Etiopía;Balears, Illes;Duración media de los viajes;2020M02;.
Total;África;Etiopía;Balears, Illes;Duración media de los viajes;2020M01;""
Total;África;Etiopía;Canarias;Turistas;2020M12;""
Total;África;Etiopía;Canarias;Turistas;2020M11;""
Total;África;Etiopía;Canarias;Turistas;2020M10;""
Total;África;Etiopía;Canarias;Turistas;2020M09;.
Total;África;Etiopía;Canarias;Turistas;2020M08;""
Total;África;Etiopía;Canarias;Turistas;2020M07;""
Total;África;Etiopía;Canarias;Turistas;2020M06;""
Total;África;Etiopía;Canarias;Turistas;2020M05;.
Total;África;Etiopía;Canarias;Turistas;2020M04;""
Total;África;Etiopía;Canarias;Turistas;2020M03;""
Total;África;Etiopía;Canarias;Turistas;2020M02;.
Total;África;Etiopía;Canarias;Turistas;2020M01;.
Total;África;Etiopía;Canarias;Pernoctaciones;2020M12;""
Total;África;Etiopía;Canarias;Pernoctaciones;2020M11;""
Total;África;Etiopía;Canarias;Pernoctaciones;2020M10;""
Total;África;Etiopía;Canarias;Pernoctaciones;2020M09;.
Total;África;Etiopía;Canarias;Pernoctaciones;2020M08;""
Total;África;Etiopía;Canarias;Pernoctaciones;2020M07;""
Total;África;Etiopía;Canarias;Pernoctaciones;2020M06;""
Total;África;Etiopía;Canarias;Pernoctaciones;2020M05;.
Total;África;Etiopía;Canarias;Pernoctaciones;2020M04;""
Total;África;Etiopía;Canarias;Pernoctaciones;2020M03;""
Total;África;Etiopía;Canarias;Pernoctaciones;2020M02;.
Total;África;Etiopía;Canarias;Pernoctaciones;2020M01;.
Total;África;Etiopía;Canarias;Duración media de los viajes;2020M12;""
Total;África;Etiopía;Canarias;Duración media de los viajes;2020M11;""
Total;África;Etiopía;Canarias;Duración media de los viajes;2020M10;""
Total;África;Etiopía;Canarias;Duración media de los viajes;2020M09;.
Total;África;Etiopía;Canarias;Duración media de los viajes;2020M08;""
Total;África;Etiopía;Canarias;Duración media de los viajes;2020M07;""
Total;África;Etiopía;Canarias;Duración media de los viajes;2020M06;""
Total;África;Etiopía;Canarias;Duración media de los viajes;2020M05;.
Total;África;Etiopía;Canarias;Duración media de los viajes;2020M04;""
Total;África;Etiopía;Canarias;Duración media de los viajes;2020M03;""
Total;África;Etiopía;Canarias;Duración media de los viajes;2020M02;.
Total;África;Etiopía;Canarias;Duración media de los viajes;2020M01;.
Total;África;Gabón;Balears, Illes;Turistas;2020M12;""
Total;África;Gabón;Balears, Illes;Turistas;2020M11;""
Total;África;Gabón;Balears, Illes;Turistas;2020M10;.
Total;África;Gabón;Balears, Illes;Turistas;2020M09;.
Total;África;Gabón;Balears, Illes;Turistas;2020M08;.
Total;África;Gabón;Balears, Illes;Turistas;2020M07;""
Total;África;Gabón;Balears, Illes;Turistas;2020M06;.
Total;África;Gabón;Balears, Illes;Turistas;2020M05;""
Total;África;Gabón;Balears, Illes;Turistas;2020M04;""
Total;África;Gabón;Balears, Illes;Turistas;2020M03;.
Total;África;Gabón;Balears, Illes;Turistas;2020M02;""
Total;África;Gabón;Balears, Illes;Turistas;2020M01;.
Total;África;Gabón;Balears, Illes;Pernoctaciones;2020M12;""
Total;África;Gabón;Balears, Illes;Pernoctaciones;2020M11;""
Total;África;Gabón;Balears, Illes;Pernoctaciones;2020M10;.
Total;África;Gabón;Balears, Illes;Pernoctaciones;2020M09;.
Total;África;Gabón;Balears, Illes;Pernoctaciones;2020M08;.
Total;África;Gabón;Balears, Illes;Pernoctaciones;2020M07;""
Total;África;Gabón;Balears, Illes;Pernoctaciones;2020M06;.
Total;África;Gabón;Balears, Illes;Pernoctaciones;2020M05;""
Total;África;Gabón;Balears, Illes;Pernoctaciones;2020M04;""
Total;África;Gabón;Balears, Illes;Pernoctaciones;2020M03;.
Total;África;Gabón;Balears, Illes;Pernoctaciones;2020M02;""
Total;África;Gabón;Balears, Illes;Pernoctaciones;2020M01;.
Total;África;Gabón;Balears, Illes;Duración media de los viajes;2020M12;""
Total;África;Gabón;Balears, Illes;Duración media de los viajes;2020M11;""
Total;África;Gabón;Balears, Illes;Duración media de los viajes;2020M10;.
Total;África;Gabón;Balears, Illes;Duración media de los viajes;2020M09;.
Total;África;Gabón;Balears, Illes;Duración media de los viajes;2020M08;.
Total;África;Gabón;Balears, Illes;Duración media de los viajes;2020M07;""
Total;África;Gabón;Balears, Illes;Duración media de los viajes;2020M06;.
Total;África;Gabón;Balears, Illes;Duración media de los viajes;2020M05;""
Total;África;Gabón;Balears, Illes;Duración media de los viajes;2020M04;""
Total;África;Gabón;Balears, Illes;Duración media de los viajes;2020M03;.
Total;África;Gabón;Balears, Illes;Duración media de los viajes;2020M02;""
Total;África;Gabón;Balears, Illes;Duración media de los viajes;2020M01;.
Total;África;Gabón;Canarias;Turistas;2020M12;.
Total;África;Gabón;Canarias;Turistas;2020M11;.
Total;África;Gabón;Canarias;Turistas;2020M10;.
Total;África;Gabón;Canarias;Turistas;2020M09;.
Total;África;Gabón;Canarias;Turistas;2020M08;.
Total;África;Gabón;Canarias;Turistas;2020M07;.
Total;África;Gabón;Canarias;Turistas;2020M06;""
Total;África;Gabón;Canarias;Turistas;2020M05;.
Total;África;Gabón;Canarias;Turistas;2020M04;.
Total;África;Gabón;Canarias;Turistas;2020M03;""
Total;África;Gabón;Canarias;Turistas;2020M02;.
Total;África;Gabón;Canarias;Turistas;2020M01;.
Total;África;Gabón;Canarias;Pernoctaciones;2020M12;.
Total;África;Gabón;Canarias;Pernoctaciones;2020M11;.
Total;África;Gabón;Canarias;Pernoctaciones;2020M10;.
Total;África;Gabón;Canarias;Pernoctaciones;2020M09;.
Total;África;Gabón;Canarias;Pernoctaciones;2020M08;.
Total;África;Gabón;Canarias;Pernoctaciones;2020M07;.
Total;África;Gabón;Canarias;Pernoctaciones;2020M06;""
Total;África;Gabón;Canarias;Pernoctaciones;2020M05;.
Total;África;Gabón;Canarias;Pernoctaciones;2020M04;.
Total;África;Gabón;Canarias;Pernoctaciones;2020M03;""
Total;África;Gabón;Canarias;Pernoctaciones;2020M02;.
Total;África;Gabón;Canarias;Pernoctaciones;2020M01;.
Total;África;Gabón;Canarias;Duración media de los viajes;2020M12;.
Total;África;Gabón;Canarias;Duración media de los viajes;2020M11;.
Total;África;Gabón;Canarias;Duración media de los viajes;2020M10;.
Total;África;Gabón;Canarias;Duración media de los viajes;2020M09;.
Total;África;Gabón;Canarias;Duración media de los viajes;2020M08;.
Total;África;Gabón;Canarias;Duración media de los viajes;2020M07;.
Total;África;Gabón;Canarias;Duración media de los viajes;2020M06;""
Total;África;Gabón;Canarias;Duración media de los viajes;2020M05;.
Total;África;Gabón;Canarias;Duración media de los viajes;2020M04;.
Total;África;Gabón;Canarias;Duración media de los viajes;2020M03;""
Total;África;Gabón;Canarias;Duración media de los viajes;2020M02;.
Total;África;Gabón;Canarias;Duración media de los viajes;2020M01;.
Total;África;Gambia;Balears, Illes;Turistas;2020M12;.
Total;África;Gambia;Balears, Illes;Turistas;2020M11;""
Total;África;Gambia;Balears, Illes;Turistas;2020M10;""
Total;África;Gambia;Balears, Illes;Turistas;2020M09;.
Total;África;Gambia;Balears, Illes;Turistas;2020M08;.
Total;África;Gambia;Balears, Illes;Turistas;2020M07;""
Total;África;Gambia;Balears, Illes;Turistas;2020M06;""
Total;África;Gambia;Balears, Illes;Turistas;2020M05;.
Total;África;Gambia;Balears, Illes;Turistas;2020M04;""
Total;África;Gambia;Balears, Illes;Turistas;2020M03;.
Total;África;Gambia;Balears, Illes;Turistas;2020M02;.
Total;África;Gambia;Balears, Illes;Turistas;2020M01;.
Total;África;Gambia;Balears, Illes;Pernoctaciones;2020M12;.
Total;África;Gambia;Balears, Illes;Pernoctaciones;2020M11;""
Total;África;Gambia;Balears, Illes;Pernoctaciones;2020M10;""
Total;África;Gambia;Balears, Illes;Pernoctaciones;2020M09;.
Total;África;Gambia;Balears, Illes;Pernoctaciones;2020M08;.
Total;África;Gambia;Balears, Illes;Pernoctaciones;2020M07;""
Total;África;Gambia;Balears, Illes;Pernoctaciones;2020M06;""
Total;África;Gambia;Balears, Illes;Pernoctaciones;2020M05;.
Total;África;Gambia;Balears, Illes;Pernoctaciones;2020M04;""
Total;África;Gambia;Balears, Illes;Pernoctaciones;2020M03;.
Total;África;Gambia;Balears, Illes;Pernoctaciones;2020M02;.
Total;África;Gambia;Balears, Illes;Pernoctaciones;2020M01;.
Total;África;Gambia;Balears, Illes;Duración media de los viajes;2020M12;.
Total;África;Gambia;Balears, Illes;Duración media de los viajes;2020M11;""
Total;África;Gambia;Balears, Illes;Duración media de los viajes;2020M10;""
Total;África;Gambia;Balears, Illes;Duración media de los viajes;2020M09;.
Total;África;Gambia;Balears, Illes;Duración media de los viajes;2020M08;.
Total;África;Gambia;Balears, Illes;Duración media de los viajes;2020M07;""
Total;África;Gambia;Balears, Illes;Duración media de los viajes;2020M06;""
Total;África;Gambia;Balears, Illes;Duración media de los viajes;2020M05;.
Total;África;Gambia;Balears, Illes;Duración media de los viajes;2020M04;""
Total;África;Gambia;Balears, Illes;Duración media de los viajes;2020M03;.
Total;África;Gambia;Balears, Illes;Duración media de los viajes;2020M02;.
Total;África;Gambia;Balears, Illes;Duración media de los viajes;2020M01;.
Total;África;Gambia;Canarias;Turistas;2020M12;.
Total;África;Gambia;Canarias;Turistas;2020M11;.
Total;África;Gambia;Canarias;Turistas;2020M10;.
Total;África;Gambia;Canarias;Turistas;2020M09;.
Total;África;Gambia;Canarias;Turistas;2020M08;.
Total;África;Gambia;Canarias;Turistas;2020M07;.
Total;África;Gambia;Canarias;Turistas;2020M06;.
Total;África;Gambia;Canarias;Turistas;2020M05;.
Total;África;Gambia;Canarias;Turistas;2020M04;.
Total;África;Gambia;Canarias;Turistas;2020M03;.
Total;África;Gambia;Canarias;Turistas;2020M02;.
Total;África;Gambia;Canarias;Turistas;2020M01;.
Total;África;Gambia;Canarias;Pernoctaciones;2020M12;.
Total;África;Gambia;Canarias;Pernoctaciones;2020M11;.
Total;África;Gambia;Canarias;Pernoctaciones;2020M10;.
Total;África;Gambia;Canarias;Pernoctaciones;2020M09;.
Total;África;Gambia;Canarias;Pernoctaciones;2020M08;.
Total;África;Gambia;Canarias;Pernoctaciones;2020M07;.
Total;África;Gambia;Canarias;Pernoctaciones;2020M06;.
Total;África;Gambia;Canarias;Pernoctaciones;2020M05;.
Total;África;Gambia;Canarias;Pernoctaciones;2020M04;.
Total;África;Gambia;Canarias;Pernoctaciones;2020M03;.
Total;África;Gambia;Canarias;Pernoctaciones;2020M02;.
Total;África;Gambia;Canarias;Pernoctaciones;2020M01;.
Total;África;Gambia;Canarias;Duración media de los viajes;2020M12;.
Total;África;Gambia;Canarias;Duración media de los viajes;2020M11;.
Total;África;Gambia;Canarias;Duración media de los viajes;2020M10;.
Total;África;Gambia;Canarias;Duración media de los viajes;2020M09;.
Total;África;Gambia;Canarias;Duración media de los viajes;2020M08;.
Total;África;Gambia;Canarias;Duración media de los viajes;2020M07;.
Total;África;Gambia;Canarias;Duración media de los viajes;2020M06;.
Total;África;Gambia;Canarias;Duración media de los viajes;2020M05;.
Total;África;Gambia;Canarias;Duración media de los viajes;2020M04;.
Total;África;Gambia;Canarias;Duración media de los viajes;2020M03;.
Total;África;Gambia;Canarias;Duración media de los viajes;2020M02;.
Total;África;Gambia;Canarias;Duración media de los viajes;2020M01;.
Total;África;Ghana;Balears, Illes;Turistas;2020M12;.
Total;África;Ghana;Balears, Illes;Turistas;2020M11;.
Total;África;Ghana;Balears, Illes;Turistas;2020M10;.
Total;África;Ghana;Balears, Illes;Turistas;2020M09;.
Total;África;Ghana;Balears, Illes;Turistas;2020M08;34
Total;África;Ghana;Balears, Illes;Turistas;2020M07;.
Total;África;Ghana;Balears, Illes;Turistas;2020M06;.
Total;África;Ghana;Balears, Illes;Turistas;2020M05;.
Total;África;Ghana;Balears, Illes;Turistas;2020M04;.
Total;África;Ghana;Balears, Illes;Turistas;2020M03;.
Total;África;Ghana;Balears, Illes;Turistas;2020M02;.
Total;África;Ghana;Balears, Illes;Turistas;2020M01;.
Total;África;Ghana;Balears, Illes;Pernoctaciones;2020M12;.
Total;África;Ghana;Balears, Illes;Pernoctaciones;2020M11;.
Total;África;Ghana;Balears, Illes;Pernoctaciones;2020M10;.
Total;África;Ghana;Balears, Illes;Pernoctaciones;2020M09;.
Total;África;Ghana;Balears, Illes;Pernoctaciones;2020M08;146
Total;África;Ghana;Balears, Illes;Pernoctaciones;2020M07;.
Total;África;Ghana;Balears, Illes;Pernoctaciones;2020M06;.
Total;África;Ghana;Balears, Illes;Pernoctaciones;2020M05;.
Total;África;Ghana;Balears, Illes;Pernoctaciones;2020M04;.
Total;África;Ghana;Balears, Illes;Pernoctaciones;2020M03;.
Total;África;Ghana;Balears, Illes;Pernoctaciones;2020M02;.
Total;África;Ghana;Balears, Illes;Pernoctaciones;2020M01;.
Total;África;Ghana;Balears, Illes;Duración media de los viajes;2020M12;.
Total;África;Ghana;Balears, Illes;Duración media de los viajes;2020M11;.
Total;África;Ghana;Balears, Illes;Duración media de los viajes;2020M10;.
Total;África;Ghana;Balears, Illes;Duración media de los viajes;2020M09;.
Total;África;Ghana;Balears, Illes;Duración media de los viajes;2020M08;4,3
Total;África;Ghana;Balears, Illes;Duración media de los viajes;2020M07;.
Total;África;Ghana;Balears, Illes;Duración media de los viajes;2020M06;.
Total;África;Ghana;Balears, Illes;Duración media de los viajes;2020M05;.
Total;África;Ghana;Balears, Illes;Duración media de los viajes;2020M04;.
Total;África;Ghana;Balears, Illes;Duración media de los viajes;2020M03;.
Total;África;Ghana;Balears, Illes;Duración media de los viajes;2020M02;.
Total;África;Ghana;Balears, Illes;Duración media de los viajes;2020M01;.
Total;África;Ghana;Canarias;Turistas;2020M12;38
Total;África;Ghana;Canarias;Turistas;2020M11;32
Total;África;Ghana;Canarias;Turistas;2020M10;30
Total;África;Ghana;Canarias;Turistas;2020M09;39
Total;África;Ghana;Canarias;Turistas;2020M08;.
Total;África;Ghana;Canarias;Turistas;2020M07;.
Total;África;Ghana;Canarias;Turistas;2020M06;.
Total;África;Ghana;Canarias;Turistas;2020M05;78
Total;África;Ghana;Canarias;Turistas;2020M04;62
Total;África;Ghana;Canarias;Turistas;2020M03;120
Total;África;Ghana;Canarias;Turistas;2020M02;40
Total;África;Ghana;Canarias;Turistas;2020M01;43
Total;África;Ghana;Canarias;Pernoctaciones;2020M12;309
Total;África;Ghana;Canarias;Pernoctaciones;2020M11;283
Total;África;Ghana;Canarias;Pernoctaciones;2020M10;324
Total;África;Ghana;Canarias;Pernoctaciones;2020M09;221
Total;África;Ghana;Canarias;Pernoctaciones;2020M08;.
Total;África;Ghana;Canarias;Pernoctaciones;2020M07;.
Total;África;Ghana;Canarias;Pernoctaciones;2020M06;.
Total;África;Ghana;Canarias;Pernoctaciones;2020M05;341
Total;África;Ghana;Canarias;Pernoctaciones;2020M04;183
Total;África;Ghana;Canarias;Pernoctaciones;2020M03;383
Total;África;Ghana;Canarias;Pernoctaciones;2020M02;268
Total;África;Ghana;Canarias;Pernoctaciones;2020M01;344
Total;África;Ghana;Canarias;Duración media de los viajes;2020M12;8,1
Total;África;Ghana;Canarias;Duración media de los viajes;2020M11;8,8
Total;África;Ghana;Canarias;Duración media de los viajes;2020M10;10,8
Total;África;Ghana;Canarias;Duración media de los viajes;2020M09;5,7
Total;África;Ghana;Canarias;Duración media de los viajes;2020M08;.
Total;África;Ghana;Canarias;Duración media de los viajes;2020M07;.
Total;África;Ghana;Canarias;Duración media de los viajes;2020M06;.
Total;África;Ghana;Canarias;Duración media de los viajes;2020M05;4,4
Total;África;Ghana;Canarias;Duración media de los viajes;2020M04;3,0
Total;África;Ghana;Canarias;Duración media de los viajes;2020M03;3,2
Total;África;Ghana;Canarias;Duración media de los viajes;2020M02;6,7
Total;África;Ghana;Canarias;Duración media de los viajes;2020M01;8,0
Total;África;Guinea;Balears, Illes;Turistas;2020M12;.
Total;África;Guinea;Balears, Illes;Turistas;2020M11;.
Total;África;Guinea;Balears, Illes;Turistas;2020M10;.
Total;África;Guinea;Balears, Illes;Turistas;2020M09;.
Total;África;Guinea;Balears, Illes;Turistas;2020M08;.
Total;África;Guinea;Balears, Illes;Turistas;2020M07;.
Total;África;Guinea;Balears, Illes;Turistas;2020M06;""
Total;África;Guinea;Balears, Illes;Turistas;2020M05;.
Total;África;Guinea;Balears, Illes;Turistas;2020M04;.
Total;África;Guinea;Balears, Illes;Turistas;2020M03;.
Total;África;Guinea;Balears, Illes;Turistas;2020M02;""
Total;África;Guinea;Balears, Illes;Turistas;2020M01;.
Total;África;Guinea;Balears, Illes;Pernoctaciones;2020M12;.
Total;África;Guinea;Balears, Illes;Pernoctaciones;2020M11;.
Total;África;Guinea;Balears, Illes;Pernoctaciones;2020M10;.
Total;África;Guinea;Balears, Illes;Pernoctaciones;2020M09;.
Total;África;Guinea;Balears, Illes;Pernoctaciones;2020M08;.
Total;África;Guinea;Balears, Illes;Pernoctaciones;2020M07;.
Total;África;Guinea;Balears, Illes;Pernoctaciones;2020M06;""
Total;África;Guinea;Balears, Illes;Pernoctaciones;2020M05;.
Total;África;Guinea;Balears, Illes;Pernoctaciones;2020M04;.
Total;África;Guinea;Balears, Illes;Pernoctaciones;2020M03;.
Total;África;Guinea;Balears, Illes;Pernoctaciones;2020M02;""
Total;África;Guinea;Balears, Illes;Pernoctaciones;2020M01;.
Total;África;Guinea;Balears, Illes;Duración media de los viajes;2020M12;.
Total;África;Guinea;Balears, Illes;Duración media de los viajes;2020M11;.
Total;África;Guinea;Balears, Illes;Duración media de los viajes;2020M10;.
Total;África;Guinea;Balears, Illes;Duración media de los viajes;2020M09;.
Total;África;Guinea;Balears, Illes;Duración media de los viajes;2020M08;.
Total;África;Guinea;Balears, Illes;Duración media de los viajes;2020M07;.
Total;África;Guinea;Balears, Illes;Duración media de los viajes;2020M06;""
Total;África;Guinea;Balears, Illes;Duración media de los viajes;2020M05;.
Total;África;Guinea;Balears, Illes;Duración media de los viajes;2020M04;.
Total;África;Guinea;Balears, Illes;Duración media de los viajes;2020M03;.
Total;África;Guinea;Balears, Illes;Duración media de los viajes;2020M02;""
Total;África;Guinea;Balears, Illes;Duración media de los viajes;2020M01;.
Total;África;Guinea;Canarias;Turistas;2020M12;.
Total;África;Guinea;Canarias;Turistas;2020M11;.
Total;África;Guinea;Canarias;Turistas;2020M10;.
Total;África;Guinea;Canarias;Turistas;2020M09;.
Total;África;Guinea;Canarias;Turistas;2020M08;.
Total;África;Guinea;Canarias;Turistas;2020M07;.
Total;África;Guinea;Canarias;Turistas;2020M06;.
Total;África;Guinea;Canarias;Turistas;2020M05;.
Total;África;Guinea;Canarias;Turistas;2020M04;.
Total;África;Guinea;Canarias;Turistas;2020M03;.
Total;África;Guinea;Canarias;Turistas;2020M02;.
Total;África;Guinea;Canarias;Turistas;2020M01;""
Total;África;Guinea;Canarias;Pernoctaciones;2020M12;.
Total;África;Guinea;Canarias;Pernoctaciones;2020M11;.
Total;África;Guinea;Canarias;Pernoctaciones;2020M10;.
Total;África;Guinea;Canarias;Pernoctaciones;2020M09;.
Total;África;Guinea;Canarias;Pernoctaciones;2020M08;.
Total;África;Guinea;Canarias;Pernoctaciones;2020M07;.
Total;África;Guinea;Canarias;Pernoctaciones;2020M06;.
Total;África;Guinea;Canarias;Pernoctaciones;2020M05;.
Total;África;Guinea;Canarias;Pernoctaciones;2020M04;.
Total;África;Guinea;Canarias;Pernoctaciones;2020M03;.
Total;África;Guinea;Canarias;Pernoctaciones;2020M02;.
Total;África;Guinea;Canarias;Pernoctaciones;2020M01;""
Total;África;Guinea;Canarias;Duración media de los viajes;2020M12;.
Total;África;Guinea;Canarias;Duración media de los viajes;2020M11;.
Total;África;Guinea;Canarias;Duración media de los viajes;2020M10;.
Total;África;Guinea;Canarias;Duración media de los viajes;2020M09;.
Total;África;Guinea;Canarias;Duración media de los viajes;2020M08;.
Total;África;Guinea;Canarias;Duración media de los viajes;2020M07;.
Total;África;Guinea;Canarias;Duración media de los viajes;2020M06;.
Total;África;Guinea;Canarias;Duración media de los viajes;2020M05;.
Total;África;Guinea;Canarias;Duración media de los viajes;2020M04;.
Total;África;Guinea;Canarias;Duración media de los viajes;2020M03;.
Total;África;Guinea;Canarias;Duración media de los viajes;2020M02;.
Total;África;Guinea;Canarias;Duración media de los viajes;2020M01;""
Total;África;Guinea-Bissau;Balears, Illes;Turistas;2020M12;""
Total;África;Guinea-Bissau;Balears, Illes;Turistas;2020M11;""
Total;África;Guinea-Bissau;Balears, Illes;Turistas;2020M10;""
Total;África;Guinea-Bissau;Balears, Illes;Turistas;2020M09;""
Total;África;Guinea-Bissau;Balears, Illes;Turistas;2020M08;""
Total;África;Guinea-Bissau;Balears, Illes;Turistas;2020M07;""
Total;África;Guinea-Bissau;Balears, Illes;Turistas;2020M06;.
Total;África;Guinea-Bissau;Balears, Illes;Turistas;2020M05;""
Total;África;Guinea-Bissau;Balears, Illes;Turistas;2020M04;""
Total;África;Guinea-Bissau;Balears, Illes;Turistas;2020M03;""
Total;África;Guinea-Bissau;Balears, Illes;Turistas;2020M02;.
Total;África;Guinea-Bissau;Balears, Illes;Turistas;2020M01;""
Total;África;Guinea-Bissau;Balears, Illes;Pernoctaciones;2020M12;""
Total;África;Guinea-Bissau;Balears, Illes;Pernoctaciones;2020M11;""
Total;África;Guinea-Bissau;Balears, Illes;Pernoctaciones;2020M10;""
Total;África;Guinea-Bissau;Balears, Illes;Pernoctaciones;2020M09;""
Total;África;Guinea-Bissau;Balears, Illes;Pernoctaciones;2020M08;""
Total;África;Guinea-Bissau;Balears, Illes;Pernoctaciones;2020M07;""
Total;África;Guinea-Bissau;Balears, Illes;Pernoctaciones;2020M06;.
Total;África;Guinea-Bissau;Balears, Illes;Pernoctaciones;2020M05;""
Total;África;Guinea-Bissau;Balears, Illes;Pernoctaciones;2020M04;""
Total;África;Guinea-Bissau;Balears, Illes;Pernoctaciones;2020M03;""
Total;África;Guinea-Bissau;Balears, Illes;Pernoctaciones;2020M02;.
Total;África;Guinea-Bissau;Balears, Illes;Pernoctaciones;2020M01;""
Total;África;Guinea-Bissau;Balears, Illes;Duración media de los viajes;2020M12;""
Total;África;Guinea-Bissau;Balears, Illes;Duración media de los viajes;2020M11;""
Total;África;Guinea-Bissau;Balears, Illes;Duración media de los viajes;2020M10;""
Total;África;Guinea-Bissau;Balears, Illes;Duración media de los viajes;2020M09;""
Total;África;Guinea-Bissau;Balears, Illes;Duración media de los viajes;2020M08;""
Total;África;Guinea-Bissau;Balears, Illes;Duración media de los viajes;2020M07;""
Total;África;Guinea-Bissau;Balears, Illes;Duración media de los viajes;2020M06;.
Total;África;Guinea-Bissau;Balears, Illes;Duración media de los viajes;2020M05;""
Total;África;Guinea-Bissau;Balears, Illes;Duración media de los viajes;2020M04;""
Total;África;Guinea-Bissau;Balears, Illes;Duración media de los viajes;2020M03;""
Total;África;Guinea-Bissau;Balears, Illes;Duración media de los viajes;2020M02;.
Total;África;Guinea-Bissau;Balears, Illes;Duración media de los viajes;2020M01;""
Total;África;Guinea-Bissau;Canarias;Turistas;2020M12;.
Total;África;Guinea-Bissau;Canarias;Turistas;2020M11;.
Total;África;Guinea-Bissau;Canarias;Turistas;2020M10;.
Total;África;Guinea-Bissau;Canarias;Turistas;2020M09;.
Total;África;Guinea-Bissau;Canarias;Turistas;2020M08;.
Total;África;Guinea-Bissau;Canarias;Turistas;2020M07;.
Total;África;Guinea-Bissau;Canarias;Turistas;2020M06;.
Total;África;Guinea-Bissau;Canarias;Turistas;2020M05;.
Total;África;Guinea-Bissau;Canarias;Turistas;2020M04;.
Total;África;Guinea-Bissau;Canarias;Turistas;2020M03;.
Total;África;Guinea-Bissau;Canarias;Turistas;2020M02;.
Total;África;Guinea-Bissau;Canarias;Turistas;2020M01;.
