RESIDENCIA/ORIGEN;Continentes;Países;CCAA de destino;Concepto turístico;Periodo;Total
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2020M08;.
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2020M07;.
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2020M06;.
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2020M05;.
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2020M04;4,0
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2020M03;6,6
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2020M02;.
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2020M01;9,8
Total;África;Sudán;Balears, Illes;Turistas;2020M12;""
Total;África;Sudán;Balears, Illes;Turistas;2020M11;""
Total;África;Sudán;Balears, Illes;Turistas;2020M10;.
Total;África;Sudán;Balears, Illes;Turistas;2020M09;.
Total;África;Sudán;Balears, Illes;Turistas;2020M08;""
Total;África;Sudán;Balears, Illes;Turistas;2020M07;""
Total;África;Sudán;Balears, Illes;Turistas;2020M06;.
Total;África;Sudán;Balears, Illes;Turistas;2020M05;""
Total;África;Sudán;Balears, Illes;Turistas;2020M04;""
Total;África;Sudán;Balears, Illes;Turistas;2020M03;""
Total;África;Sudán;Balears, Illes;Turistas;2020M02;.
Total;África;Sudán;Balears, Illes;Turistas;2020M01;.
Total;África;Sudán;Balears, Illes;Pernoctaciones;2020M12;""
Total;África;Sudán;Balears, Illes;Pernoctaciones;2020M11;""
Total;África;Sudán;Balears, Illes;Pernoctaciones;2020M10;.
Total;África;Sudán;Balears, Illes;Pernoctaciones;2020M09;.
Total;África;Sudán;Balears, Illes;Pernoctaciones;2020M08;""
Total;África;Sudán;Balears, Illes;Pernoctaciones;2020M07;""
Total;África;Sudán;Balears, Illes;Pernoctaciones;2020M06;.
Total;África;Sudán;Balears, Illes;Pernoctaciones;2020M05;""
Total;África;Sudán;Balears, Illes;Pernoctaciones;2020M04;""
Total;África;Sudán;Balears, Illes;Pernoctaciones;2020M03;""
Total;África;Sudán;Balears, Illes;Pernoctaciones;2020M02;.
Total;África;Sudán;Balears, Illes;Pernoctaciones;2020M01;.
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2020M12;""
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2020M11;""
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2020M10;.
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2020M09;.
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2020M08;""
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2020M07;""
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2020M06;.
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2020M05;""
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2020M04;""
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2020M03;""
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2020M02;.
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2020M01;.
Total;África;Sudán;Canarias;Turistas;2020M12;""
Total;África;Sudán;Canarias;Turistas;2020M11;""
Total;África;Sudán;Canarias;Turistas;2020M10;""
Total;África;Sudán;Canarias;Turistas;2020M09;.
Total;África;Sudán;Canarias;Turistas;2020M08;""
Total;África;Sudán;Canarias;Turistas;2020M07;""
Total;África;Sudán;Canarias;Turistas;2020M06;""
Total;África;Sudán;Canarias;Turistas;2020M05;""
Total;África;Sudán;Canarias;Turistas;2020M04;""
Total;África;Sudán;Canarias;Turistas;2020M03;.
Total;África;Sudán;Canarias;Turistas;2020M02;""
Total;África;Sudán;Canarias;Turistas;2020M01;.
Total;África;Sudán;Canarias;Pernoctaciones;2020M12;""
Total;África;Sudán;Canarias;Pernoctaciones;2020M11;""
Total;África;Sudán;Canarias;Pernoctaciones;2020M10;""
Total;África;Sudán;Canarias;Pernoctaciones;2020M09;.
Total;África;Sudán;Canarias;Pernoctaciones;2020M08;""
Total;África;Sudán;Canarias;Pernoctaciones;2020M07;""
Total;África;Sudán;Canarias;Pernoctaciones;2020M06;""
Total;África;Sudán;Canarias;Pernoctaciones;2020M05;""
Total;África;Sudán;Canarias;Pernoctaciones;2020M04;""
Total;África;Sudán;Canarias;Pernoctaciones;2020M03;.
Total;África;Sudán;Canarias;Pernoctaciones;2020M02;""
Total;África;Sudán;Canarias;Pernoctaciones;2020M01;.
Total;África;Sudán;Canarias;Duración media de los viajes;2020M12;""
Total;África;Sudán;Canarias;Duración media de los viajes;2020M11;""
Total;África;Sudán;Canarias;Duración media de los viajes;2020M10;""
Total;África;Sudán;Canarias;Duración media de los viajes;2020M09;.
Total;África;Sudán;Canarias;Duración media de los viajes;2020M08;""
Total;África;Sudán;Canarias;Duración media de los viajes;2020M07;""
Total;África;Sudán;Canarias;Duración media de los viajes;2020M06;""
Total;África;Sudán;Canarias;Duración media de los viajes;2020M05;""
Total;África;Sudán;Canarias;Duración media de los viajes;2020M04;""
Total;África;Sudán;Canarias;Duración media de los viajes;2020M03;.
Total;África;Sudán;Canarias;Duración media de los viajes;2020M02;""
Total;África;Sudán;Canarias;Duración media de los viajes;2020M01;.
Total;África;Sudán del Sur;Balears, Illes;Turistas;2020M12;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2020M11;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2020M10;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2020M09;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2020M08;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2020M07;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2020M06;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2020M05;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2020M04;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2020M03;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2020M02;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2020M01;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2020M12;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2020M11;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2020M10;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2020M09;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2020M08;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2020M07;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2020M06;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2020M05;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2020M04;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2020M03;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2020M02;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2020M01;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2020M12;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2020M11;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2020M10;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2020M09;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2020M08;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2020M07;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2020M06;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2020M05;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2020M04;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2020M03;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2020M02;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2020M01;""
Total;África;Sudán del Sur;Canarias;Turistas;2020M12;""
Total;África;Sudán del Sur;Canarias;Turistas;2020M11;""
Total;África;Sudán del Sur;Canarias;Turistas;2020M10;""
Total;África;Sudán del Sur;Canarias;Turistas;2020M09;""
Total;África;Sudán del Sur;Canarias;Turistas;2020M08;""
Total;África;Sudán del Sur;Canarias;Turistas;2020M07;""
Total;África;Sudán del Sur;Canarias;Turistas;2020M06;""
Total;África;Sudán del Sur;Canarias;Turistas;2020M05;""
Total;África;Sudán del Sur;Canarias;Turistas;2020M04;""
Total;África;Sudán del Sur;Canarias;Turistas;2020M03;""
Total;África;Sudán del Sur;Canarias;Turistas;2020M02;""
Total;África;Sudán del Sur;Canarias;Turistas;2020M01;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2020M12;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2020M11;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2020M10;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2020M09;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2020M08;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2020M07;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2020M06;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2020M05;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2020M04;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2020M03;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2020M02;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2020M01;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2020M12;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2020M11;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2020M10;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2020M09;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2020M08;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2020M07;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2020M06;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2020M05;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2020M04;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2020M03;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2020M02;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2020M01;""
Total;África;Swazilandia;Balears, Illes;Turistas;2020M12;""
Total;África;Swazilandia;Balears, Illes;Turistas;2020M11;""
Total;África;Swazilandia;Balears, Illes;Turistas;2020M10;""
Total;África;Swazilandia;Balears, Illes;Turistas;2020M09;""
Total;África;Swazilandia;Balears, Illes;Turistas;2020M08;""
Total;África;Swazilandia;Balears, Illes;Turistas;2020M07;""
Total;África;Swazilandia;Balears, Illes;Turistas;2020M06;""
Total;África;Swazilandia;Balears, Illes;Turistas;2020M05;""
Total;África;Swazilandia;Balears, Illes;Turistas;2020M04;""
Total;África;Swazilandia;Balears, Illes;Turistas;2020M03;""
Total;África;Swazilandia;Balears, Illes;Turistas;2020M02;""
Total;África;Swazilandia;Balears, Illes;Turistas;2020M01;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2020M12;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2020M11;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2020M10;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2020M09;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2020M08;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2020M07;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2020M06;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2020M05;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2020M04;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2020M03;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2020M02;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2020M01;""
Total;África;Swazilandia;Balears, Illes;Duración media de los viajes;2020M12;""
Total;África;Swazilandia;Balears, Illes;Duración media de los viajes;2020M11;""
Total;África;Swazilandia;Balears, Illes;Duración media de los viajes;2020M10;""
Total;África;Swazilandia;Balears, Illes;Duración media de los viajes;2020M09;""
Total;África;Swazilandia;Balears, Illes;Duración media de los viajes;2020M08;""
Total;África;Swazilandia;Balears, Illes;Duración media de los viajes;2020M07;""
Total;África;Swazilandia;Balears, Illes;Duración media de los viajes;2020M06;""
Total;África;Swazilandia;Balears, Illes;Duración media de los viajes;2020M05;""
Total;África;Swazilandia;Balears, Illes;Duración media de los viajes;2020M04;""
Total;África;Swazilandia;Balears, Illes;Duración media de los viajes;2020M03;""
Total;África;Swazilandia;Balears, Illes;Duración media de los viajes;2020M02;""
Total;África;Swazilandia;Balears, Illes;Duración media de los viajes;2020M01;""
Total;África;Swazilandia;Canarias;Turistas;2020M12;""
Total;África;Swazilandia;Canarias;Turistas;2020M11;""
Total;África;Swazilandia;Canarias;Turistas;2020M10;""
Total;África;Swazilandia;Canarias;Turistas;2020M09;""
Total;África;Swazilandia;Canarias;Turistas;2020M08;""
Total;África;Swazilandia;Canarias;Turistas;2020M07;""
Total;África;Swazilandia;Canarias;Turistas;2020M06;""
Total;África;Swazilandia;Canarias;Turistas;2020M05;""
Total;África;Swazilandia;Canarias;Turistas;2020M04;""
Total;África;Swazilandia;Canarias;Turistas;2020M03;""
Total;África;Swazilandia;Canarias;Turistas;2020M02;""
Total;África;Swazilandia;Canarias;Turistas;2020M01;""
Total;África;Swazilandia;Canarias;Pernoctaciones;2020M12;""
Total;África;Swazilandia;Canarias;Pernoctaciones;2020M11;""
Total;África;Swazilandia;Canarias;Pernoctaciones;2020M10;""
Total;África;Swazilandia;Canarias;Pernoctaciones;2020M09;""
Total;África;Swazilandia;Canarias;Pernoctaciones;2020M08;""
Total;África;Swazilandia;Canarias;Pernoctaciones;2020M07;""
Total;África;Swazilandia;Canarias;Pernoctaciones;2020M06;""
Total;África;Swazilandia;Canarias;Pernoctaciones;2020M05;""
Total;África;Swazilandia;Canarias;Pernoctaciones;2020M04;""
Total;África;Swazilandia;Canarias;Pernoctaciones;2020M03;""
Total;África;Swazilandia;Canarias;Pernoctaciones;2020M02;""
Total;África;Swazilandia;Canarias;Pernoctaciones;2020M01;""
Total;África;Swazilandia;Canarias;Duración media de los viajes;2020M12;""
Total;África;Swazilandia;Canarias;Duración media de los viajes;2020M11;""
Total;África;Swazilandia;Canarias;Duración media de los viajes;2020M10;""
Total;África;Swazilandia;Canarias;Duración media de los viajes;2020M09;""
Total;África;Swazilandia;Canarias;Duración media de los viajes;2020M08;""
Total;África;Swazilandia;Canarias;Duración media de los viajes;2020M07;""
Total;África;Swazilandia;Canarias;Duración media de los viajes;2020M06;""
Total;África;Swazilandia;Canarias;Duración media de los viajes;2020M05;""
Total;África;Swazilandia;Canarias;Duración media de los viajes;2020M04;""
Total;África;Swazilandia;Canarias;Duración media de los viajes;2020M03;""
Total;África;Swazilandia;Canarias;Duración media de los viajes;2020M02;""
Total;África;Swazilandia;Canarias;Duración media de los viajes;2020M01;""
Total;África;Tanzania;Balears, Illes;Turistas;2020M12;.
Total;África;Tanzania;Balears, Illes;Turistas;2020M11;.
Total;África;Tanzania;Balears, Illes;Turistas;2020M10;.
Total;África;Tanzania;Balears, Illes;Turistas;2020M09;.
Total;África;Tanzania;Balears, Illes;Turistas;2020M08;.
Total;África;Tanzania;Balears, Illes;Turistas;2020M07;.
Total;África;Tanzania;Balears, Illes;Turistas;2020M06;.
Total;África;Tanzania;Balears, Illes;Turistas;2020M05;.
Total;África;Tanzania;Balears, Illes;Turistas;2020M04;.
Total;África;Tanzania;Balears, Illes;Turistas;2020M03;.
Total;África;Tanzania;Balears, Illes;Turistas;2020M02;.
Total;África;Tanzania;Balears, Illes;Turistas;2020M01;.
Total;África;Tanzania;Balears, Illes;Pernoctaciones;2020M12;.
Total;África;Tanzania;Balears, Illes;Pernoctaciones;2020M11;.
Total;África;Tanzania;Balears, Illes;Pernoctaciones;2020M10;.
Total;África;Tanzania;Balears, Illes;Pernoctaciones;2020M09;.
Total;África;Tanzania;Balears, Illes;Pernoctaciones;2020M08;.
Total;África;Tanzania;Balears, Illes;Pernoctaciones;2020M07;.
Total;África;Tanzania;Balears, Illes;Pernoctaciones;2020M06;.
Total;África;Tanzania;Balears, Illes;Pernoctaciones;2020M05;.
Total;África;Tanzania;Balears, Illes;Pernoctaciones;2020M04;.
Total;África;Tanzania;Balears, Illes;Pernoctaciones;2020M03;.
Total;África;Tanzania;Balears, Illes;Pernoctaciones;2020M02;.
Total;África;Tanzania;Balears, Illes;Pernoctaciones;2020M01;.
Total;África;Tanzania;Balears, Illes;Duración media de los viajes;2020M12;.
Total;África;Tanzania;Balears, Illes;Duración media de los viajes;2020M11;.
Total;África;Tanzania;Balears, Illes;Duración media de los viajes;2020M10;.
Total;África;Tanzania;Balears, Illes;Duración media de los viajes;2020M09;.
Total;África;Tanzania;Balears, Illes;Duración media de los viajes;2020M08;.
Total;África;Tanzania;Balears, Illes;Duración media de los viajes;2020M07;.
Total;África;Tanzania;Balears, Illes;Duración media de los viajes;2020M06;.
Total;África;Tanzania;Balears, Illes;Duración media de los viajes;2020M05;.
Total;África;Tanzania;Balears, Illes;Duración media de los viajes;2020M04;.
Total;África;Tanzania;Balears, Illes;Duración media de los viajes;2020M03;.
Total;África;Tanzania;Balears, Illes;Duración media de los viajes;2020M02;.
Total;África;Tanzania;Balears, Illes;Duración media de los viajes;2020M01;.
Total;África;Tanzania;Canarias;Turistas;2020M12;.
Total;África;Tanzania;Canarias;Turistas;2020M11;""
Total;África;Tanzania;Canarias;Turistas;2020M10;.
Total;África;Tanzania;Canarias;Turistas;2020M09;.
Total;África;Tanzania;Canarias;Turistas;2020M08;""
Total;África;Tanzania;Canarias;Turistas;2020M07;""
Total;África;Tanzania;Canarias;Turistas;2020M06;""
Total;África;Tanzania;Canarias;Turistas;2020M05;""
Total;África;Tanzania;Canarias;Turistas;2020M04;.
Total;África;Tanzania;Canarias;Turistas;2020M03;.
Total;África;Tanzania;Canarias;Turistas;2020M02;.
Total;África;Tanzania;Canarias;Turistas;2020M01;.
Total;África;Tanzania;Canarias;Pernoctaciones;2020M12;.
Total;África;Tanzania;Canarias;Pernoctaciones;2020M11;""
Total;África;Tanzania;Canarias;Pernoctaciones;2020M10;.
Total;África;Tanzania;Canarias;Pernoctaciones;2020M09;.
Total;África;Tanzania;Canarias;Pernoctaciones;2020M08;""
Total;África;Tanzania;Canarias;Pernoctaciones;2020M07;""
Total;África;Tanzania;Canarias;Pernoctaciones;2020M06;""
Total;África;Tanzania;Canarias;Pernoctaciones;2020M05;""
Total;África;Tanzania;Canarias;Pernoctaciones;2020M04;.
Total;África;Tanzania;Canarias;Pernoctaciones;2020M03;.
Total;África;Tanzania;Canarias;Pernoctaciones;2020M02;.
Total;África;Tanzania;Canarias;Pernoctaciones;2020M01;.
Total;África;Tanzania;Canarias;Duración media de los viajes;2020M12;.
Total;África;Tanzania;Canarias;Duración media de los viajes;2020M11;""
Total;África;Tanzania;Canarias;Duración media de los viajes;2020M10;.
Total;África;Tanzania;Canarias;Duración media de los viajes;2020M09;.
Total;África;Tanzania;Canarias;Duración media de los viajes;2020M08;""
Total;África;Tanzania;Canarias;Duración media de los viajes;2020M07;""
Total;África;Tanzania;Canarias;Duración media de los viajes;2020M06;""
Total;África;Tanzania;Canarias;Duración media de los viajes;2020M05;""
Total;África;Tanzania;Canarias;Duración media de los viajes;2020M04;.
Total;África;Tanzania;Canarias;Duración media de los viajes;2020M03;.
Total;África;Tanzania;Canarias;Duración media de los viajes;2020M02;.
Total;África;Tanzania;Canarias;Duración media de los viajes;2020M01;.
Total;África;Togo;Balears, Illes;Turistas;2020M12;.
Total;África;Togo;Balears, Illes;Turistas;2020M11;.
Total;África;Togo;Balears, Illes;Turistas;2020M10;""
Total;África;Togo;Balears, Illes;Turistas;2020M09;.
Total;África;Togo;Balears, Illes;Turistas;2020M08;""
Total;África;Togo;Balears, Illes;Turistas;2020M07;.
Total;África;Togo;Balears, Illes;Turistas;2020M06;""
Total;África;Togo;Balears, Illes;Turistas;2020M05;""
Total;África;Togo;Balears, Illes;Turistas;2020M04;""
Total;África;Togo;Balears, Illes;Turistas;2020M03;.
Total;África;Togo;Balears, Illes;Turistas;2020M02;.
Total;África;Togo;Balears, Illes;Turistas;2020M01;""
Total;África;Togo;Balears, Illes;Pernoctaciones;2020M12;.
Total;África;Togo;Balears, Illes;Pernoctaciones;2020M11;.
Total;África;Togo;Balears, Illes;Pernoctaciones;2020M10;""
Total;África;Togo;Balears, Illes;Pernoctaciones;2020M09;.
Total;África;Togo;Balears, Illes;Pernoctaciones;2020M08;""
Total;África;Togo;Balears, Illes;Pernoctaciones;2020M07;.
Total;África;Togo;Balears, Illes;Pernoctaciones;2020M06;""
Total;África;Togo;Balears, Illes;Pernoctaciones;2020M05;""
Total;África;Togo;Balears, Illes;Pernoctaciones;2020M04;""
Total;África;Togo;Balears, Illes;Pernoctaciones;2020M03;.
Total;África;Togo;Balears, Illes;Pernoctaciones;2020M02;.
Total;África;Togo;Balears, Illes;Pernoctaciones;2020M01;""
Total;África;Togo;Balears, Illes;Duración media de los viajes;2020M12;.
Total;África;Togo;Balears, Illes;Duración media de los viajes;2020M11;.
Total;África;Togo;Balears, Illes;Duración media de los viajes;2020M10;""
Total;África;Togo;Balears, Illes;Duración media de los viajes;2020M09;.
Total;África;Togo;Balears, Illes;Duración media de los viajes;2020M08;""
Total;África;Togo;Balears, Illes;Duración media de los viajes;2020M07;.
Total;África;Togo;Balears, Illes;Duración media de los viajes;2020M06;""
Total;África;Togo;Balears, Illes;Duración media de los viajes;2020M05;""
Total;África;Togo;Balears, Illes;Duración media de los viajes;2020M04;""
Total;África;Togo;Balears, Illes;Duración media de los viajes;2020M03;.
Total;África;Togo;Balears, Illes;Duración media de los viajes;2020M02;.
Total;África;Togo;Balears, Illes;Duración media de los viajes;2020M01;""
Total;África;Togo;Canarias;Turistas;2020M12;.
Total;África;Togo;Canarias;Turistas;2020M11;.
Total;África;Togo;Canarias;Turistas;2020M10;.
Total;África;Togo;Canarias;Turistas;2020M09;.
Total;África;Togo;Canarias;Turistas;2020M08;.
Total;África;Togo;Canarias;Turistas;2020M07;.
Total;África;Togo;Canarias;Turistas;2020M06;.
Total;África;Togo;Canarias;Turistas;2020M05;""
Total;África;Togo;Canarias;Turistas;2020M04;.
Total;África;Togo;Canarias;Turistas;2020M03;.
Total;África;Togo;Canarias;Turistas;2020M02;.
Total;África;Togo;Canarias;Turistas;2020M01;.
Total;África;Togo;Canarias;Pernoctaciones;2020M12;.
Total;África;Togo;Canarias;Pernoctaciones;2020M11;.
Total;África;Togo;Canarias;Pernoctaciones;2020M10;.
Total;África;Togo;Canarias;Pernoctaciones;2020M09;.
Total;África;Togo;Canarias;Pernoctaciones;2020M08;.
Total;África;Togo;Canarias;Pernoctaciones;2020M07;.
Total;África;Togo;Canarias;Pernoctaciones;2020M06;.
Total;África;Togo;Canarias;Pernoctaciones;2020M05;""
Total;África;Togo;Canarias;Pernoctaciones;2020M04;.
Total;África;Togo;Canarias;Pernoctaciones;2020M03;.
Total;África;Togo;Canarias;Pernoctaciones;2020M02;.
Total;África;Togo;Canarias;Pernoctaciones;2020M01;.
Total;África;Togo;Canarias;Duración media de los viajes;2020M12;.
Total;África;Togo;Canarias;Duración media de los viajes;2020M11;.
Total;África;Togo;Canarias;Duración media de los viajes;2020M10;.
Total;África;Togo;Canarias;Duración media de los viajes;2020M09;.
Total;África;Togo;Canarias;Duración media de los viajes;2020M08;.
Total;África;Togo;Canarias;Duración media de los viajes;2020M07;.
Total;África;Togo;Canarias;Duración media de los viajes;2020M06;.
Total;África;Togo;Canarias;Duración media de los viajes;2020M05;""
Total;África;Togo;Canarias;Duración media de los viajes;2020M04;.
Total;África;Togo;Canarias;Duración media de los viajes;2020M03;.
Total;África;Togo;Canarias;Duración media de los viajes;2020M02;.
Total;África;Togo;Canarias;Duración media de los viajes;2020M01;.
Total;África;Túnez;Balears, Illes;Turistas;2020M12;.
Total;África;Túnez;Balears, Illes;Turistas;2020M11;.
Total;África;Túnez;Balears, Illes;Turistas;2020M10;.
Total;África;Túnez;Balears, Illes;Turistas;2020M09;.
Total;África;Túnez;Balears, Illes;Turistas;2020M08;45
Total;África;Túnez;Balears, Illes;Turistas;2020M07;47
Total;África;Túnez;Balears, Illes;Turistas;2020M06;46
Total;África;Túnez;Balears, Illes;Turistas;2020M05;.
Total;África;Túnez;Balears, Illes;Turistas;2020M04;.
Total;África;Túnez;Balears, Illes;Turistas;2020M03;60
Total;África;Túnez;Balears, Illes;Turistas;2020M02;68
Total;África;Túnez;Balears, Illes;Turistas;2020M01;112
Total;África;Túnez;Balears, Illes;Pernoctaciones;2020M12;.
Total;África;Túnez;Balears, Illes;Pernoctaciones;2020M11;.
Total;África;Túnez;Balears, Illes;Pernoctaciones;2020M10;.
Total;África;Túnez;Balears, Illes;Pernoctaciones;2020M09;.
Total;África;Túnez;Balears, Illes;Pernoctaciones;2020M08;248
Total;África;Túnez;Balears, Illes;Pernoctaciones;2020M07;268
Total;África;Túnez;Balears, Illes;Pernoctaciones;2020M06;124
Total;África;Túnez;Balears, Illes;Pernoctaciones;2020M05;.
Total;África;Túnez;Balears, Illes;Pernoctaciones;2020M04;.
Total;África;Túnez;Balears, Illes;Pernoctaciones;2020M03;222
Total;África;Túnez;Balears, Illes;Pernoctaciones;2020M02;197
Total;África;Túnez;Balears, Illes;Pernoctaciones;2020M01;661
Total;África;Túnez;Balears, Illes;Duración media de los viajes;2020M12;.
Total;África;Túnez;Balears, Illes;Duración media de los viajes;2020M11;.
Total;África;Túnez;Balears, Illes;Duración media de los viajes;2020M10;.
Total;África;Túnez;Balears, Illes;Duración media de los viajes;2020M09;.
Total;África;Túnez;Balears, Illes;Duración media de los viajes;2020M08;5,5
Total;África;Túnez;Balears, Illes;Duración media de los viajes;2020M07;5,7
Total;África;Túnez;Balears, Illes;Duración media de los viajes;2020M06;2,7
Total;África;Túnez;Balears, Illes;Duración media de los viajes;2020M05;.
Total;África;Túnez;Balears, Illes;Duración media de los viajes;2020M04;.
Total;África;Túnez;Balears, Illes;Duración media de los viajes;2020M03;3,7
Total;África;Túnez;Balears, Illes;Duración media de los viajes;2020M02;2,9
Total;África;Túnez;Balears, Illes;Duración media de los viajes;2020M01;5,9
Total;África;Túnez;Canarias;Turistas;2020M12;48
Total;África;Túnez;Canarias;Turistas;2020M11;.
Total;África;Túnez;Canarias;Turistas;2020M10;.
Total;África;Túnez;Canarias;Turistas;2020M09;.
Total;África;Túnez;Canarias;Turistas;2020M08;.
Total;África;Túnez;Canarias;Turistas;2020M07;.
Total;África;Túnez;Canarias;Turistas;2020M06;.
Total;África;Túnez;Canarias;Turistas;2020M05;.
Total;África;Túnez;Canarias;Turistas;2020M04;58
Total;África;Túnez;Canarias;Turistas;2020M03;36
Total;África;Túnez;Canarias;Turistas;2020M02;44
Total;África;Túnez;Canarias;Turistas;2020M01;72
Total;África;Túnez;Canarias;Pernoctaciones;2020M12;598
Total;África;Túnez;Canarias;Pernoctaciones;2020M11;.
Total;África;Túnez;Canarias;Pernoctaciones;2020M10;.
Total;África;Túnez;Canarias;Pernoctaciones;2020M09;.
Total;África;Túnez;Canarias;Pernoctaciones;2020M08;.
Total;África;Túnez;Canarias;Pernoctaciones;2020M07;.
Total;África;Túnez;Canarias;Pernoctaciones;2020M06;.
Total;África;Túnez;Canarias;Pernoctaciones;2020M05;.
Total;África;Túnez;Canarias;Pernoctaciones;2020M04;547
Total;África;Túnez;Canarias;Pernoctaciones;2020M03;252
Total;África;Túnez;Canarias;Pernoctaciones;2020M02;555
