Comunidades y Ciudades Autónomas de destino;País de residencia;Periodo;Total
Canarias;Otros Países Europeos;2022T1;123.230.610,9
Canarias;Otros Países Europeos;2021T4;90.208.756,75
Canarias;Otros Países Europeos;2021T3;47.923.524,55
Canarias;Otros Países Europeos;2021T2;26.110.372,65
Canarias;Otros Países Europeos;2021T1;18.720.699,08
Canarias;Otros Países Europeos;2020T4;13.535.522,4
Canarias;Otros Países Europeos;2020T3;9.940.466,04
Canarias;Otros Países Europeos;2020T2;.
Canarias;Otros Países Europeos;2020T1;59.150.096,3
Canarias;Otros Países Europeos;2019T4;72.478.483,46
Canarias;Otros Países Europeos;2019T3;51.626.821,71
Canarias;Otros Países Europeos;2019T2;52.061.567,55
Canarias;Otros Países Europeos;2019T1;79.314.969,29
Canarias;Otros Países Europeos;2018T4;79.646.225,01
Canarias;Otros Países Europeos;2018T3;56.028.283,85
Canarias;Otros Países Europeos;2018T2;54.096.313,32
Canarias;Otros Países Europeos;2018T1;73.543.172,08
Canarias;Argentina;2023T2;1.110.935,2
Canarias;Argentina;2023T1;1.020.224,25
Canarias;Argentina;2022T4;1.125.386,1
Canarias;Argentina;2022T3;1.491.941,88
Canarias;Argentina;2022T2;1.194.339,15
Canarias;Argentina;2022T1;862.724,39
Canarias;Argentina;2021T4;673.038,61
Canarias;Argentina;2021T3;510.934,06
Canarias;Argentina;2021T2;212.922,74
Canarias;Argentina;2021T1;122.959,35
Canarias;Argentina;2020T4;232.853,09
Canarias;Argentina;2020T3;398.992,54
Canarias;Argentina;2020T2;.
Canarias;Argentina;2020T1;524.985,88
Canarias;Argentina;2019T4;1.412.514,25
Canarias;Argentina;2019T3;1.830.986,87
Canarias;Argentina;2019T2;1.808.431,69
Canarias;Argentina;2019T1;1.807.213,93
Canarias;Argentina;2018T4;1.773.504,7
Canarias;Argentina;2018T3;2.192.774,62
Canarias;Argentina;2018T2;2.654.317,25
Canarias;Argentina;2018T1;2.970.674,3
Canarias;Brasil;2023T2;1.724.503,46
Canarias;Brasil;2023T1;835.720,86
Canarias;Brasil;2022T4;917.741,34
Canarias;Brasil;2022T3;952.310,23
Canarias;Brasil;2022T2;1.079.199,6
Canarias;Brasil;2022T1;585.632,46
Canarias;Brasil;2021T4;276.813,34
Canarias;Brasil;2021T3;214.140,67
Canarias;Brasil;2021T2;79.041,18
Canarias;Brasil;2021T1;54.156,48
Canarias;Brasil;2020T4;106.417,92
Canarias;Brasil;2020T3;140.927,81
Canarias;Brasil;2020T2;.
Canarias;Brasil;2020T1;429.932,5
Canarias;Brasil;2019T4;1.084.712,48
Canarias;Brasil;2019T3;828.464,77
Canarias;Brasil;2019T2;1.136.728,56
Canarias;Brasil;2019T1;988.787,1
Canarias;Brasil;2018T4;1.366.385,29
Canarias;Brasil;2018T3;612.644,96
Canarias;Brasil;2018T2;839.394,88
Canarias;Brasil;2018T1;1.154.310,98
Canarias;Canadá;2023T2;3.471.959,35
Canarias;Canadá;2023T1;6.293.072,98
Canarias;Canadá;2022T4;4.488.420,44
Canarias;Canadá;2022T3;2.994.261,82
Canarias;Canadá;2022T2;2.876.659,95
Canarias;Canadá;2022T1;3.963.128,57
Canarias;Canadá;2021T4;2.491.919,55
Canarias;Canadá;2021T3;926.986,57
Canarias;Canadá;2021T2;420.536,48
Canarias;Canadá;2021T1;337.010,69
Canarias;Canadá;2020T4;574.154,97
Canarias;Canadá;2020T3;379.932,74
Canarias;Canadá;2020T2;.
Canarias;Canadá;2020T1;3.214.421,4
Canarias;Canadá;2019T4;2.964.420,37
Canarias;Canadá;2019T3;2.284.248,27
Canarias;Canadá;2019T2;2.279.987,29
Canarias;Canadá;2019T1;3.957.801,79
Canarias;Canadá;2018T4;3.383.615,35
Canarias;Canadá;2018T3;1.906.155,94
Canarias;Canadá;2018T2;1.998.464,65
Canarias;Canadá;2018T1;3.271.197,26
Canarias;Chile;2023T2;1.404.969,33
Canarias;Chile;2023T1;1.306.125,06
Canarias;Chile;2022T4;1.001.491,74
Canarias;Chile;2022T3;1.271.324,21
Canarias;Chile;2022T2;1.058.590,25
Canarias;Chile;2022T1;1.172.253,75
Canarias;Chile;2021T4;951.739,6
Canarias;Chile;2021T3;876.176,58
Canarias;Chile;2021T2;307.392,04
Canarias;Chile;2021T1;168.261,05
Canarias;Chile;2020T4;241.269,96
Canarias;Chile;2020T3;308.608,46
Canarias;Chile;2020T2;.
Canarias;Chile;2020T1;492.324,04
Canarias;Chile;2019T4;687.057,77
Canarias;Chile;2019T3;908.055,81
Canarias;Chile;2019T2;630.846,78
Canarias;Chile;2019T1;596.075,13
Canarias;Chile;2018T4;592.737,7
Canarias;Chile;2018T3;676.355,21
Canarias;Chile;2018T2;658.661,04
Canarias;Chile;2018T1;493.565,85
Canarias;Colombia;2023T2;1.515.504,54
Canarias;Colombia;2023T1;1.272.675,06
Canarias;Colombia;2022T4;1.359.415,64
Canarias;Colombia;2022T3;1.244.735,97
Canarias;Colombia;2022T2;1.132.065,27
Canarias;Colombia;2022T1;879.085,49
Canarias;Colombia;2021T4;749.767,91
Canarias;Colombia;2021T3;462.729,13
Canarias;Colombia;2021T2;172.819,46
Canarias;Colombia;2021T1;108.081,63
Canarias;Colombia;2020T4;182.968,02
Canarias;Colombia;2020T3;199.392,88
Canarias;Colombia;2020T2;.
Canarias;Colombia;2020T1;427.236,76
Canarias;Colombia;2019T4;747.358,45
Canarias;Colombia;2019T3;748.987,17
Canarias;Colombia;2019T2;705.553,67
Canarias;Colombia;2019T1;655.463,5
Canarias;Colombia;2018T4;953.053,82
Canarias;Colombia;2018T3;819.875,15
Canarias;Colombia;2018T2;646.181,9
Canarias;Colombia;2018T1;699.522,29
Canarias;Estados Unidos de América;2023T2;29.882.416,99
Canarias;Estados Unidos de América;2023T1;31.808.541,29
Canarias;Estados Unidos de América;2022T4;31.074.133,3
Canarias;Estados Unidos de América;2022T3;25.732.305,42
Canarias;Estados Unidos de América;2022T2;24.421.536,53
Canarias;Estados Unidos de América;2022T1;22.661.306,99
Canarias;Estados Unidos de América;2021T4;18.703.043,4
Canarias;Estados Unidos de América;2021T3;15.703.155,19
Canarias;Estados Unidos de América;2021T2;6.071.073,05
Canarias;Estados Unidos de América;2021T1;3.769.010,49
Canarias;Estados Unidos de América;2020T4;5.870.747,52
Canarias;Estados Unidos de América;2020T3;6.384.958,92
Canarias;Estados Unidos de América;2020T2;.
Canarias;Estados Unidos de América;2020T1;16.628.534,01
Canarias;Estados Unidos de América;2019T4;27.553.120,23
Canarias;Estados Unidos de América;2019T3;25.378.381,46
Canarias;Estados Unidos de América;2019T2;22.929.863
Canarias;Estados Unidos de América;2019T1;26.665.561,08
Canarias;Estados Unidos de América;2018T4;37.444.780,75
Canarias;Estados Unidos de América;2018T3;30.276.032,57
Canarias;Estados Unidos de América;2018T2;26.629.930,83
Canarias;Estados Unidos de América;2018T1;28.371.600,83
Canarias;México;2023T2;1.578.820,72
Canarias;México;2023T1;1.335.374,76
Canarias;México;2022T4;1.392.204,11
Canarias;México;2022T3;1.206.848,15
Canarias;México;2022T2;1.028.880,85
Canarias;México;2022T1;943.084,67
Canarias;México;2021T4;761.261,94
Canarias;México;2021T3;765.805,11
Canarias;México;2021T2;350.557
Canarias;México;2021T1;187.624,65
Canarias;México;2020T4;311.005,16
Canarias;México;2020T3;364.854,95
Canarias;México;2020T2;.
Canarias;México;2020T1;741.549,85
Canarias;México;2019T4;1.154.041,68
Canarias;México;2019T3;1.242.187,88
Canarias;México;2019T2;1.211.796,27
Canarias;México;2019T1;992.759,72
Canarias;México;2018T4;1.232.461,82
Canarias;México;2018T3;1.191.429,95
Canarias;México;2018T2;1.154.099,82
Canarias;México;2018T1;1.037.740,16
Canarias;Resto de América;2023T2;4.464.817,56
Canarias;Resto de América;2023T1;4.018.353,89
Canarias;Resto de América;2022T4;4.074.840,63
Canarias;Resto de América;2022T3;3.746.208,48
Canarias;Resto de América;2022T2;3.616.944,01
Canarias;Resto de América;2022T1;3.189.753,5
Canarias;Resto de América;2021T4;2.869.529,47
Canarias;Resto de América;2021T3;2.575.711,87
Canarias;Resto de América;2021T2;995.061,39
Canarias;Resto de América;2021T1;729.008,96
Canarias;Resto de América;2020T4;1.132.273,71
Canarias;Resto de América;2020T3;1.414.497,43
Canarias;Resto de América;2020T2;.
Canarias;Resto de América;2020T1;2.936.680,03
Canarias;Resto de América;2019T4;3.832.536,11
Canarias;Resto de América;2019T3;3.894.856,55
Canarias;Resto de América;2019T2;3.348.164,2
Canarias;Resto de América;2019T1;3.115.946,26
Canarias;Resto de América;2018T4;3.639.547,79
Canarias;Resto de América;2018T3;3.549.775,45
Canarias;Resto de América;2018T2;3.210.801,8
Canarias;Resto de América;2018T1;3.130.267,48
Canarias;Australia;2023T2;1.458.029,29
Canarias;Australia;2023T1;1.265.589,96
Canarias;Australia;2022T4;1.609.311,73
Canarias;Australia;2022T3;1.592.232,37
Canarias;Australia;2022T2;1.232.412,37
Canarias;Australia;2022T1;1.000.276,3
Canarias;Australia;2021T4;731.827,82
Canarias;Australia;2021T3;312.323,14
Canarias;Australia;2021T2;165.423,81
Canarias;Australia;2021T1;118.908,32
Canarias;Australia;2020T4;241.480,73
Canarias;Australia;2020T3;136.093,35
Canarias;Australia;2020T2;.
Canarias;Australia;2020T1;664.324,3
Canarias;Australia;2019T4;1.336.948,2
Canarias;Australia;2019T3;1.528.145,35
Canarias;Australia;2019T2;1.125.954,96
Canarias;Australia;2019T1;1.002.935,31
Canarias;Australia;2018T4;1.707.840,77
Canarias;Australia;2018T3;1.668.630,72
Canarias;Australia;2018T2;1.243.721,21
Canarias;Australia;2018T1;1.152.315,84
Canarias;China;2023T2;1.348.982,78
Canarias;China;2023T1;1.395.211,11
Canarias;China;2022T4;1.340.807,02
Canarias;China;2022T3;736.250,71
Canarias;China;2022T2;899.819,84
Canarias;China;2022T1;925.176,04
Canarias;China;2021T4;777.331,95
Canarias;China;2021T3;322.545,93
Canarias;China;2021T2;225.500,51
Canarias;China;2021T1;142.961,57
Canarias;China;2020T4;170.061,54
Canarias;China;2020T3;337.763,42
Canarias;China;2020T2;.
Canarias;China;2020T1;753.075,28
Canarias;China;2019T4;1.387.065,21
Canarias;China;2019T3;1.292.822,73
Canarias;China;2019T2;1.670.390,17
Canarias;China;2019T1;1.361.526,99
Canarias;China;2018T4;1.514.193,97
Canarias;China;2018T3;921.477,7
Canarias;China;2018T2;1.287.147,73
Canarias;China;2018T1;1.525.654,15
Canarias;Corea;2023T2;.
Canarias;Corea;2023T1;497.475,27
Canarias;Corea;2022T4;.
Canarias;Corea;2022T3;.
Canarias;Corea;2022T2;.
Canarias;Corea;2022T1;250.532,37
Canarias;Corea;2021T4;201.304,9
Canarias;Corea;2021T3;134.973,33
Canarias;Corea;2021T2;54.598,1
Canarias;Corea;2021T1;46.606,2
Canarias;Corea;2020T4;57.167,93
Canarias;Corea;2020T3;61.571,36
Canarias;Corea;2020T2;.
Canarias;Corea;2020T1;330.372,09
Canarias;Corea;2019T4;646.898,26
Canarias;Corea;2019T3;498.020,74
Canarias;Corea;2019T2;632.480,77
Canarias;Corea;2019T1;720.437,49
Canarias;Corea;2018T4;911.039,42
Canarias;Corea;2018T3;529.946,32
Canarias;Corea;2018T2;608.183,87
Canarias;Corea;2018T1;614.600,76
Canarias;Emiratos Árabes Unidos;2023T2;1.163.160,92
Canarias;Emiratos Árabes Unidos;2023T1;991.436,15
Canarias;Emiratos Árabes Unidos;2022T4;1.035.956,68
Canarias;Emiratos Árabes Unidos;2022T3;1.392.744,19
Canarias;Emiratos Árabes Unidos;2022T2;851.095,8
Canarias;Emiratos Árabes Unidos;2022T1;646.162,46
Canarias;Emiratos Árabes Unidos;2021T4;617.520,97
Canarias;Emiratos Árabes Unidos;2021T3;1.036.858,88
Canarias;Emiratos Árabes Unidos;2021T2;245.976,54
Canarias;Emiratos Árabes Unidos;2021T1;147.174,52
Canarias;Emiratos Árabes Unidos;2020T4;284.995,86
Canarias;Emiratos Árabes Unidos;2020T3;354.037,84
Canarias;Emiratos Árabes Unidos;2020T2;.
Canarias;Emiratos Árabes Unidos;2020T1;611.676,99
Canarias;Emiratos Árabes Unidos;2019T4;741.680,36
Canarias;Emiratos Árabes Unidos;2019T3;1.385.791,44
Canarias;Emiratos Árabes Unidos;2019T2;987.299,21
Canarias;Emiratos Árabes Unidos;2019T1;885.147,4
Canarias;Emiratos Árabes Unidos;2018T4;773.314,56
Canarias;Emiratos Árabes Unidos;2018T3;1.387.038,69
Canarias;Emiratos Árabes Unidos;2018T2;726.983,37
Canarias;Emiratos Árabes Unidos;2018T1;811.713,08
Canarias;Japón;2023T2;322.200,27
Canarias;Japón;2023T1;.
Canarias;Japón;2022T4;388.292,61
Canarias;Japón;2022T3;357.368,15
Canarias;Japón;2022T2;233.409,65
Canarias;Japón;2022T1;217.469,97
Canarias;Japón;2021T4;247.724,8
Canarias;Japón;2021T3;150.029,3
Canarias;Japón;2021T2;55.042,35
Canarias;Japón;2021T1;50.318,3
Canarias;Japón;2020T4;72.440,98
Canarias;Japón;2020T3;59.725,2
Canarias;Japón;2020T2;.
Canarias;Japón;2020T1;372.657,59
Canarias;Japón;2019T4;538.703,54
Canarias;Japón;2019T3;585.412,4
Canarias;Japón;2019T2;406.251,65
Canarias;Japón;2019T1;583.676,1
Canarias;Japón;2018T4;583.760,89
Canarias;Japón;2018T3;497.586,7
Canarias;Japón;2018T2;407.029,11
Canarias;Japón;2018T1;457.398,34
Canarias;Turquía;2023T2;656.487,93
Canarias;Turquía;2023T1;789.519,66
Canarias;Turquía;2022T4;742.166,07
Canarias;Turquía;2022T3;278.536,51
Canarias;Turquía;2022T2;280.408,92
Canarias;Turquía;2022T1;222.424,15
Canarias;Turquía;2021T4;141.132,46
Canarias;Turquía;2021T3;181.052,69
Canarias;Turquía;2021T2;86.183,82
Canarias;Turquía;2021T1;53.486,35
Canarias;Turquía;2020T4;73.544,06
Canarias;Turquía;2020T3;114.019,65
Canarias;Turquía;2020T2;.
Canarias;Turquía;2020T1;206.335,64
Canarias;Turquía;2019T4;359.754,8
Canarias;Turquía;2019T3;238.513,44
Canarias;Turquía;2019T2;334.282,6
Canarias;Turquía;2019T1;436.537,03
Canarias;Turquía;2018T4;429.307,92
Canarias;Turquía;2018T3;411.803,96
Canarias;Turquía;2018T2;317.051,08
Canarias;Turquía;2018T1;324.232,43
Canarias;Resto del mundo;2023T2;11.302.539,98
Canarias;Resto del mundo;2023T1;12.031.942,65
Canarias;Resto del mundo;2022T4;11.566.740,27
Canarias;Resto del mundo;2022T3;12.783.961,63
Canarias;Resto del mundo;2022T2;8.589.278,64
Canarias;Resto del mundo;2022T1;8.098.358,95
Canarias;Resto del mundo;2021T4;6.839.721,28
Canarias;Resto del mundo;2021T3;6.333.540,51
Canarias;Resto del mundo;2021T2;2.151.544,56
Canarias;Resto del mundo;2021T1;1.377.156,2
Canarias;Resto del mundo;2020T4;2.059.050,09
Canarias;Resto del mundo;2020T3;2.307.095,55
Canarias;Resto del mundo;2020T2;.
Canarias;Resto del mundo;2020T1;7.285.264,4
Canarias;Resto del mundo;2019T4;11.481.554,63
Canarias;Resto del mundo;2019T3;15.203.972,27
Canarias;Resto del mundo;2019T2;9.314.873,54
Canarias;Resto del mundo;2019T1;9.978.554,37
Canarias;Resto del mundo;2018T4;10.825.710,23
Canarias;Resto del mundo;2018T3;15.051.138,28
Canarias;Resto del mundo;2018T2;9.577.809,19
Canarias;Resto del mundo;2018T1;7.698.544,62
Cantabria;Total;2023T2;84.156.225,14
Cantabria;Total;2023T1;43.140.939,18
Cantabria;Total;2022T4;66.563.347,07
Cantabria;Total;2022T3;114.793.584,69
Cantabria;Total;2022T2;57.474.311,89
Cantabria;Total;2022T1;22.803.740,39
Cantabria;Total;2021T4;38.004.181,14
Cantabria;Total;2021T3;57.565.209,99
Cantabria;Total;2021T2;21.859.297,21
Cantabria;Total;2021T1;6.693.826,69
Cantabria;Total;2020T4;11.371.183,93
Cantabria;Total;2020T3;36.138.141,76
Cantabria;Total;2020T2;.
Cantabria;Total;2020T1;15.834.759,96
Cantabria;Total;2019T4;38.080.608,07
Cantabria;Total;2019T3;121.075.911,92
Cantabria;Total;2019T2;45.631.224,6
Cantabria;Total;2019T1;21.279.142,88
Cantabria;Total;2018T4;36.768.357
Cantabria;Total;2018T3;90.345.016,62
Cantabria;Total;2018T2;52.302.936,11
Cantabria;Total;2018T1;21.873.012,75
Cantabria;Alemania;2023T2;8.620.793,51
Cantabria;Alemania;2023T1;2.742.410,31
Cantabria;Alemania;2022T4;5.183.920,82
Cantabria;Alemania;2022T3;12.976.431,26
Cantabria;Alemania;2022T2;6.165.234,83
Cantabria;Alemania;2022T1;1.598.181,93
Cantabria;Alemania;2021T4;3.095.947,01
Cantabria;Alemania;2021T3;6.695.001,61
Cantabria;Alemania;2021T2;2.141.294,81
Cantabria;Alemania;2021T1;402.256,82
Cantabria;Alemania;2020T4;627.771,94
Cantabria;Alemania;2020T3;3.775.198,31
Cantabria;Alemania;2020T2;.
Cantabria;Alemania;2020T1;963.261,65
Cantabria;Alemania;2019T4;3.285.697,55
Cantabria;Alemania;2019T3;13.420.902,62
Cantabria;Alemania;2019T2;4.654.863,3
Cantabria;Alemania;2019T1;1.460.377,48
Cantabria;Alemania;2018T4;3.164.417,99
Cantabria;Alemania;2018T3;10.573.393,14
Cantabria;Alemania;2018T2;5.254.592,08
Cantabria;Alemania;2018T1;1.555.382,35
Cantabria;Andorra;2023T2;247.688,7
Cantabria;Andorra;2023T1;139.873,78
Cantabria;Andorra;2022T4;203.509,51
Cantabria;Andorra;2022T3;434.669,65
Cantabria;Andorra;2022T2;261.457,33
Cantabria;Andorra;2022T1;61.394,47
Cantabria;Andorra;2021T4;142.640,45
Cantabria;Andorra;2021T3;327.334,81
Cantabria;Andorra;2021T2;136.043,79
Cantabria;Andorra;2021T1;21.172,31
Cantabria;Andorra;2020T4;57.950,52
Cantabria;Andorra;2020T3;354.263,61
Cantabria;Andorra;2020T2;.
Cantabria;Andorra;2020T1;45.966,59
Cantabria;Andorra;2019T4;181.367,77
Cantabria;Andorra;2019T3;455.832,31
Cantabria;Andorra;2019T2;167.931,3
Cantabria;Andorra;2019T1;59.335,63
Cantabria;Andorra;2018T4;234.382,4
Cantabria;Andorra;2018T3;375.286,04
Cantabria;Andorra;2018T2;231.331,33
Cantabria;Andorra;2018T1;80.281,37
Cantabria;Austria;2023T2;808.018,02
Cantabria;Austria;2023T1;367.620,57
Cantabria;Austria;2022T4;482.953,01
Cantabria;Austria;2022T3;1.197.113,69
Cantabria;Austria;2022T2;615.940,03
Cantabria;Austria;2022T1;195.963,16
Cantabria;Austria;2021T4;326.473,6
Cantabria;Austria;2021T3;661.021,46
Cantabria;Austria;2021T2;201.684,71
Cantabria;Austria;2021T1;48.530,77
Cantabria;Austria;2020T4;74.091,23
Cantabria;Austria;2020T3;275.777,3
Cantabria;Austria;2020T2;.
Cantabria;Austria;2020T1;113.022,98
Cantabria;Austria;2019T4;224.610,62
Cantabria;Austria;2019T3;1.217.300,83
Cantabria;Austria;2019T2;355.997,45
Cantabria;Austria;2019T1;115.866,88
Cantabria;Austria;2018T4;210.459,03
Cantabria;Austria;2018T3;914.557,85
Cantabria;Austria;2018T2;428.173,99
Cantabria;Austria;2018T1;97.236,68
Cantabria;Bélgica;2023T2;2.753.787,83
Cantabria;Bélgica;2023T1;1.277.453,7
Cantabria;Bélgica;2022T4;1.952.231,29
Cantabria;Bélgica;2022T3;5.602.428,19
Cantabria;Bélgica;2022T2;2.004.445,48
Cantabria;Bélgica;2022T1;728.830,67
Cantabria;Bélgica;2021T4;1.408.287,14
Cantabria;Bélgica;2021T3;3.406.919,42
Cantabria;Bélgica;2021T2;779.165,19
Cantabria;Bélgica;2021T1;163.360,82
Cantabria;Bélgica;2020T4;380.354,52
Cantabria;Bélgica;2020T3;2.081.706,36
Cantabria;Bélgica;2020T2;.
Cantabria;Bélgica;2020T1;447.909,16
Cantabria;Bélgica;2019T4;1.130.006,99
Cantabria;Bélgica;2019T3;5.471.928,17
Cantabria;Bélgica;2019T2;1.533.732,65
Cantabria;Bélgica;2019T1;700.358,29
Cantabria;Bélgica;2018T4;1.293.806,89
Cantabria;Bélgica;2018T3;4.184.430,67
Cantabria;Bélgica;2018T2;1.911.899,53
Cantabria;Bélgica;2018T1;801.062,34
Cantabria;Dinamarca;2023T2;373.530,59
Cantabria;Dinamarca;2023T1;163.479,74
Cantabria;Dinamarca;2022T4;263.112,44
Cantabria;Dinamarca;2022T3;822.109,85
Cantabria;Dinamarca;2022T2;321.952,55
Cantabria;Dinamarca;2022T1;86.757,88
Cantabria;Dinamarca;2021T4;176.071,72
Cantabria;Dinamarca;2021T3;323.354,76
Cantabria;Dinamarca;2021T2;101.184,12
Cantabria;Dinamarca;2021T1;23.753,31
Cantabria;Dinamarca;2020T4;35.970,08
Cantabria;Dinamarca;2020T3;133.608,05
Cantabria;Dinamarca;2020T2;.
Cantabria;Dinamarca;2020T1;71.081,12
Cantabria;Dinamarca;2019T4;185.879,66
Cantabria;Dinamarca;2019T3;757.368,15
Cantabria;Dinamarca;2019T2;229.797,06
Cantabria;Dinamarca;2019T1;91.312,6
Cantabria;Dinamarca;2018T4;194.832,01
Cantabria;Dinamarca;2018T3;629.509,97
Cantabria;Dinamarca;2018T2;268.010,08
Cantabria;Dinamarca;2018T1;103.187,4
Cantabria;Finlandia;2023T2;194.332,72
Cantabria;Finlandia;2023T1;82.720,93
Cantabria;Finlandia;2022T4;177.250,09
Cantabria;Finlandia;2022T3;423.717,2
Cantabria;Finlandia;2022T2;321.137,74
Cantabria;Finlandia;2022T1;70.578,4
Cantabria;Finlandia;2021T4;143.705,64
Cantabria;Finlandia;2021T3;116.990,37
Cantabria;Finlandia;2021T2;73.197,08
Cantabria;Finlandia;2021T1;8.309,31
Cantabria;Finlandia;2020T4;15.221,5
Cantabria;Finlandia;2020T3;52.579,48
Cantabria;Finlandia;2020T2;.
Cantabria;Finlandia;2020T1;47.032,7
Cantabria;Finlandia;2019T4;153.574,54
Cantabria;Finlandia;2019T3;246.684,47
Cantabria;Finlandia;2019T2;172.758,58
Cantabria;Finlandia;2019T1;58.937,51
Cantabria;Finlandia;2018T4;104.507,62
Cantabria;Finlandia;2018T3;219.510,23
Cantabria;Finlandia;2018T2;174.682,75
Cantabria;Finlandia;2018T1;40.217,93
Cantabria;Francia;2023T2;14.179.823,04
Cantabria;Francia;2023T1;8.015.349,15
Cantabria;Francia;2022T4;11.877.167,52
Cantabria;Francia;2022T3;24.447.657,13
Cantabria;Francia;2022T2;9.866.589,47
Cantabria;Francia;2022T1;4.684.123,39
Cantabria;Francia;2021T4;7.094.578,25
Cantabria;Francia;2021T3;12.484.956,57
Cantabria;Francia;2021T2;4.410.722,79
Cantabria;Francia;2021T1;1.218.506,93
Cantabria;Francia;2020T4;2.469.207,94
Cantabria;Francia;2020T3;9.842.864,75
Cantabria;Francia;2020T2;.
Cantabria;Francia;2020T1;3.091.101,79
Cantabria;Francia;2019T4;7.087.338,51
Cantabria;Francia;2019T3;26.627.304,22
Cantabria;Francia;2019T2;8.319.895,03
Cantabria;Francia;2019T1;4.227.200,87
Cantabria;Francia;2018T4;6.486.977,34
Cantabria;Francia;2018T3;18.804.369,59
Cantabria;Francia;2018T2;8.996.313,99
Cantabria;Francia;2018T1;4.107.870,79
Cantabria;Irlanda;2023T2;4.116.528,5
Cantabria;Irlanda;2023T1;2.077.348,45
Cantabria;Irlanda;2022T4;2.939.923,41
Cantabria;Irlanda;2022T3;2.796.410,78
Cantabria;Irlanda;2022T2;2.149.663,53
Cantabria;Irlanda;2022T1;865.014,13
Cantabria;Irlanda;2021T4;1.362.382,71
Cantabria;Irlanda;2021T3;1.289.668,55
Cantabria;Irlanda;2021T2;647.920,69
Cantabria;Irlanda;2021T1;236.200,28
Cantabria;Irlanda;2020T4;338.207,97
Cantabria;Irlanda;2020T3;637.247,06
Cantabria;Irlanda;2020T2;.
Cantabria;Irlanda;2020T1;653.352,72
Cantabria;Irlanda;2019T4;1.406.989,58
Cantabria;Irlanda;2019T3;3.479.148,17
Cantabria;Irlanda;2019T2;1.808.479,42
Cantabria;Irlanda;2019T1;646.832,04
Cantabria;Irlanda;2018T4;920.576,71
Cantabria;Irlanda;2018T3;2.581.990,28
Cantabria;Irlanda;2018T2;2.149.933,67
Cantabria;Irlanda;2018T1;355.908,59
Cantabria;Italia;2023T2;3.717.016,59
Cantabria;Italia;2023T1;1.795.087,51
Cantabria;Italia;2022T4;2.840.177,79
Cantabria;Italia;2022T3;5.881.080,23
Cantabria;Italia;2022T2;2.358.944,51
Cantabria;Italia;2022T1;835.514,68
Cantabria;Italia;2021T4;1.455.494,82
Cantabria;Italia;2021T3;2.444.302,99
Cantabria;Italia;2021T2;787.212,32
Cantabria;Italia;2021T1;219.745,42
Cantabria;Italia;2020T4;333.846,32
Cantabria;Italia;2020T3;1.284.224,82
Cantabria;Italia;2020T2;.
Cantabria;Italia;2020T1;698.100,33
Cantabria;Italia;2019T4;1.506.470,93
Cantabria;Italia;2019T3;6.469.160,81
Cantabria;Italia;2019T2;1.800.527,52
Cantabria;Italia;2019T1;820.258,27
Cantabria;Italia;2018T4;1.341.315,12
Cantabria;Italia;2018T3;4.638.915,96
Cantabria;Italia;2018T2;2.037.461,49
Cantabria;Italia;2018T1;1.324.309,86
Cantabria;Noruega;2023T2;256.554,8
Cantabria;Noruega;2023T1;163.103,8
Cantabria;Noruega;2022T4;278.709,32
Cantabria;Noruega;2022T3;564.735,41
Cantabria;Noruega;2022T2;235.427,53
Cantabria;Noruega;2022T1;81.092,55
Cantabria;Noruega;2021T4;154.438,92
Cantabria;Noruega;2021T3;118.761,63
Cantabria;Noruega;2021T2;59.673,49
Cantabria;Noruega;2021T1;13.894,51
Cantabria;Noruega;2020T4;29.907,35
Cantabria;Noruega;2020T3;66.450,89
Cantabria;Noruega;2020T2;.
Cantabria;Noruega;2020T1;58.985,35
Cantabria;Noruega;2019T4;187.740,19
Cantabria;Noruega;2019T3;693.334,29
Cantabria;Noruega;2019T2;249.372,67
Cantabria;Noruega;2019T1;99.388,93
Cantabria;Noruega;2018T4;242.881,44
Cantabria;Noruega;2018T3;472.620,87
Cantabria;Noruega;2018T2;253.468,05
Cantabria;Noruega;2018T1;118.039,86
Cantabria;Países Bajos;2023T2;5.714.072,56
Cantabria;Países Bajos;2023T1;1.464.245,38
Cantabria;Países Bajos;2022T4;2.569.758,53
Cantabria;Países Bajos;2022T3;9.423.496,69
Cantabria;Países Bajos;2022T2;3.447.976,34
Cantabria;Países Bajos;2022T1;844.541,86
Cantabria;Países Bajos;2021T4;1.576.751,99
Cantabria;Países Bajos;2021T3;4.367.935,63
Cantabria;Países Bajos;2021T2;989.234,6
Cantabria;Países Bajos;2021T1;160.428,07
Cantabria;Países Bajos;2020T4;313.768,13
Cantabria;Países Bajos;2020T3;2.375.096,19
Cantabria;Países Bajos;2020T2;.
Cantabria;Países Bajos;2020T1;420.750,01
Cantabria;Países Bajos;2019T4;1.233.887,81
Cantabria;Países Bajos;2019T3;9.288.898,61
Cantabria;Países Bajos;2019T2;2.293.940,43
Cantabria;Países Bajos;2019T1;640.996,03
Cantabria;Países Bajos;2018T4;1.228.271,76
Cantabria;Países Bajos;2018T3;5.634.405,11
Cantabria;Países Bajos;2018T2;2.546.144,8
Cantabria;Países Bajos;2018T1;639.027,73
Cantabria;Polonia;2023T2;1.052.053,53
Cantabria;Polonia;2023T1;617.598,51
Cantabria;Polonia;2022T4;866.315,13
Cantabria;Polonia;2022T3;1.029.250,52
Cantabria;Polonia;2022T2;1.127.388,45
Cantabria;Polonia;2022T1;625.162,65
