Comunidades y Ciudades Autónomas de destino;País de residencia;Periodo;Total
Cataluña;México;2018T2;27.489.308,12
Cataluña;México;2018T1;19.473.677,97
Cataluña;Resto de América;2023T2;57.855.526,82
Cataluña;Resto de América;2023T1;42.905.391,02
Cataluña;Resto de América;2022T4;52.139.771,31
Cataluña;Resto de América;2022T3;55.868.709,94
Cataluña;Resto de América;2022T2;46.614.691,39
Cataluña;Resto de América;2022T1;26.549.979,05
Cataluña;Resto de América;2021T4;29.427.074,51
Cataluña;Resto de América;2021T3;22.032.007,43
Cataluña;Resto de América;2021T2;9.117.015,55
Cataluña;Resto de América;2021T1;4.855.734,1
Cataluña;Resto de América;2020T4;6.528.965,59
Cataluña;Resto de América;2020T3;10.723.373,77
Cataluña;Resto de América;2020T2;.
Cataluña;Resto de América;2020T1;29.972.551,55
Cataluña;Resto de América;2019T4;45.788.585,62
Cataluña;Resto de América;2019T3;54.084.974,02
Cataluña;Resto de América;2019T2;51.916.759,82
Cataluña;Resto de América;2019T1;35.384.649,25
Cataluña;Resto de América;2018T4;42.684.200,12
Cataluña;Resto de América;2018T3;49.962.272,12
Cataluña;Resto de América;2018T2;49.492.741,54
Cataluña;Resto de América;2018T1;36.330.267,88
Cataluña;Australia;2023T2;30.764.731,78
Cataluña;Australia;2023T1;8.606.979,83
Cataluña;Australia;2022T4;13.775.450,73
Cataluña;Australia;2022T3;30.984.242,54
Cataluña;Australia;2022T2;13.453.807,93
Cataluña;Australia;2022T1;2.581.610,51
Cataluña;Australia;2021T4;2.170.415,83
Cataluña;Australia;2021T3;1.397.395,06
Cataluña;Australia;2021T2;560.213,02
Cataluña;Australia;2021T1;242.736,91
Cataluña;Australia;2020T4;397.917,78
Cataluña;Australia;2020T3;672.073,3
Cataluña;Australia;2020T2;.
Cataluña;Australia;2020T1;6.311.441,36
Cataluña;Australia;2019T4;15.865.352,86
Cataluña;Australia;2019T3;46.429.913,1
Cataluña;Australia;2019T2;29.191.421,73
Cataluña;Australia;2019T1;9.274.173,83
Cataluña;Australia;2018T4;16.811.630,66
Cataluña;Australia;2018T3;47.809.782,67
Cataluña;Australia;2018T2;31.620.793,82
Cataluña;Australia;2018T1;10.890.644,39
Cataluña;China;2023T2;24.752.146,02
Cataluña;China;2023T1;25.272.792,74
Cataluña;China;2022T4;14.023.484,25
Cataluña;China;2022T3;14.531.849,79
Cataluña;China;2022T2;10.738.968,95
Cataluña;China;2022T1;9.508.176,92
Cataluña;China;2021T4;7.706.580,89
Cataluña;China;2021T3;5.760.781,26
Cataluña;China;2021T2;2.741.947,8
Cataluña;China;2021T1;1.714.942,46
Cataluña;China;2020T4;1.921.624,53
Cataluña;China;2020T3;3.087.927,74
Cataluña;China;2020T2;.
Cataluña;China;2020T1;41.968.190,21
Cataluña;China;2019T4;75.369.013,2
Cataluña;China;2019T3;90.679.638,9
Cataluña;China;2019T2;95.961.682,81
Cataluña;China;2019T1;89.537.877,85
Cataluña;China;2018T4;82.232.642,51
Cataluña;China;2018T3;96.486.515,38
Cataluña;China;2018T2;104.066.904,92
Cataluña;China;2018T1;89.539.201,66
Cataluña;Corea;2023T2;18.607.048,15
Cataluña;Corea;2023T1;18.597.080,28
Cataluña;Corea;2022T4;14.411.550,69
Cataluña;Corea;2022T3;9.060.445,27
Cataluña;Corea;2022T2;6.193.403,52
Cataluña;Corea;2022T1;2.458.527,66
Cataluña;Corea;2021T4;1.841.456,97
Cataluña;Corea;2021T3;793.085,09
Cataluña;Corea;2021T2;389.703,12
Cataluña;Corea;2021T1;152.816,98
Cataluña;Corea;2020T4;182.058,06
Cataluña;Corea;2020T3;276.147,59
Cataluña;Corea;2020T2;.
Cataluña;Corea;2020T1;15.892.342,22
Cataluña;Corea;2019T4;22.482.484,94
Cataluña;Corea;2019T3;20.862.096,88
Cataluña;Corea;2019T2;20.908.686,22
Cataluña;Corea;2019T1;22.939.069,15
Cataluña;Corea;2018T4;20.337.892,76
Cataluña;Corea;2018T3;18.784.790,01
Cataluña;Corea;2018T2;18.185.427,15
Cataluña;Corea;2018T1;17.319.834,57
Cataluña;Emiratos Árabes Unidos;2023T2;20.129.078,75
Cataluña;Emiratos Árabes Unidos;2023T1;17.181.295,73
Cataluña;Emiratos Árabes Unidos;2022T4;17.512.907,79
Cataluña;Emiratos Árabes Unidos;2022T3;24.381.437,3
Cataluña;Emiratos Árabes Unidos;2022T2;17.139.772,91
Cataluña;Emiratos Árabes Unidos;2022T1;9.691.816,3
Cataluña;Emiratos Árabes Unidos;2021T4;11.241.396,17
Cataluña;Emiratos Árabes Unidos;2021T3;12.284.485,47
Cataluña;Emiratos Árabes Unidos;2021T2;2.768.452,51
Cataluña;Emiratos Árabes Unidos;2021T1;1.020.619,39
Cataluña;Emiratos Árabes Unidos;2020T4;1.090.182,65
Cataluña;Emiratos Árabes Unidos;2020T3;1.814.104,68
Cataluña;Emiratos Árabes Unidos;2020T2;.
Cataluña;Emiratos Árabes Unidos;2020T1;8.735.366,99
Cataluña;Emiratos Árabes Unidos;2019T4;14.997.794,81
Cataluña;Emiratos Árabes Unidos;2019T3;26.755.340,59
Cataluña;Emiratos Árabes Unidos;2019T2;22.206.995,95
Cataluña;Emiratos Árabes Unidos;2019T1;15.308.724,35
Cataluña;Emiratos Árabes Unidos;2018T4;17.892.575,74
Cataluña;Emiratos Árabes Unidos;2018T3;27.304.802,74
Cataluña;Emiratos Árabes Unidos;2018T2;17.444.269,25
Cataluña;Emiratos Árabes Unidos;2018T1;13.145.219,01
Cataluña;Japón;2023T2;.
Cataluña;Japón;2023T1;8.086.696,26
Cataluña;Japón;2022T4;.
Cataluña;Japón;2022T3;.
Cataluña;Japón;2022T2;.
Cataluña;Japón;2022T1;1.913.438,85
Cataluña;Japón;2021T4;1.777.029,42
Cataluña;Japón;2021T3;1.287.862,23
Cataluña;Japón;2021T2;574.590,3
Cataluña;Japón;2021T1;329.270,01
Cataluña;Japón;2020T4;514.455,02
Cataluña;Japón;2020T3;776.005,2
Cataluña;Japón;2020T2;.
Cataluña;Japón;2020T1;14.884.329,79
Cataluña;Japón;2019T4;19.872.580,5
Cataluña;Japón;2019T3;25.391.868,25
Cataluña;Japón;2019T2;21.777.869,86
Cataluña;Japón;2019T1;19.286.459,07
Cataluña;Japón;2018T4;16.419.393,63
Cataluña;Japón;2018T3;19.367.213,5
Cataluña;Japón;2018T2;15.572.660,73
Cataluña;Japón;2018T1;15.164.819,68
Cataluña;Turquía;2023T2;16.246.157,04
Cataluña;Turquía;2023T1;.
Cataluña;Turquía;2022T4;9.765.920,84
Cataluña;Turquía;2022T3;7.280.064,02
Cataluña;Turquía;2022T2;7.451.306,85
Cataluña;Turquía;2022T1;3.394.051,21
Cataluña;Turquía;2021T4;3.802.159,73
Cataluña;Turquía;2021T3;2.499.587,41
Cataluña;Turquía;2021T2;1.319.689,61
Cataluña;Turquía;2021T1;556.938,93
Cataluña;Turquía;2020T4;697.567,5
Cataluña;Turquía;2020T3;971.516,01
Cataluña;Turquía;2020T2;.
Cataluña;Turquía;2020T1;5.160.076,46
Cataluña;Turquía;2019T4;8.137.800,11
Cataluña;Turquía;2019T3;8.192.440,09
Cataluña;Turquía;2019T2;11.243.789,33
Cataluña;Turquía;2019T1;7.004.970,28
Cataluña;Turquía;2018T4;6.503.167,7
Cataluña;Turquía;2018T3;7.826.616,39
Cataluña;Turquía;2018T2;11.846.694,03
Cataluña;Turquía;2018T1;9.857.073,83
Cataluña;Resto del mundo;2023T2;136.047.171,55
Cataluña;Resto del mundo;2023T1;98.919.340,07
Cataluña;Resto del mundo;2022T4;112.697.622,56
Cataluña;Resto del mundo;2022T3;149.667.784,51
Cataluña;Resto del mundo;2022T2;89.391.768,22
Cataluña;Resto del mundo;2022T1;47.363.287,47
Cataluña;Resto del mundo;2021T4;55.034.408,24
Cataluña;Resto del mundo;2021T3;38.809.810,8
Cataluña;Resto del mundo;2021T2;11.030.023,45
Cataluña;Resto del mundo;2021T1;4.855.589,62
Cataluña;Resto del mundo;2020T4;6.756.458,35
Cataluña;Resto del mundo;2020T3;10.091.988,04
Cataluña;Resto del mundo;2020T2;.
Cataluña;Resto del mundo;2020T1;64.595.683,69
Cataluña;Resto del mundo;2019T4;113.454.403,43
Cataluña;Resto del mundo;2019T3;176.163.390,03
Cataluña;Resto del mundo;2019T2;140.879.859,74
Cataluña;Resto del mundo;2019T1;99.041.533,01
Cataluña;Resto del mundo;2018T4;109.917.034,51
Cataluña;Resto del mundo;2018T3;171.311.072,06
Cataluña;Resto del mundo;2018T2;132.687.154,95
Cataluña;Resto del mundo;2018T1;89.819.200,65
Comunitat Valenciana;Total;2023T2;1.989.511.597,7
Comunitat Valenciana;Total;2023T1;1.264.210.459,2
Comunitat Valenciana;Total;2022T4;1.462.539.259,4
Comunitat Valenciana;Total;2022T3;2.603.569.604,4
Comunitat Valenciana;Total;2022T2;1.693.157.212,9
Comunitat Valenciana;Total;2022T1;990.919.308,87
Comunitat Valenciana;Total;2021T4;1.061.610.435,1
Comunitat Valenciana;Total;2021T3;1.539.735.326,8
Comunitat Valenciana;Total;2021T2;366.670.302,4
Comunitat Valenciana;Total;2021T1;121.324.274,65
Comunitat Valenciana;Total;2020T4;220.102.580,1
Comunitat Valenciana;Total;2020T3;692.694.419,14
Comunitat Valenciana;Total;2020T2;.
Comunitat Valenciana;Total;2020T1;807.350.860,49
Comunitat Valenciana;Total;2019T4;1.178.265.697,39
Comunitat Valenciana;Total;2019T3;2.453.530.408,68
Comunitat Valenciana;Total;2019T2;1.480.366.429,95
Comunitat Valenciana;Total;2019T1;1.037.847.690,2
Comunitat Valenciana;Total;2018T4;1.130.315.216,76
Comunitat Valenciana;Total;2018T3;2.241.399.317,54
Comunitat Valenciana;Total;2018T2;1.527.947.816,75
Comunitat Valenciana;Total;2018T1;983.351.421,3
Comunitat Valenciana;Alemania;2023T2;170.767.350,44
Comunitat Valenciana;Alemania;2023T1;123.745.506,79
Comunitat Valenciana;Alemania;2022T4;137.552.197,48
Comunitat Valenciana;Alemania;2022T3;184.888.414,9
Comunitat Valenciana;Alemania;2022T2;145.171.329,88
Comunitat Valenciana;Alemania;2022T1;94.207.433,23
Comunitat Valenciana;Alemania;2021T4;99.547.235,87
Comunitat Valenciana;Alemania;2021T3;121.489.584,35
Comunitat Valenciana;Alemania;2021T2;40.359.769,13
Comunitat Valenciana;Alemania;2021T1;11.271.312,78
Comunitat Valenciana;Alemania;2020T4;16.839.896,11
Comunitat Valenciana;Alemania;2020T3;53.885.781,07
Comunitat Valenciana;Alemania;2020T2;.
Comunitat Valenciana;Alemania;2020T1;71.217.625,73
Comunitat Valenciana;Alemania;2019T4;101.208.607,42
Comunitat Valenciana;Alemania;2019T3;158.389.758,58
Comunitat Valenciana;Alemania;2019T2;113.347.446,93
Comunitat Valenciana;Alemania;2019T1;88.413.732,21
Comunitat Valenciana;Alemania;2018T4;96.035.864,88
Comunitat Valenciana;Alemania;2018T3;143.947.235,73
Comunitat Valenciana;Alemania;2018T2;111.529.691,66
Comunitat Valenciana;Alemania;2018T1;83.497.197,49
Comunitat Valenciana;Andorra;2023T2;2.958.632,57
Comunitat Valenciana;Andorra;2023T1;1.904.695,8
Comunitat Valenciana;Andorra;2022T4;2.715.511,34
Comunitat Valenciana;Andorra;2022T3;4.273.916,79
Comunitat Valenciana;Andorra;2022T2;3.042.269,84
Comunitat Valenciana;Andorra;2022T1;1.500.784,22
Comunitat Valenciana;Andorra;2021T4;1.704.777,93
Comunitat Valenciana;Andorra;2021T3;2.990.850,02
Comunitat Valenciana;Andorra;2021T2;889.491,62
Comunitat Valenciana;Andorra;2021T1;228.870,12
Comunitat Valenciana;Andorra;2020T4;515.149,48
Comunitat Valenciana;Andorra;2020T3;1.899.220,65
Comunitat Valenciana;Andorra;2020T2;.
Comunitat Valenciana;Andorra;2020T1;1.048.980,91
Comunitat Valenciana;Andorra;2019T4;1.563.294,08
Comunitat Valenciana;Andorra;2019T3;3.772.430,39
Comunitat Valenciana;Andorra;2019T2;2.017.069,18
Comunitat Valenciana;Andorra;2019T1;1.309.208,79
Comunitat Valenciana;Andorra;2018T4;1.534.427,81
Comunitat Valenciana;Andorra;2018T3;3.275.015,67
Comunitat Valenciana;Andorra;2018T2;2.307.097,39
Comunitat Valenciana;Andorra;2018T1;1.305.032,14
Comunitat Valenciana;Austria;2023T2;13.638.748,58
Comunitat Valenciana;Austria;2023T1;7.551.050,84
Comunitat Valenciana;Austria;2022T4;8.823.329,25
Comunitat Valenciana;Austria;2022T3;13.349.051,13
Comunitat Valenciana;Austria;2022T2;9.642.738,42
Comunitat Valenciana;Austria;2022T1;5.523.926,76
Comunitat Valenciana;Austria;2021T4;5.564.665,66
Comunitat Valenciana;Austria;2021T3;8.081.552,74
Comunitat Valenciana;Austria;2021T2;2.030.968,57
Comunitat Valenciana;Austria;2021T1;610.716,66
Comunitat Valenciana;Austria;2020T4;924.457,87
Comunitat Valenciana;Austria;2020T3;2.622.858
Comunitat Valenciana;Austria;2020T2;.
Comunitat Valenciana;Austria;2020T1;4.370.981,46
Comunitat Valenciana;Austria;2019T4;6.394.222,21
Comunitat Valenciana;Austria;2019T3;12.024.853,31
Comunitat Valenciana;Austria;2019T2;8.667.331,49
Comunitat Valenciana;Austria;2019T1;6.053.906,74
Comunitat Valenciana;Austria;2018T4;6.768.884,08
Comunitat Valenciana;Austria;2018T3;10.601.615,28
Comunitat Valenciana;Austria;2018T2;6.976.198,86
Comunitat Valenciana;Austria;2018T1;4.946.013,98
Comunitat Valenciana;Bélgica;2023T2;158.372.420,29
Comunitat Valenciana;Bélgica;2023T1;107.395.085,8
Comunitat Valenciana;Bélgica;2022T4;121.891.015,47
Comunitat Valenciana;Bélgica;2022T3;227.391.404,21
Comunitat Valenciana;Bélgica;2022T2;141.604.639,81
Comunitat Valenciana;Bélgica;2022T1;84.887.344,86
Comunitat Valenciana;Bélgica;2021T4;92.452.308,76
Comunitat Valenciana;Bélgica;2021T3;164.847.447,72
Comunitat Valenciana;Bélgica;2021T2;39.191.460,79
Comunitat Valenciana;Bélgica;2021T1;10.089.722,57
Comunitat Valenciana;Bélgica;2020T4;20.694.483,02
Comunitat Valenciana;Bélgica;2020T3;77.494.710,85
Comunitat Valenciana;Bélgica;2020T2;.
Comunitat Valenciana;Bélgica;2020T1;60.363.908,54
Comunitat Valenciana;Bélgica;2019T4;85.875.516,8
Comunitat Valenciana;Bélgica;2019T3;186.740.466,07
Comunitat Valenciana;Bélgica;2019T2;109.587.809,58
Comunitat Valenciana;Bélgica;2019T1;76.028.992,37
Comunitat Valenciana;Bélgica;2018T4;79.347.451,91
Comunitat Valenciana;Bélgica;2018T3;163.014.127,48
Comunitat Valenciana;Bélgica;2018T2;107.510.827,94
Comunitat Valenciana;Bélgica;2018T1;68.567.973,4
Comunitat Valenciana;Dinamarca;2023T2;15.570.420,93
Comunitat Valenciana;Dinamarca;2023T1;10.617.273,89
Comunitat Valenciana;Dinamarca;2022T4;12.133.650,27
Comunitat Valenciana;Dinamarca;2022T3;25.761.389,46
Comunitat Valenciana;Dinamarca;2022T2;14.515.898,64
Comunitat Valenciana;Dinamarca;2022T1;8.256.067,24
Comunitat Valenciana;Dinamarca;2021T4;10.817.902,55
Comunitat Valenciana;Dinamarca;2021T3;19.732.595,24
Comunitat Valenciana;Dinamarca;2021T2;2.746.537,34
Comunitat Valenciana;Dinamarca;2021T1;550.213,9
Comunitat Valenciana;Dinamarca;2020T4;1.064.665,27
Comunitat Valenciana;Dinamarca;2020T3;4.767.267,69
Comunitat Valenciana;Dinamarca;2020T2;.
Comunitat Valenciana;Dinamarca;2020T1;6.252.259,52
Comunitat Valenciana;Dinamarca;2019T4;9.805.790,48
Comunitat Valenciana;Dinamarca;2019T3;25.711.089,4
Comunitat Valenciana;Dinamarca;2019T2;12.731.196,04
Comunitat Valenciana;Dinamarca;2019T1;8.799.962,7
Comunitat Valenciana;Dinamarca;2018T4;9.612.229,61
Comunitat Valenciana;Dinamarca;2018T3;23.461.341,99
Comunitat Valenciana;Dinamarca;2018T2;12.881.654,97
Comunitat Valenciana;Dinamarca;2018T1;8.989.924,32
Comunitat Valenciana;Finlandia;2023T2;18.847.094,49
Comunitat Valenciana;Finlandia;2023T1;17.225.205,79
Comunitat Valenciana;Finlandia;2022T4;20.291.379,67
Comunitat Valenciana;Finlandia;2022T3;16.916.918,2
Comunitat Valenciana;Finlandia;2022T2;18.415.578,42
Comunitat Valenciana;Finlandia;2022T1;11.290.112,63
Comunitat Valenciana;Finlandia;2021T4;12.553.858,55
Comunitat Valenciana;Finlandia;2021T3;7.108.819,91
Comunitat Valenciana;Finlandia;2021T2;2.167.872,58
Comunitat Valenciana;Finlandia;2021T1;883.460,94
Comunitat Valenciana;Finlandia;2020T4;1.278.831,12
Comunitat Valenciana;Finlandia;2020T3;2.100.713,84
Comunitat Valenciana;Finlandia;2020T2;.
Comunitat Valenciana;Finlandia;2020T1;9.892.411,46
Comunitat Valenciana;Finlandia;2019T4;15.632.228,41
Comunitat Valenciana;Finlandia;2019T3;15.258.384,22
Comunitat Valenciana;Finlandia;2019T2;15.260.675,99
Comunitat Valenciana;Finlandia;2019T1;14.185.743,76
Comunitat Valenciana;Finlandia;2018T4;15.328.246,09
Comunitat Valenciana;Finlandia;2018T3;13.613.557,89
Comunitat Valenciana;Finlandia;2018T2;15.379.855,34
Comunitat Valenciana;Finlandia;2018T1;12.262.401,26
Comunitat Valenciana;Francia;2023T2;197.540.773,62
Comunitat Valenciana;Francia;2023T1;123.254.395,43
Comunitat Valenciana;Francia;2022T4;146.396.015,47
Comunitat Valenciana;Francia;2022T3;434.190.011,69
Comunitat Valenciana;Francia;2022T2;169.630.754,71
Comunitat Valenciana;Francia;2022T1;103.116.509,74
Comunitat Valenciana;Francia;2021T4;113.440.323,26
Comunitat Valenciana;Francia;2021T3;300.857.249,87
Comunitat Valenciana;Francia;2021T2;53.095.356,65
Comunitat Valenciana;Francia;2021T1;15.505.654,88
Comunitat Valenciana;Francia;2020T4;30.489.954,79
Comunitat Valenciana;Francia;2020T3;153.083.076,97
Comunitat Valenciana;Francia;2020T2;.
Comunitat Valenciana;Francia;2020T1;79.656.814,08
Comunitat Valenciana;Francia;2019T4;114.255.930,8
Comunitat Valenciana;Francia;2019T3;433.860.600,13
Comunitat Valenciana;Francia;2019T2;149.609.285,9
Comunitat Valenciana;Francia;2019T1;100.491.612,31
Comunitat Valenciana;Francia;2018T4;106.155.722,45
Comunitat Valenciana;Francia;2018T3;392.869.990,29
Comunitat Valenciana;Francia;2018T2;152.736.302,38
Comunitat Valenciana;Francia;2018T1;92.089.941,92
Comunitat Valenciana;Irlanda;2023T2;72.762.120,72
Comunitat Valenciana;Irlanda;2023T1;34.356.588,53
Comunitat Valenciana;Irlanda;2022T4;41.312.268,47
Comunitat Valenciana;Irlanda;2022T3;78.092.359,09
Comunitat Valenciana;Irlanda;2022T2;55.384.769,45
Comunitat Valenciana;Irlanda;2022T1;23.752.697,65
Comunitat Valenciana;Irlanda;2021T4;27.086.817
Comunitat Valenciana;Irlanda;2021T3;36.820.149,89
Comunitat Valenciana;Irlanda;2021T2;7.413.966,22
Comunitat Valenciana;Irlanda;2021T1;2.569.162,76
Comunitat Valenciana;Irlanda;2020T4;4.866.421,3
Comunitat Valenciana;Irlanda;2020T3;11.001.584,7
Comunitat Valenciana;Irlanda;2020T2;.
Comunitat Valenciana;Irlanda;2020T1;15.020.641,26
Comunitat Valenciana;Irlanda;2019T4;26.520.470,6
Comunitat Valenciana;Irlanda;2019T3;58.105.619,22
Comunitat Valenciana;Irlanda;2019T2;39.131.528,66
Comunitat Valenciana;Irlanda;2019T1;18.389.307,45
Comunitat Valenciana;Irlanda;2018T4;21.895.705,7
Comunitat Valenciana;Irlanda;2018T3;51.005.868,81
Comunitat Valenciana;Irlanda;2018T2;37.879.435,92
Comunitat Valenciana;Irlanda;2018T1;15.879.444,81
Comunitat Valenciana;Italia;2023T2;66.635.310,8
Comunitat Valenciana;Italia;2023T1;40.612.717,32
Comunitat Valenciana;Italia;2022T4;44.534.767,46
Comunitat Valenciana;Italia;2022T3;87.549.058,67
Comunitat Valenciana;Italia;2022T2;48.448.423,21
Comunitat Valenciana;Italia;2022T1;27.455.283,62
Comunitat Valenciana;Italia;2021T4;28.103.708,96
Comunitat Valenciana;Italia;2021T3;35.221.293,73
Comunitat Valenciana;Italia;2021T2;9.555.975,04
Comunitat Valenciana;Italia;2021T1;2.986.914,91
Comunitat Valenciana;Italia;2020T4;4.818.336,41
Comunitat Valenciana;Italia;2020T3;14.807.326,11
Comunitat Valenciana;Italia;2020T2;.
Comunitat Valenciana;Italia;2020T1;25.901.397,7
Comunitat Valenciana;Italia;2019T4;36.224.664,55
Comunitat Valenciana;Italia;2019T3;81.098.140,69
Comunitat Valenciana;Italia;2019T2;43.100.924,15
Comunitat Valenciana;Italia;2019T1;34.062.229,5
Comunitat Valenciana;Italia;2018T4;35.758.461,47
Comunitat Valenciana;Italia;2018T3;72.880.720,36
Comunitat Valenciana;Italia;2018T2;43.794.715,65
Comunitat Valenciana;Italia;2018T1;30.706.833,44
Comunitat Valenciana;Noruega;2023T2;107.711.693,01
Comunitat Valenciana;Noruega;2023T1;67.751.509,63
Comunitat Valenciana;Noruega;2022T4;91.240.142,21
Comunitat Valenciana;Noruega;2022T3;179.555.965,92
Comunitat Valenciana;Noruega;2022T2;116.851.122,52
Comunitat Valenciana;Noruega;2022T1;54.920.905,92
Comunitat Valenciana;Noruega;2021T4;66.922.808,31
Comunitat Valenciana;Noruega;2021T3;58.329.240,88
Comunitat Valenciana;Noruega;2021T2;9.430.592,88
Comunitat Valenciana;Noruega;2021T1;2.729.109,02
Comunitat Valenciana;Noruega;2020T4;5.360.101,77
Comunitat Valenciana;Noruega;2020T3;13.054.642,95
Comunitat Valenciana;Noruega;2020T2;.
Comunitat Valenciana;Noruega;2020T1;51.378.635,24
Comunitat Valenciana;Noruega;2019T4;80.820.646,59
Comunitat Valenciana;Noruega;2019T3;166.590.378,39
Comunitat Valenciana;Noruega;2019T2;101.045.125,02
Comunitat Valenciana;Noruega;2019T1;70.964.669,92
Comunitat Valenciana;Noruega;2018T4;78.202.158,53
Comunitat Valenciana;Noruega;2018T3;152.146.859,58
Comunitat Valenciana;Noruega;2018T2;103.360.405,8
Comunitat Valenciana;Noruega;2018T1;72.481.431,33
Comunitat Valenciana;Países Bajos;2023T2;202.194.914,79
Comunitat Valenciana;Países Bajos;2023T1;144.015.226,01
Comunitat Valenciana;Países Bajos;2022T4;152.497.383,43
Comunitat Valenciana;Países Bajos;2022T3;235.241.398,04
Comunitat Valenciana;Países Bajos;2022T2;182.574.864,79
Comunitat Valenciana;Países Bajos;2022T1;115.420.767,2
Comunitat Valenciana;Países Bajos;2021T4;117.906.966,63
Comunitat Valenciana;Países Bajos;2021T3;165.760.497,86
Comunitat Valenciana;Países Bajos;2021T2;36.915.185,95
Comunitat Valenciana;Países Bajos;2021T1;10.803.235,72
Comunitat Valenciana;Países Bajos;2020T4;18.004.438,78
Comunitat Valenciana;Países Bajos;2020T3;67.897.470,61
Comunitat Valenciana;Países Bajos;2020T2;.
Comunitat Valenciana;Países Bajos;2020T1;78.015.759,9
Comunitat Valenciana;Países Bajos;2019T4;107.624.617,85
Comunitat Valenciana;Países Bajos;2019T3;183.048.628,3
Comunitat Valenciana;Países Bajos;2019T2;131.768.081,34
Comunitat Valenciana;Países Bajos;2019T1;97.874.799,56
Comunitat Valenciana;Países Bajos;2018T4;102.032.207,56
Comunitat Valenciana;Países Bajos;2018T3;165.228.675,3
Comunitat Valenciana;Países Bajos;2018T2;139.883.113,52
Comunitat Valenciana;Países Bajos;2018T1;93.484.298,86
Comunitat Valenciana;Polonia;2023T2;35.006.634,72
Comunitat Valenciana;Polonia;2023T1;24.389.709,32
Comunitat Valenciana;Polonia;2022T4;22.616.062,71
Comunitat Valenciana;Polonia;2022T3;29.120.063,05
Comunitat Valenciana;Polonia;2022T2;22.949.624,36
Comunitat Valenciana;Polonia;2022T1;13.415.707,61
Comunitat Valenciana;Polonia;2021T4;11.592.115,57
Comunitat Valenciana;Polonia;2021T3;15.445.734,93
Comunitat Valenciana;Polonia;2021T2;5.485.966,42
Comunitat Valenciana;Polonia;2021T1;1.463.560,2
Comunitat Valenciana;Polonia;2020T4;2.034.709,68
Comunitat Valenciana;Polonia;2020T3;5.203.460,65
Comunitat Valenciana;Polonia;2020T2;.
Comunitat Valenciana;Polonia;2020T1;7.186.027,87
Comunitat Valenciana;Polonia;2019T4;9.345.044,05
Comunitat Valenciana;Polonia;2019T3;15.728.810,91
Comunitat Valenciana;Polonia;2019T2;10.612.088,98
Comunitat Valenciana;Polonia;2019T1;7.450.143,09
Comunitat Valenciana;Polonia;2018T4;7.340.040,72
Comunitat Valenciana;Polonia;2018T3;12.337.454,26
Comunitat Valenciana;Polonia;2018T2;9.736.460,73
Comunitat Valenciana;Polonia;2018T1;6.383.609,53
Comunitat Valenciana;Portugal;2023T2;15.921.613,33
Comunitat Valenciana;Portugal;2023T1;8.437.252,27
Comunitat Valenciana;Portugal;2022T4;9.979.155,72
Comunitat Valenciana;Portugal;2022T3;30.897.618,21
Comunitat Valenciana;Portugal;2022T2;12.887.969,85
Comunitat Valenciana;Portugal;2022T1;5.527.792,37
Comunitat Valenciana;Portugal;2021T4;6.319.707,63
Comunitat Valenciana;Portugal;2021T3;14.194.528,22
Comunitat Valenciana;Portugal;2021T2;2.566.944,28
Comunitat Valenciana;Portugal;2021T1;813.992,74
Comunitat Valenciana;Portugal;2020T4;1.450.288,11
Comunitat Valenciana;Portugal;2020T3;4.466.776,45
Comunitat Valenciana;Portugal;2020T2;.
Comunitat Valenciana;Portugal;2020T1;4.806.828,07
Comunitat Valenciana;Portugal;2019T4;6.818.314,92
Comunitat Valenciana;Portugal;2019T3;24.523.118,48
Comunitat Valenciana;Portugal;2019T2;9.439.675,88
Comunitat Valenciana;Portugal;2019T1;5.714.501,76
Comunitat Valenciana;Portugal;2018T4;5.983.727,79
Comunitat Valenciana;Portugal;2018T3;20.439.599,93
Comunitat Valenciana;Portugal;2018T2;8.097.604,75
Comunitat Valenciana;Portugal;2018T1;5.382.935,53
Comunitat Valenciana;Reino Unido;2023T2;405.268.613,39
Comunitat Valenciana;Reino Unido;2023T1;217.782.249,09
Comunitat Valenciana;Reino Unido;2022T4;254.934.765,16
Comunitat Valenciana;Reino Unido;2022T3;469.742.151,19
Comunitat Valenciana;Reino Unido;2022T2;350.104.911,77
Comunitat Valenciana;Reino Unido;2022T1;158.924.236,33
Comunitat Valenciana;Reino Unido;2021T4;181.419.277,52
Comunitat Valenciana;Reino Unido;2021T3;236.868.753,15
Comunitat Valenciana;Reino Unido;2021T2;52.751.165,93
Comunitat Valenciana;Reino Unido;2021T1;22.769.598,5
Comunitat Valenciana;Reino Unido;2020T4;50.892.902,27
Comunitat Valenciana;Reino Unido;2020T3;141.672.712,56
Comunitat Valenciana;Reino Unido;2020T2;.
Comunitat Valenciana;Reino Unido;2020T1;173.497.015,22
Comunitat Valenciana;Reino Unido;2019T4;256.311.468,45
Comunitat Valenciana;Reino Unido;2019T3;493.418.375,88
Comunitat Valenciana;Reino Unido;2019T2;341.964.729,35
Comunitat Valenciana;Reino Unido;2019T1;238.333.411,5
Comunitat Valenciana;Reino Unido;2018T4;270.754.185,86
Comunitat Valenciana;Reino Unido;2018T3;489.927.937,39
Comunitat Valenciana;Reino Unido;2018T2;380.821.932,24
Comunitat Valenciana;Reino Unido;2018T1;233.302.303,84
Comunitat Valenciana;Rumanía;2023T2;20.121.491,08
Comunitat Valenciana;Rumanía;2023T1;14.960.569,53
