RESIDENCIA/ORIGEN;Continentes;Países;CCAA de destino;Concepto turístico;Periodo;Total
Total;Europa;Polonia;Balears, Illes;Turistas;2021M02;465
Total;Europa;Polonia;Balears, Illes;Turistas;2021M01;533
Total;Europa;Polonia;Balears, Illes;Pernoctaciones;2021M12;10.109
Total;Europa;Polonia;Balears, Illes;Pernoctaciones;2021M11;14.396
Total;Europa;Polonia;Balears, Illes;Pernoctaciones;2021M10;63.500
Total;Europa;Polonia;Balears, Illes;Pernoctaciones;2021M09;101.304
Total;Europa;Polonia;Balears, Illes;Pernoctaciones;2021M08;152.526
Total;Europa;Polonia;Balears, Illes;Pernoctaciones;2021M07;111.327
Total;Europa;Polonia;Balears, Illes;Pernoctaciones;2021M06;54.840
Total;Europa;Polonia;Balears, Illes;Pernoctaciones;2021M05;25.267
Total;Europa;Polonia;Balears, Illes;Pernoctaciones;2021M04;6.314
Total;Europa;Polonia;Balears, Illes;Pernoctaciones;2021M03;5.301
Total;Europa;Polonia;Balears, Illes;Pernoctaciones;2021M02;4.278
Total;Europa;Polonia;Balears, Illes;Pernoctaciones;2021M01;3.465
Total;Europa;Polonia;Balears, Illes;Duración media de los viajes;2021M12;6,9
Total;Europa;Polonia;Balears, Illes;Duración media de los viajes;2021M11;6,2
Total;Europa;Polonia;Balears, Illes;Duración media de los viajes;2021M10;6,2
Total;Europa;Polonia;Balears, Illes;Duración media de los viajes;2021M09;5,4
Total;Europa;Polonia;Balears, Illes;Duración media de los viajes;2021M08;6,6
Total;Europa;Polonia;Balears, Illes;Duración media de los viajes;2021M07;6,3
Total;Europa;Polonia;Balears, Illes;Duración media de los viajes;2021M06;6,0
Total;Europa;Polonia;Balears, Illes;Duración media de los viajes;2021M05;6,4
Total;Europa;Polonia;Balears, Illes;Duración media de los viajes;2021M04;7,2
Total;Europa;Polonia;Balears, Illes;Duración media de los viajes;2021M03;9,0
Total;Europa;Polonia;Balears, Illes;Duración media de los viajes;2021M02;9,2
Total;Europa;Polonia;Balears, Illes;Duración media de los viajes;2021M01;6,5
Total;Europa;Polonia;Canarias;Turistas;2021M12;15.977
Total;Europa;Polonia;Canarias;Turistas;2021M11;16.255
Total;Europa;Polonia;Canarias;Turistas;2021M10;17.017
Total;Europa;Polonia;Canarias;Turistas;2021M09;19.405
Total;Europa;Polonia;Canarias;Turistas;2021M08;22.020
Total;Europa;Polonia;Canarias;Turistas;2021M07;17.842
Total;Europa;Polonia;Canarias;Turistas;2021M06;10.176
Total;Europa;Polonia;Canarias;Turistas;2021M05;8.821
Total;Europa;Polonia;Canarias;Turistas;2021M04;6.559
Total;Europa;Polonia;Canarias;Turistas;2021M03;5.738
Total;Europa;Polonia;Canarias;Turistas;2021M02;4.609
Total;Europa;Polonia;Canarias;Turistas;2021M01;6.296
Total;Europa;Polonia;Canarias;Pernoctaciones;2021M12;110.133
Total;Europa;Polonia;Canarias;Pernoctaciones;2021M11;105.514
Total;Europa;Polonia;Canarias;Pernoctaciones;2021M10;115.535
Total;Europa;Polonia;Canarias;Pernoctaciones;2021M09;135.938
Total;Europa;Polonia;Canarias;Pernoctaciones;2021M08;166.169
Total;Europa;Polonia;Canarias;Pernoctaciones;2021M07;126.578
Total;Europa;Polonia;Canarias;Pernoctaciones;2021M06;72.306
Total;Europa;Polonia;Canarias;Pernoctaciones;2021M05;68.893
Total;Europa;Polonia;Canarias;Pernoctaciones;2021M04;51.594
Total;Europa;Polonia;Canarias;Pernoctaciones;2021M03;50.411
Total;Europa;Polonia;Canarias;Pernoctaciones;2021M02;40.634
Total;Europa;Polonia;Canarias;Pernoctaciones;2021M01;50.981
Total;Europa;Polonia;Canarias;Duración media de los viajes;2021M12;6,9
Total;Europa;Polonia;Canarias;Duración media de los viajes;2021M11;6,5
Total;Europa;Polonia;Canarias;Duración media de los viajes;2021M10;6,8
Total;Europa;Polonia;Canarias;Duración media de los viajes;2021M09;7,0
Total;Europa;Polonia;Canarias;Duración media de los viajes;2021M08;7,5
Total;Europa;Polonia;Canarias;Duración media de los viajes;2021M07;7,1
Total;Europa;Polonia;Canarias;Duración media de los viajes;2021M06;7,1
Total;Europa;Polonia;Canarias;Duración media de los viajes;2021M05;7,8
Total;Europa;Polonia;Canarias;Duración media de los viajes;2021M04;7,9
Total;Europa;Polonia;Canarias;Duración media de los viajes;2021M03;8,8
Total;Europa;Polonia;Canarias;Duración media de los viajes;2021M02;8,8
Total;Europa;Polonia;Canarias;Duración media de los viajes;2021M01;8,1
Total;Europa;Portugal;Balears, Illes;Turistas;2021M12;386
Total;Europa;Portugal;Balears, Illes;Turistas;2021M11;805
Total;Europa;Portugal;Balears, Illes;Turistas;2021M10;6.035
Total;Europa;Portugal;Balears, Illes;Turistas;2021M09;16.394
Total;Europa;Portugal;Balears, Illes;Turistas;2021M08;14.640
Total;Europa;Portugal;Balears, Illes;Turistas;2021M07;7.670
Total;Europa;Portugal;Balears, Illes;Turistas;2021M06;4.944
Total;Europa;Portugal;Balears, Illes;Turistas;2021M05;820
Total;Europa;Portugal;Balears, Illes;Turistas;2021M04;400
Total;Europa;Portugal;Balears, Illes;Turistas;2021M03;294
Total;Europa;Portugal;Balears, Illes;Turistas;2021M02;144
Total;Europa;Portugal;Balears, Illes;Turistas;2021M01;224
Total;Europa;Portugal;Balears, Illes;Pernoctaciones;2021M12;3.628
Total;Europa;Portugal;Balears, Illes;Pernoctaciones;2021M11;6.279
Total;Europa;Portugal;Balears, Illes;Pernoctaciones;2021M10;35.607
Total;Europa;Portugal;Balears, Illes;Pernoctaciones;2021M09;103.282
Total;Europa;Portugal;Balears, Illes;Pernoctaciones;2021M08;98.088
Total;Europa;Portugal;Balears, Illes;Pernoctaciones;2021M07;46.787
Total;Europa;Portugal;Balears, Illes;Pernoctaciones;2021M06;29.664
Total;Europa;Portugal;Balears, Illes;Pernoctaciones;2021M05;5.166
Total;Europa;Portugal;Balears, Illes;Pernoctaciones;2021M04;3.400
Total;Europa;Portugal;Balears, Illes;Pernoctaciones;2021M03;2.675
Total;Europa;Portugal;Balears, Illes;Pernoctaciones;2021M02;1.584
Total;Europa;Portugal;Balears, Illes;Pernoctaciones;2021M01;1.814
Total;Europa;Portugal;Balears, Illes;Duración media de los viajes;2021M12;9,4
Total;Europa;Portugal;Balears, Illes;Duración media de los viajes;2021M11;7,8
Total;Europa;Portugal;Balears, Illes;Duración media de los viajes;2021M10;5,9
Total;Europa;Portugal;Balears, Illes;Duración media de los viajes;2021M09;6,3
Total;Europa;Portugal;Balears, Illes;Duración media de los viajes;2021M08;6,7
Total;Europa;Portugal;Balears, Illes;Duración media de los viajes;2021M07;6,1
Total;Europa;Portugal;Balears, Illes;Duración media de los viajes;2021M06;6,0
Total;Europa;Portugal;Balears, Illes;Duración media de los viajes;2021M05;6,3
Total;Europa;Portugal;Balears, Illes;Duración media de los viajes;2021M04;8,5
Total;Europa;Portugal;Balears, Illes;Duración media de los viajes;2021M03;9,1
Total;Europa;Portugal;Balears, Illes;Duración media de los viajes;2021M02;11,0
Total;Europa;Portugal;Balears, Illes;Duración media de los viajes;2021M01;8,1
Total;Europa;Portugal;Canarias;Turistas;2021M12;1.459
Total;Europa;Portugal;Canarias;Turistas;2021M11;1.976
Total;Europa;Portugal;Canarias;Turistas;2021M10;2.173
Total;Europa;Portugal;Canarias;Turistas;2021M09;3.465
Total;Europa;Portugal;Canarias;Turistas;2021M08;3.604
Total;Europa;Portugal;Canarias;Turistas;2021M07;1.750
Total;Europa;Portugal;Canarias;Turistas;2021M06;1.208
Total;Europa;Portugal;Canarias;Turistas;2021M05;755
Total;Europa;Portugal;Canarias;Turistas;2021M04;556
Total;Europa;Portugal;Canarias;Turistas;2021M03;425
Total;Europa;Portugal;Canarias;Turistas;2021M02;305
Total;Europa;Portugal;Canarias;Turistas;2021M01;499
Total;Europa;Portugal;Canarias;Pernoctaciones;2021M12;10.916
Total;Europa;Portugal;Canarias;Pernoctaciones;2021M11;12.752
Total;Europa;Portugal;Canarias;Pernoctaciones;2021M10;14.076
Total;Europa;Portugal;Canarias;Pernoctaciones;2021M09;24.978
Total;Europa;Portugal;Canarias;Pernoctaciones;2021M08;26.964
Total;Europa;Portugal;Canarias;Pernoctaciones;2021M07;12.784
Total;Europa;Portugal;Canarias;Pernoctaciones;2021M06;9.488
Total;Europa;Portugal;Canarias;Pernoctaciones;2021M05;6.367
Total;Europa;Portugal;Canarias;Pernoctaciones;2021M04;5.180
Total;Europa;Portugal;Canarias;Pernoctaciones;2021M03;5.238
Total;Europa;Portugal;Canarias;Pernoctaciones;2021M02;3.604
Total;Europa;Portugal;Canarias;Pernoctaciones;2021M01;3.925
Total;Europa;Portugal;Canarias;Duración media de los viajes;2021M12;7,5
Total;Europa;Portugal;Canarias;Duración media de los viajes;2021M11;6,5
Total;Europa;Portugal;Canarias;Duración media de los viajes;2021M10;6,5
Total;Europa;Portugal;Canarias;Duración media de los viajes;2021M09;7,2
Total;Europa;Portugal;Canarias;Duración media de los viajes;2021M08;7,5
Total;Europa;Portugal;Canarias;Duración media de los viajes;2021M07;7,3
Total;Europa;Portugal;Canarias;Duración media de los viajes;2021M06;7,9
Total;Europa;Portugal;Canarias;Duración media de los viajes;2021M05;8,4
Total;Europa;Portugal;Canarias;Duración media de los viajes;2021M04;9,3
Total;Europa;Portugal;Canarias;Duración media de los viajes;2021M03;12,3
Total;Europa;Portugal;Canarias;Duración media de los viajes;2021M02;11,8
Total;Europa;Portugal;Canarias;Duración media de los viajes;2021M01;7,9
Total;Europa;Reino Unido;Balears, Illes;Turistas;2021M12;7.289
Total;Europa;Reino Unido;Balears, Illes;Turistas;2021M11;18.471
Total;Europa;Reino Unido;Balears, Illes;Turistas;2021M10;197.220
Total;Europa;Reino Unido;Balears, Illes;Turistas;2021M09;228.453
Total;Europa;Reino Unido;Balears, Illes;Turistas;2021M08;258.959
Total;Europa;Reino Unido;Balears, Illes;Turistas;2021M07;281.816
Total;Europa;Reino Unido;Balears, Illes;Turistas;2021M06;14.328
Total;Europa;Reino Unido;Balears, Illes;Turistas;2021M05;4.877
Total;Europa;Reino Unido;Balears, Illes;Turistas;2021M04;4.030
Total;Europa;Reino Unido;Balears, Illes;Turistas;2021M03;3.448
Total;Europa;Reino Unido;Balears, Illes;Turistas;2021M02;3.081
Total;Europa;Reino Unido;Balears, Illes;Turistas;2021M01;3.642
Total;Europa;Reino Unido;Balears, Illes;Pernoctaciones;2021M12;63.414
Total;Europa;Reino Unido;Balears, Illes;Pernoctaciones;2021M11;149.615
Total;Europa;Reino Unido;Balears, Illes;Pernoctaciones;2021M10;1.281.930
Total;Europa;Reino Unido;Balears, Illes;Pernoctaciones;2021M09;1.599.171
Total;Europa;Reino Unido;Balears, Illes;Pernoctaciones;2021M08;2.123.464
Total;Europa;Reino Unido;Balears, Illes;Pernoctaciones;2021M07;1.888.167
Total;Europa;Reino Unido;Balears, Illes;Pernoctaciones;2021M06;120.355
Total;Europa;Reino Unido;Balears, Illes;Pernoctaciones;2021M05;49.258
Total;Europa;Reino Unido;Balears, Illes;Pernoctaciones;2021M04;48.763
Total;Europa;Reino Unido;Balears, Illes;Pernoctaciones;2021M03;44.824
Total;Europa;Reino Unido;Balears, Illes;Pernoctaciones;2021M02;45.599
Total;Europa;Reino Unido;Balears, Illes;Pernoctaciones;2021M01;41.155
Total;Europa;Reino Unido;Balears, Illes;Duración media de los viajes;2021M12;8,7
Total;Europa;Reino Unido;Balears, Illes;Duración media de los viajes;2021M11;8,1
Total;Europa;Reino Unido;Balears, Illes;Duración media de los viajes;2021M10;6,5
Total;Europa;Reino Unido;Balears, Illes;Duración media de los viajes;2021M09;7,0
Total;Europa;Reino Unido;Balears, Illes;Duración media de los viajes;2021M08;8,2
Total;Europa;Reino Unido;Balears, Illes;Duración media de los viajes;2021M07;6,7
Total;Europa;Reino Unido;Balears, Illes;Duración media de los viajes;2021M06;8,4
Total;Europa;Reino Unido;Balears, Illes;Duración media de los viajes;2021M05;10,1
Total;Europa;Reino Unido;Balears, Illes;Duración media de los viajes;2021M04;12,1
Total;Europa;Reino Unido;Balears, Illes;Duración media de los viajes;2021M03;13,0
Total;Europa;Reino Unido;Balears, Illes;Duración media de los viajes;2021M02;14,8
Total;Europa;Reino Unido;Balears, Illes;Duración media de los viajes;2021M01;11,3
Total;Europa;Reino Unido;Canarias;Turistas;2021M12;225.532
Total;Europa;Reino Unido;Canarias;Turistas;2021M11;307.511
Total;Europa;Reino Unido;Canarias;Turistas;2021M10;346.109
Total;Europa;Reino Unido;Canarias;Turistas;2021M09;193.425
Total;Europa;Reino Unido;Canarias;Turistas;2021M08;154.969
Total;Europa;Reino Unido;Canarias;Turistas;2021M07;56.127
Total;Europa;Reino Unido;Canarias;Turistas;2021M06;9.750
Total;Europa;Reino Unido;Canarias;Turistas;2021M05;5.875
Total;Europa;Reino Unido;Canarias;Turistas;2021M04;5.535
Total;Europa;Reino Unido;Canarias;Turistas;2021M03;8.010
Total;Europa;Reino Unido;Canarias;Turistas;2021M02;8.458
Total;Europa;Reino Unido;Canarias;Turistas;2021M01;13.970
Total;Europa;Reino Unido;Canarias;Pernoctaciones;2021M12;1.668.379
Total;Europa;Reino Unido;Canarias;Pernoctaciones;2021M11;2.166.748
Total;Europa;Reino Unido;Canarias;Pernoctaciones;2021M10;2.494.335
Total;Europa;Reino Unido;Canarias;Pernoctaciones;2021M09;1.548.617
Total;Europa;Reino Unido;Canarias;Pernoctaciones;2021M08;1.325.669
Total;Europa;Reino Unido;Canarias;Pernoctaciones;2021M07;542.942
Total;Europa;Reino Unido;Canarias;Pernoctaciones;2021M06;91.158
Total;Europa;Reino Unido;Canarias;Pernoctaciones;2021M05;64.327
Total;Europa;Reino Unido;Canarias;Pernoctaciones;2021M04;69.161
Total;Europa;Reino Unido;Canarias;Pernoctaciones;2021M03;111.022
Total;Europa;Reino Unido;Canarias;Pernoctaciones;2021M02;124.745
Total;Europa;Reino Unido;Canarias;Pernoctaciones;2021M01;143.149
Total;Europa;Reino Unido;Canarias;Duración media de los viajes;2021M12;7,4
Total;Europa;Reino Unido;Canarias;Duración media de los viajes;2021M11;7,0
Total;Europa;Reino Unido;Canarias;Duración media de los viajes;2021M10;7,2
Total;Europa;Reino Unido;Canarias;Duración media de los viajes;2021M09;8,0
Total;Europa;Reino Unido;Canarias;Duración media de los viajes;2021M08;8,6
Total;Europa;Reino Unido;Canarias;Duración media de los viajes;2021M07;9,7
Total;Europa;Reino Unido;Canarias;Duración media de los viajes;2021M06;9,3
Total;Europa;Reino Unido;Canarias;Duración media de los viajes;2021M05;10,9
Total;Europa;Reino Unido;Canarias;Duración media de los viajes;2021M04;12,5
Total;Europa;Reino Unido;Canarias;Duración media de los viajes;2021M03;13,9
Total;Europa;Reino Unido;Canarias;Duración media de los viajes;2021M02;14,7
Total;Europa;Reino Unido;Canarias;Duración media de los viajes;2021M01;10,2
Total;Europa;República Checa;Balears, Illes;Turistas;2021M12;740
Total;Europa;República Checa;Balears, Illes;Turistas;2021M11;1.691
Total;Europa;República Checa;Balears, Illes;Turistas;2021M10;5.219
Total;Europa;República Checa;Balears, Illes;Turistas;2021M09;8.154
Total;Europa;República Checa;Balears, Illes;Turistas;2021M08;11.029
Total;Europa;República Checa;Balears, Illes;Turistas;2021M07;12.045
Total;Europa;República Checa;Balears, Illes;Turistas;2021M06;5.311
Total;Europa;República Checa;Balears, Illes;Turistas;2021M05;2.454
Total;Europa;República Checa;Balears, Illes;Turistas;2021M04;1.937
Total;Europa;República Checa;Balears, Illes;Turistas;2021M03;532
Total;Europa;República Checa;Balears, Illes;Turistas;2021M02;202
Total;Europa;República Checa;Balears, Illes;Turistas;2021M01;198
Total;Europa;República Checa;Balears, Illes;Pernoctaciones;2021M12;4.884
Total;Europa;República Checa;Balears, Illes;Pernoctaciones;2021M11;11.499
Total;Europa;República Checa;Balears, Illes;Pernoctaciones;2021M10;32.358
Total;Europa;República Checa;Balears, Illes;Pernoctaciones;2021M09;44.847
Total;Europa;República Checa;Balears, Illes;Pernoctaciones;2021M08;76.100
Total;Europa;República Checa;Balears, Illes;Pernoctaciones;2021M07;78.293
Total;Europa;República Checa;Balears, Illes;Pernoctaciones;2021M06;32.928
Total;Europa;República Checa;Balears, Illes;Pernoctaciones;2021M05;16.442
Total;Europa;República Checa;Balears, Illes;Pernoctaciones;2021M04;16.658
Total;Europa;República Checa;Balears, Illes;Pernoctaciones;2021M03;4.841
Total;Europa;República Checa;Balears, Illes;Pernoctaciones;2021M02;1.959
Total;Europa;República Checa;Balears, Illes;Pernoctaciones;2021M01;1.564
Total;Europa;República Checa;Balears, Illes;Duración media de los viajes;2021M12;6,6
Total;Europa;República Checa;Balears, Illes;Duración media de los viajes;2021M11;6,8
Total;Europa;República Checa;Balears, Illes;Duración media de los viajes;2021M10;6,2
Total;Europa;República Checa;Balears, Illes;Duración media de los viajes;2021M09;5,5
Total;Europa;República Checa;Balears, Illes;Duración media de los viajes;2021M08;6,9
Total;Europa;República Checa;Balears, Illes;Duración media de los viajes;2021M07;6,5
Total;Europa;República Checa;Balears, Illes;Duración media de los viajes;2021M06;6,2
Total;Europa;República Checa;Balears, Illes;Duración media de los viajes;2021M05;6,7
Total;Europa;República Checa;Balears, Illes;Duración media de los viajes;2021M04;8,6
Total;Europa;República Checa;Balears, Illes;Duración media de los viajes;2021M03;9,1
Total;Europa;República Checa;Balears, Illes;Duración media de los viajes;2021M02;9,7
Total;Europa;República Checa;Balears, Illes;Duración media de los viajes;2021M01;7,9
Total;Europa;República Checa;Canarias;Turistas;2021M12;5.878
Total;Europa;República Checa;Canarias;Turistas;2021M11;6.646
Total;Europa;República Checa;Canarias;Turistas;2021M10;5.151
Total;Europa;República Checa;Canarias;Turistas;2021M09;4.264
Total;Europa;República Checa;Canarias;Turistas;2021M08;5.907
Total;Europa;República Checa;Canarias;Turistas;2021M07;6.526
Total;Europa;República Checa;Canarias;Turistas;2021M06;4.203
Total;Europa;República Checa;Canarias;Turistas;2021M05;5.126
Total;Europa;República Checa;Canarias;Turistas;2021M04;5.804
Total;Europa;República Checa;Canarias;Turistas;2021M03;3.493
Total;Europa;República Checa;Canarias;Turistas;2021M02;2.087
Total;Europa;República Checa;Canarias;Turistas;2021M01;2.395
Total;Europa;República Checa;Canarias;Pernoctaciones;2021M12;45.022
Total;Europa;República Checa;Canarias;Pernoctaciones;2021M11;55.826
Total;Europa;República Checa;Canarias;Pernoctaciones;2021M10;37.866
Total;Europa;República Checa;Canarias;Pernoctaciones;2021M09;32.027
Total;Europa;República Checa;Canarias;Pernoctaciones;2021M08;48.419
Total;Europa;República Checa;Canarias;Pernoctaciones;2021M07;50.553
Total;Europa;República Checa;Canarias;Pernoctaciones;2021M06;36.443
Total;Europa;República Checa;Canarias;Pernoctaciones;2021M05;46.285
Total;Europa;República Checa;Canarias;Pernoctaciones;2021M04;57.182
Total;Europa;República Checa;Canarias;Pernoctaciones;2021M03;33.983
Total;Europa;República Checa;Canarias;Pernoctaciones;2021M02;18.638
Total;Europa;República Checa;Canarias;Pernoctaciones;2021M01;20.240
Total;Europa;República Checa;Canarias;Duración media de los viajes;2021M12;7,7
Total;Europa;República Checa;Canarias;Duración media de los viajes;2021M11;8,4
Total;Europa;República Checa;Canarias;Duración media de los viajes;2021M10;7,4
Total;Europa;República Checa;Canarias;Duración media de los viajes;2021M09;7,5
Total;Europa;República Checa;Canarias;Duración media de los viajes;2021M08;8,2
Total;Europa;República Checa;Canarias;Duración media de los viajes;2021M07;7,7
Total;Europa;República Checa;Canarias;Duración media de los viajes;2021M06;8,7
Total;Europa;República Checa;Canarias;Duración media de los viajes;2021M05;9,0
Total;Europa;República Checa;Canarias;Duración media de los viajes;2021M04;9,9
Total;Europa;República Checa;Canarias;Duración media de los viajes;2021M03;9,7
Total;Europa;República Checa;Canarias;Duración media de los viajes;2021M02;8,9
Total;Europa;República Checa;Canarias;Duración media de los viajes;2021M01;8,5
Total;Europa;República Eslovaca;Balears, Illes;Turistas;2021M12;174
Total;Europa;República Eslovaca;Balears, Illes;Turistas;2021M11;402
Total;Europa;República Eslovaca;Balears, Illes;Turistas;2021M10;1.149
Total;Europa;República Eslovaca;Balears, Illes;Turistas;2021M09;3.075
Total;Europa;República Eslovaca;Balears, Illes;Turistas;2021M08;4.297
Total;Europa;República Eslovaca;Balears, Illes;Turistas;2021M07;4.038
Total;Europa;República Eslovaca;Balears, Illes;Turistas;2021M06;1.084
Total;Europa;República Eslovaca;Balears, Illes;Turistas;2021M05;211
Total;Europa;República Eslovaca;Balears, Illes;Turistas;2021M04;118
Total;Europa;República Eslovaca;Balears, Illes;Turistas;2021M03;101
Total;Europa;República Eslovaca;Balears, Illes;Turistas;2021M02;75
Total;Europa;República Eslovaca;Balears, Illes;Turistas;2021M01;69
Total;Europa;República Eslovaca;Balears, Illes;Pernoctaciones;2021M12;1.148
Total;Europa;República Eslovaca;Balears, Illes;Pernoctaciones;2021M11;2.492
Total;Europa;República Eslovaca;Balears, Illes;Pernoctaciones;2021M10;6.779
Total;Europa;República Eslovaca;Balears, Illes;Pernoctaciones;2021M09;19.065
Total;Europa;República Eslovaca;Balears, Illes;Pernoctaciones;2021M08;29.220
Total;Europa;República Eslovaca;Balears, Illes;Pernoctaciones;2021M07;25.439
Total;Europa;República Eslovaca;Balears, Illes;Pernoctaciones;2021M06;5.854
Total;Europa;República Eslovaca;Balears, Illes;Pernoctaciones;2021M05;1.667
Total;Europa;República Eslovaca;Balears, Illes;Pernoctaciones;2021M04;1.050
Total;Europa;República Eslovaca;Balears, Illes;Pernoctaciones;2021M03;909
Total;Europa;República Eslovaca;Balears, Illes;Pernoctaciones;2021M02;593
Total;Europa;República Eslovaca;Balears, Illes;Pernoctaciones;2021M01;587
Total;Europa;República Eslovaca;Balears, Illes;Duración media de los viajes;2021M12;6,6
Total;Europa;República Eslovaca;Balears, Illes;Duración media de los viajes;2021M11;6,2
Total;Europa;República Eslovaca;Balears, Illes;Duración media de los viajes;2021M10;5,9
Total;Europa;República Eslovaca;Balears, Illes;Duración media de los viajes;2021M09;6,2
Total;Europa;República Eslovaca;Balears, Illes;Duración media de los viajes;2021M08;6,8
Total;Europa;República Eslovaca;Balears, Illes;Duración media de los viajes;2021M07;6,3
Total;Europa;República Eslovaca;Balears, Illes;Duración media de los viajes;2021M06;5,4
Total;Europa;República Eslovaca;Balears, Illes;Duración media de los viajes;2021M05;7,9
Total;Europa;República Eslovaca;Balears, Illes;Duración media de los viajes;2021M04;8,9
Total;Europa;República Eslovaca;Balears, Illes;Duración media de los viajes;2021M03;9,0
Total;Europa;República Eslovaca;Balears, Illes;Duración media de los viajes;2021M02;7,9
Total;Europa;República Eslovaca;Balears, Illes;Duración media de los viajes;2021M01;8,5
Total;Europa;República Eslovaca;Canarias;Turistas;2021M12;1.126
Total;Europa;República Eslovaca;Canarias;Turistas;2021M11;1.154
Total;Europa;República Eslovaca;Canarias;Turistas;2021M10;719
Total;Europa;República Eslovaca;Canarias;Turistas;2021M09;1.031
Total;Europa;República Eslovaca;Canarias;Turistas;2021M08;1.168
Total;Europa;República Eslovaca;Canarias;Turistas;2021M07;1.253
Total;Europa;República Eslovaca;Canarias;Turistas;2021M06;716
Total;Europa;República Eslovaca;Canarias;Turistas;2021M05;477
Total;Europa;República Eslovaca;Canarias;Turistas;2021M04;477
Total;Europa;República Eslovaca;Canarias;Turistas;2021M03;433
Total;Europa;República Eslovaca;Canarias;Turistas;2021M02;415
Total;Europa;República Eslovaca;Canarias;Turistas;2021M01;431
Total;Europa;República Eslovaca;Canarias;Pernoctaciones;2021M12;8.863
Total;Europa;República Eslovaca;Canarias;Pernoctaciones;2021M11;8.258
Total;Europa;República Eslovaca;Canarias;Pernoctaciones;2021M10;5.776
Total;Europa;República Eslovaca;Canarias;Pernoctaciones;2021M09;8.035
Total;Europa;República Eslovaca;Canarias;Pernoctaciones;2021M08;9.651
Total;Europa;República Eslovaca;Canarias;Pernoctaciones;2021M07;9.286
Total;Europa;República Eslovaca;Canarias;Pernoctaciones;2021M06;6.379
Total;Europa;República Eslovaca;Canarias;Pernoctaciones;2021M05;4.497
Total;Europa;República Eslovaca;Canarias;Pernoctaciones;2021M04;5.164
Total;Europa;República Eslovaca;Canarias;Pernoctaciones;2021M03;4.628
Total;Europa;República Eslovaca;Canarias;Pernoctaciones;2021M02;3.906
Total;Europa;República Eslovaca;Canarias;Pernoctaciones;2021M01;3.482
Total;Europa;República Eslovaca;Canarias;Duración media de los viajes;2021M12;7,9
Total;Europa;República Eslovaca;Canarias;Duración media de los viajes;2021M11;7,2
Total;Europa;República Eslovaca;Canarias;Duración media de los viajes;2021M10;8,0
Total;Europa;República Eslovaca;Canarias;Duración media de los viajes;2021M09;7,8
Total;Europa;República Eslovaca;Canarias;Duración media de los viajes;2021M08;8,3
Total;Europa;República Eslovaca;Canarias;Duración media de los viajes;2021M07;7,4
Total;Europa;República Eslovaca;Canarias;Duración media de los viajes;2021M06;8,9
Total;Europa;República Eslovaca;Canarias;Duración media de los viajes;2021M05;9,4
Total;Europa;República Eslovaca;Canarias;Duración media de los viajes;2021M04;10,8
Total;Europa;República Eslovaca;Canarias;Duración media de los viajes;2021M03;10,7
Total;Europa;República Eslovaca;Canarias;Duración media de los viajes;2021M02;9,4
Total;Europa;República Eslovaca;Canarias;Duración media de los viajes;2021M01;8,1
Total;Europa;Rumanía;Balears, Illes;Turistas;2021M12;342
Total;Europa;Rumanía;Balears, Illes;Turistas;2021M11;583
Total;Europa;Rumanía;Balears, Illes;Turistas;2021M10;2.283
Total;Europa;Rumanía;Balears, Illes;Turistas;2021M09;3.295
Total;Europa;Rumanía;Balears, Illes;Turistas;2021M08;4.092
Total;Europa;Rumanía;Balears, Illes;Turistas;2021M07;4.079
Total;Europa;Rumanía;Balears, Illes;Turistas;2021M06;1.945
Total;Europa;Rumanía;Balears, Illes;Turistas;2021M05;538
Total;Europa;Rumanía;Balears, Illes;Turistas;2021M04;326
Total;Europa;Rumanía;Balears, Illes;Turistas;2021M03;246
Total;Europa;Rumanía;Balears, Illes;Turistas;2021M02;205
Total;Europa;Rumanía;Balears, Illes;Turistas;2021M01;223
Total;Europa;Rumanía;Balears, Illes;Pernoctaciones;2021M12;3.146
Total;Europa;Rumanía;Balears, Illes;Pernoctaciones;2021M11;5.422
Total;Europa;Rumanía;Balears, Illes;Pernoctaciones;2021M10;15.068
Total;Europa;Rumanía;Balears, Illes;Pernoctaciones;2021M09;25.701
Total;Europa;Rumanía;Balears, Illes;Pernoctaciones;2021M08;31.918
Total;Europa;Rumanía;Balears, Illes;Pernoctaciones;2021M07;28.961
Total;Europa;Rumanía;Balears, Illes;Pernoctaciones;2021M06;12.837
Total;Europa;Rumanía;Balears, Illes;Pernoctaciones;2021M05;3.766
Total;Europa;Rumanía;Balears, Illes;Pernoctaciones;2021M04;2.901
Total;Europa;Rumanía;Balears, Illes;Pernoctaciones;2021M03;2.362
Total;Europa;Rumanía;Balears, Illes;Pernoctaciones;2021M02;1.804
Total;Europa;Rumanía;Balears, Illes;Pernoctaciones;2021M01;1.762
Total;Europa;Rumanía;Balears, Illes;Duración media de los viajes;2021M12;9,2
Total;Europa;Rumanía;Balears, Illes;Duración media de los viajes;2021M11;9,3
Total;Europa;Rumanía;Balears, Illes;Duración media de los viajes;2021M10;6,6
Total;Europa;Rumanía;Balears, Illes;Duración media de los viajes;2021M09;7,8
Total;Europa;Rumanía;Balears, Illes;Duración media de los viajes;2021M08;7,8
Total;Europa;Rumanía;Balears, Illes;Duración media de los viajes;2021M07;7,1
Total;Europa;Rumanía;Balears, Illes;Duración media de los viajes;2021M06;6,6
Total;Europa;Rumanía;Balears, Illes;Duración media de los viajes;2021M05;7,0
