RESIDENCIA/ORIGEN;Continentes;Países;CCAA de destino;Concepto turístico;Periodo;Total
Total;África;Seychelles;Canarias;Duración media de los viajes;2021M06;.
Total;África;Seychelles;Canarias;Duración media de los viajes;2021M05;.
Total;África;Seychelles;Canarias;Duración media de los viajes;2021M04;.
Total;África;Seychelles;Canarias;Duración media de los viajes;2021M03;""
Total;África;Seychelles;Canarias;Duración media de los viajes;2021M02;.
Total;África;Seychelles;Canarias;Duración media de los viajes;2021M01;.
Total;África;Sierra Leona;Balears, Illes;Turistas;2021M12;""
Total;África;Sierra Leona;Balears, Illes;Turistas;2021M11;""
Total;África;Sierra Leona;Balears, Illes;Turistas;2021M10;.
Total;África;Sierra Leona;Balears, Illes;Turistas;2021M09;""
Total;África;Sierra Leona;Balears, Illes;Turistas;2021M08;.
Total;África;Sierra Leona;Balears, Illes;Turistas;2021M07;""
Total;África;Sierra Leona;Balears, Illes;Turistas;2021M06;""
Total;África;Sierra Leona;Balears, Illes;Turistas;2021M05;""
Total;África;Sierra Leona;Balears, Illes;Turistas;2021M04;.
Total;África;Sierra Leona;Balears, Illes;Turistas;2021M03;""
Total;África;Sierra Leona;Balears, Illes;Turistas;2021M02;""
Total;África;Sierra Leona;Balears, Illes;Turistas;2021M01;""
Total;África;Sierra Leona;Balears, Illes;Pernoctaciones;2021M12;""
Total;África;Sierra Leona;Balears, Illes;Pernoctaciones;2021M11;""
Total;África;Sierra Leona;Balears, Illes;Pernoctaciones;2021M10;.
Total;África;Sierra Leona;Balears, Illes;Pernoctaciones;2021M09;""
Total;África;Sierra Leona;Balears, Illes;Pernoctaciones;2021M08;.
Total;África;Sierra Leona;Balears, Illes;Pernoctaciones;2021M07;""
Total;África;Sierra Leona;Balears, Illes;Pernoctaciones;2021M06;""
Total;África;Sierra Leona;Balears, Illes;Pernoctaciones;2021M05;""
Total;África;Sierra Leona;Balears, Illes;Pernoctaciones;2021M04;.
Total;África;Sierra Leona;Balears, Illes;Pernoctaciones;2021M03;""
Total;África;Sierra Leona;Balears, Illes;Pernoctaciones;2021M02;""
Total;África;Sierra Leona;Balears, Illes;Pernoctaciones;2021M01;""
Total;África;Sierra Leona;Balears, Illes;Duración media de los viajes;2021M12;""
Total;África;Sierra Leona;Balears, Illes;Duración media de los viajes;2021M11;""
Total;África;Sierra Leona;Balears, Illes;Duración media de los viajes;2021M10;.
Total;África;Sierra Leona;Balears, Illes;Duración media de los viajes;2021M09;""
Total;África;Sierra Leona;Balears, Illes;Duración media de los viajes;2021M08;.
Total;África;Sierra Leona;Balears, Illes;Duración media de los viajes;2021M07;""
Total;África;Sierra Leona;Balears, Illes;Duración media de los viajes;2021M06;""
Total;África;Sierra Leona;Balears, Illes;Duración media de los viajes;2021M05;""
Total;África;Sierra Leona;Balears, Illes;Duración media de los viajes;2021M04;.
Total;África;Sierra Leona;Balears, Illes;Duración media de los viajes;2021M03;""
Total;África;Sierra Leona;Balears, Illes;Duración media de los viajes;2021M02;""
Total;África;Sierra Leona;Balears, Illes;Duración media de los viajes;2021M01;""
Total;África;Sierra Leona;Canarias;Turistas;2021M12;.
Total;África;Sierra Leona;Canarias;Turistas;2021M11;""
Total;África;Sierra Leona;Canarias;Turistas;2021M10;.
Total;África;Sierra Leona;Canarias;Turistas;2021M09;.
Total;África;Sierra Leona;Canarias;Turistas;2021M08;""
Total;África;Sierra Leona;Canarias;Turistas;2021M07;.
Total;África;Sierra Leona;Canarias;Turistas;2021M06;.
Total;África;Sierra Leona;Canarias;Turistas;2021M05;.
Total;África;Sierra Leona;Canarias;Turistas;2021M04;.
Total;África;Sierra Leona;Canarias;Turistas;2021M03;.
Total;África;Sierra Leona;Canarias;Turistas;2021M02;.
Total;África;Sierra Leona;Canarias;Turistas;2021M01;""
Total;África;Sierra Leona;Canarias;Pernoctaciones;2021M12;.
Total;África;Sierra Leona;Canarias;Pernoctaciones;2021M11;""
Total;África;Sierra Leona;Canarias;Pernoctaciones;2021M10;.
Total;África;Sierra Leona;Canarias;Pernoctaciones;2021M09;.
Total;África;Sierra Leona;Canarias;Pernoctaciones;2021M08;""
Total;África;Sierra Leona;Canarias;Pernoctaciones;2021M07;.
Total;África;Sierra Leona;Canarias;Pernoctaciones;2021M06;.
Total;África;Sierra Leona;Canarias;Pernoctaciones;2021M05;.
Total;África;Sierra Leona;Canarias;Pernoctaciones;2021M04;.
Total;África;Sierra Leona;Canarias;Pernoctaciones;2021M03;.
Total;África;Sierra Leona;Canarias;Pernoctaciones;2021M02;.
Total;África;Sierra Leona;Canarias;Pernoctaciones;2021M01;""
Total;África;Sierra Leona;Canarias;Duración media de los viajes;2021M12;.
Total;África;Sierra Leona;Canarias;Duración media de los viajes;2021M11;""
Total;África;Sierra Leona;Canarias;Duración media de los viajes;2021M10;.
Total;África;Sierra Leona;Canarias;Duración media de los viajes;2021M09;.
Total;África;Sierra Leona;Canarias;Duración media de los viajes;2021M08;""
Total;África;Sierra Leona;Canarias;Duración media de los viajes;2021M07;.
Total;África;Sierra Leona;Canarias;Duración media de los viajes;2021M06;.
Total;África;Sierra Leona;Canarias;Duración media de los viajes;2021M05;.
Total;África;Sierra Leona;Canarias;Duración media de los viajes;2021M04;.
Total;África;Sierra Leona;Canarias;Duración media de los viajes;2021M03;.
Total;África;Sierra Leona;Canarias;Duración media de los viajes;2021M02;.
Total;África;Sierra Leona;Canarias;Duración media de los viajes;2021M01;""
Total;África;Somalia;Balears, Illes;Turistas;2021M12;""
Total;África;Somalia;Balears, Illes;Turistas;2021M11;""
Total;África;Somalia;Balears, Illes;Turistas;2021M10;""
Total;África;Somalia;Balears, Illes;Turistas;2021M09;""
Total;África;Somalia;Balears, Illes;Turistas;2021M08;""
Total;África;Somalia;Balears, Illes;Turistas;2021M07;""
Total;África;Somalia;Balears, Illes;Turistas;2021M06;""
Total;África;Somalia;Balears, Illes;Turistas;2021M05;""
Total;África;Somalia;Balears, Illes;Turistas;2021M04;""
Total;África;Somalia;Balears, Illes;Turistas;2021M03;""
Total;África;Somalia;Balears, Illes;Turistas;2021M02;""
Total;África;Somalia;Balears, Illes;Turistas;2021M01;""
Total;África;Somalia;Balears, Illes;Pernoctaciones;2021M12;""
Total;África;Somalia;Balears, Illes;Pernoctaciones;2021M11;""
Total;África;Somalia;Balears, Illes;Pernoctaciones;2021M10;""
Total;África;Somalia;Balears, Illes;Pernoctaciones;2021M09;""
Total;África;Somalia;Balears, Illes;Pernoctaciones;2021M08;""
Total;África;Somalia;Balears, Illes;Pernoctaciones;2021M07;""
Total;África;Somalia;Balears, Illes;Pernoctaciones;2021M06;""
Total;África;Somalia;Balears, Illes;Pernoctaciones;2021M05;""
Total;África;Somalia;Balears, Illes;Pernoctaciones;2021M04;""
Total;África;Somalia;Balears, Illes;Pernoctaciones;2021M03;""
Total;África;Somalia;Balears, Illes;Pernoctaciones;2021M02;""
Total;África;Somalia;Balears, Illes;Pernoctaciones;2021M01;""
Total;África;Somalia;Balears, Illes;Duración media de los viajes;2021M12;""
Total;África;Somalia;Balears, Illes;Duración media de los viajes;2021M11;""
Total;África;Somalia;Balears, Illes;Duración media de los viajes;2021M10;""
Total;África;Somalia;Balears, Illes;Duración media de los viajes;2021M09;""
Total;África;Somalia;Balears, Illes;Duración media de los viajes;2021M08;""
Total;África;Somalia;Balears, Illes;Duración media de los viajes;2021M07;""
Total;África;Somalia;Balears, Illes;Duración media de los viajes;2021M06;""
Total;África;Somalia;Balears, Illes;Duración media de los viajes;2021M05;""
Total;África;Somalia;Balears, Illes;Duración media de los viajes;2021M04;""
Total;África;Somalia;Balears, Illes;Duración media de los viajes;2021M03;""
Total;África;Somalia;Balears, Illes;Duración media de los viajes;2021M02;""
Total;África;Somalia;Balears, Illes;Duración media de los viajes;2021M01;""
Total;África;Somalia;Canarias;Turistas;2021M12;""
Total;África;Somalia;Canarias;Turistas;2021M11;""
Total;África;Somalia;Canarias;Turistas;2021M10;""
Total;África;Somalia;Canarias;Turistas;2021M09;""
Total;África;Somalia;Canarias;Turistas;2021M08;""
Total;África;Somalia;Canarias;Turistas;2021M07;""
Total;África;Somalia;Canarias;Turistas;2021M06;""
Total;África;Somalia;Canarias;Turistas;2021M05;""
Total;África;Somalia;Canarias;Turistas;2021M04;""
Total;África;Somalia;Canarias;Turistas;2021M03;""
Total;África;Somalia;Canarias;Turistas;2021M02;""
Total;África;Somalia;Canarias;Turistas;2021M01;""
Total;África;Somalia;Canarias;Pernoctaciones;2021M12;""
Total;África;Somalia;Canarias;Pernoctaciones;2021M11;""
Total;África;Somalia;Canarias;Pernoctaciones;2021M10;""
Total;África;Somalia;Canarias;Pernoctaciones;2021M09;""
Total;África;Somalia;Canarias;Pernoctaciones;2021M08;""
Total;África;Somalia;Canarias;Pernoctaciones;2021M07;""
Total;África;Somalia;Canarias;Pernoctaciones;2021M06;""
Total;África;Somalia;Canarias;Pernoctaciones;2021M05;""
Total;África;Somalia;Canarias;Pernoctaciones;2021M04;""
Total;África;Somalia;Canarias;Pernoctaciones;2021M03;""
Total;África;Somalia;Canarias;Pernoctaciones;2021M02;""
Total;África;Somalia;Canarias;Pernoctaciones;2021M01;""
Total;África;Somalia;Canarias;Duración media de los viajes;2021M12;""
Total;África;Somalia;Canarias;Duración media de los viajes;2021M11;""
Total;África;Somalia;Canarias;Duración media de los viajes;2021M10;""
Total;África;Somalia;Canarias;Duración media de los viajes;2021M09;""
Total;África;Somalia;Canarias;Duración media de los viajes;2021M08;""
Total;África;Somalia;Canarias;Duración media de los viajes;2021M07;""
Total;África;Somalia;Canarias;Duración media de los viajes;2021M06;""
Total;África;Somalia;Canarias;Duración media de los viajes;2021M05;""
Total;África;Somalia;Canarias;Duración media de los viajes;2021M04;""
Total;África;Somalia;Canarias;Duración media de los viajes;2021M03;""
Total;África;Somalia;Canarias;Duración media de los viajes;2021M02;""
Total;África;Somalia;Canarias;Duración media de los viajes;2021M01;""
Total;África;Sudáfrica;Balears, Illes;Turistas;2021M12;37
Total;África;Sudáfrica;Balears, Illes;Turistas;2021M11;53
Total;África;Sudáfrica;Balears, Illes;Turistas;2021M10;99
Total;África;Sudáfrica;Balears, Illes;Turistas;2021M09;91
Total;África;Sudáfrica;Balears, Illes;Turistas;2021M08;79
Total;África;Sudáfrica;Balears, Illes;Turistas;2021M07;56
Total;África;Sudáfrica;Balears, Illes;Turistas;2021M06;43
Total;África;Sudáfrica;Balears, Illes;Turistas;2021M05;35
Total;África;Sudáfrica;Balears, Illes;Turistas;2021M04;.
Total;África;Sudáfrica;Balears, Illes;Turistas;2021M03;.
Total;África;Sudáfrica;Balears, Illes;Turistas;2021M02;.
Total;África;Sudáfrica;Balears, Illes;Turistas;2021M01;.
Total;África;Sudáfrica;Balears, Illes;Pernoctaciones;2021M12;348
Total;África;Sudáfrica;Balears, Illes;Pernoctaciones;2021M11;461
Total;África;Sudáfrica;Balears, Illes;Pernoctaciones;2021M10;822
Total;África;Sudáfrica;Balears, Illes;Pernoctaciones;2021M09;783
Total;África;Sudáfrica;Balears, Illes;Pernoctaciones;2021M08;672
Total;África;Sudáfrica;Balears, Illes;Pernoctaciones;2021M07;426
Total;África;Sudáfrica;Balears, Illes;Pernoctaciones;2021M06;314
Total;África;Sudáfrica;Balears, Illes;Pernoctaciones;2021M05;259
Total;África;Sudáfrica;Balears, Illes;Pernoctaciones;2021M04;.
Total;África;Sudáfrica;Balears, Illes;Pernoctaciones;2021M03;.
Total;África;Sudáfrica;Balears, Illes;Pernoctaciones;2021M02;.
Total;África;Sudáfrica;Balears, Illes;Pernoctaciones;2021M01;.
Total;África;Sudáfrica;Balears, Illes;Duración media de los viajes;2021M12;9,4
Total;África;Sudáfrica;Balears, Illes;Duración media de los viajes;2021M11;8,7
Total;África;Sudáfrica;Balears, Illes;Duración media de los viajes;2021M10;8,3
Total;África;Sudáfrica;Balears, Illes;Duración media de los viajes;2021M09;8,6
Total;África;Sudáfrica;Balears, Illes;Duración media de los viajes;2021M08;8,5
Total;África;Sudáfrica;Balears, Illes;Duración media de los viajes;2021M07;7,6
Total;África;Sudáfrica;Balears, Illes;Duración media de los viajes;2021M06;7,3
Total;África;Sudáfrica;Balears, Illes;Duración media de los viajes;2021M05;7,4
Total;África;Sudáfrica;Balears, Illes;Duración media de los viajes;2021M04;.
Total;África;Sudáfrica;Balears, Illes;Duración media de los viajes;2021M03;.
Total;África;Sudáfrica;Balears, Illes;Duración media de los viajes;2021M02;.
Total;África;Sudáfrica;Balears, Illes;Duración media de los viajes;2021M01;.
Total;África;Sudáfrica;Canarias;Turistas;2021M12;40
Total;África;Sudáfrica;Canarias;Turistas;2021M11;56
Total;África;Sudáfrica;Canarias;Turistas;2021M10;47
Total;África;Sudáfrica;Canarias;Turistas;2021M09;.
Total;África;Sudáfrica;Canarias;Turistas;2021M08;.
Total;África;Sudáfrica;Canarias;Turistas;2021M07;.
Total;África;Sudáfrica;Canarias;Turistas;2021M06;.
Total;África;Sudáfrica;Canarias;Turistas;2021M05;.
Total;África;Sudáfrica;Canarias;Turistas;2021M04;.
Total;África;Sudáfrica;Canarias;Turistas;2021M03;.
Total;África;Sudáfrica;Canarias;Turistas;2021M02;.
Total;África;Sudáfrica;Canarias;Turistas;2021M01;.
Total;África;Sudáfrica;Canarias;Pernoctaciones;2021M12;298
Total;África;Sudáfrica;Canarias;Pernoctaciones;2021M11;331
Total;África;Sudáfrica;Canarias;Pernoctaciones;2021M10;216
Total;África;Sudáfrica;Canarias;Pernoctaciones;2021M09;.
Total;África;Sudáfrica;Canarias;Pernoctaciones;2021M08;.
Total;África;Sudáfrica;Canarias;Pernoctaciones;2021M07;.
Total;África;Sudáfrica;Canarias;Pernoctaciones;2021M06;.
Total;África;Sudáfrica;Canarias;Pernoctaciones;2021M05;.
Total;África;Sudáfrica;Canarias;Pernoctaciones;2021M04;.
Total;África;Sudáfrica;Canarias;Pernoctaciones;2021M03;.
Total;África;Sudáfrica;Canarias;Pernoctaciones;2021M02;.
Total;África;Sudáfrica;Canarias;Pernoctaciones;2021M01;.
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2021M12;7,5
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2021M11;5,9
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2021M10;4,6
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2021M09;.
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2021M08;.
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2021M07;.
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2021M06;.
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2021M05;.
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2021M04;.
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2021M03;.
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2021M02;.
Total;África;Sudáfrica;Canarias;Duración media de los viajes;2021M01;.
Total;África;Sudán;Balears, Illes;Turistas;2021M12;""
Total;África;Sudán;Balears, Illes;Turistas;2021M11;.
Total;África;Sudán;Balears, Illes;Turistas;2021M10;.
Total;África;Sudán;Balears, Illes;Turistas;2021M09;.
Total;África;Sudán;Balears, Illes;Turistas;2021M08;.
Total;África;Sudán;Balears, Illes;Turistas;2021M07;""
Total;África;Sudán;Balears, Illes;Turistas;2021M06;""
Total;África;Sudán;Balears, Illes;Turistas;2021M05;""
Total;África;Sudán;Balears, Illes;Turistas;2021M04;""
Total;África;Sudán;Balears, Illes;Turistas;2021M03;.
Total;África;Sudán;Balears, Illes;Turistas;2021M02;""
Total;África;Sudán;Balears, Illes;Turistas;2021M01;""
Total;África;Sudán;Balears, Illes;Pernoctaciones;2021M12;""
Total;África;Sudán;Balears, Illes;Pernoctaciones;2021M11;.
Total;África;Sudán;Balears, Illes;Pernoctaciones;2021M10;.
Total;África;Sudán;Balears, Illes;Pernoctaciones;2021M09;.
Total;África;Sudán;Balears, Illes;Pernoctaciones;2021M08;.
Total;África;Sudán;Balears, Illes;Pernoctaciones;2021M07;""
Total;África;Sudán;Balears, Illes;Pernoctaciones;2021M06;""
Total;África;Sudán;Balears, Illes;Pernoctaciones;2021M05;""
Total;África;Sudán;Balears, Illes;Pernoctaciones;2021M04;""
Total;África;Sudán;Balears, Illes;Pernoctaciones;2021M03;.
Total;África;Sudán;Balears, Illes;Pernoctaciones;2021M02;""
Total;África;Sudán;Balears, Illes;Pernoctaciones;2021M01;""
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2021M12;""
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2021M11;.
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2021M10;.
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2021M09;.
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2021M08;.
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2021M07;""
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2021M06;""
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2021M05;""
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2021M04;""
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2021M03;.
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2021M02;""
Total;África;Sudán;Balears, Illes;Duración media de los viajes;2021M01;""
Total;África;Sudán;Canarias;Turistas;2021M12;.
Total;África;Sudán;Canarias;Turistas;2021M11;""
Total;África;Sudán;Canarias;Turistas;2021M10;""
Total;África;Sudán;Canarias;Turistas;2021M09;.
Total;África;Sudán;Canarias;Turistas;2021M08;.
Total;África;Sudán;Canarias;Turistas;2021M07;""
Total;África;Sudán;Canarias;Turistas;2021M06;.
Total;África;Sudán;Canarias;Turistas;2021M05;.
Total;África;Sudán;Canarias;Turistas;2021M04;""
Total;África;Sudán;Canarias;Turistas;2021M03;""
Total;África;Sudán;Canarias;Turistas;2021M02;""
Total;África;Sudán;Canarias;Turistas;2021M01;.
Total;África;Sudán;Canarias;Pernoctaciones;2021M12;.
Total;África;Sudán;Canarias;Pernoctaciones;2021M11;""
Total;África;Sudán;Canarias;Pernoctaciones;2021M10;""
Total;África;Sudán;Canarias;Pernoctaciones;2021M09;.
Total;África;Sudán;Canarias;Pernoctaciones;2021M08;.
Total;África;Sudán;Canarias;Pernoctaciones;2021M07;""
Total;África;Sudán;Canarias;Pernoctaciones;2021M06;.
Total;África;Sudán;Canarias;Pernoctaciones;2021M05;.
Total;África;Sudán;Canarias;Pernoctaciones;2021M04;""
Total;África;Sudán;Canarias;Pernoctaciones;2021M03;""
Total;África;Sudán;Canarias;Pernoctaciones;2021M02;""
Total;África;Sudán;Canarias;Pernoctaciones;2021M01;.
Total;África;Sudán;Canarias;Duración media de los viajes;2021M12;.
Total;África;Sudán;Canarias;Duración media de los viajes;2021M11;""
Total;África;Sudán;Canarias;Duración media de los viajes;2021M10;""
Total;África;Sudán;Canarias;Duración media de los viajes;2021M09;.
Total;África;Sudán;Canarias;Duración media de los viajes;2021M08;.
Total;África;Sudán;Canarias;Duración media de los viajes;2021M07;""
Total;África;Sudán;Canarias;Duración media de los viajes;2021M06;.
Total;África;Sudán;Canarias;Duración media de los viajes;2021M05;.
Total;África;Sudán;Canarias;Duración media de los viajes;2021M04;""
Total;África;Sudán;Canarias;Duración media de los viajes;2021M03;""
Total;África;Sudán;Canarias;Duración media de los viajes;2021M02;""
Total;África;Sudán;Canarias;Duración media de los viajes;2021M01;.
Total;África;Sudán del Sur;Balears, Illes;Turistas;2021M12;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2021M11;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2021M10;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2021M09;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2021M08;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2021M07;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2021M06;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2021M05;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2021M04;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2021M03;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2021M02;""
Total;África;Sudán del Sur;Balears, Illes;Turistas;2021M01;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2021M12;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2021M11;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2021M10;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2021M09;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2021M08;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2021M07;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2021M06;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2021M05;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2021M04;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2021M03;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2021M02;""
Total;África;Sudán del Sur;Balears, Illes;Pernoctaciones;2021M01;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2021M12;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2021M11;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2021M10;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2021M09;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2021M08;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2021M07;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2021M06;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2021M05;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2021M04;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2021M03;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2021M02;""
Total;África;Sudán del Sur;Balears, Illes;Duración media de los viajes;2021M01;""
Total;África;Sudán del Sur;Canarias;Turistas;2021M12;""
Total;África;Sudán del Sur;Canarias;Turistas;2021M11;""
Total;África;Sudán del Sur;Canarias;Turistas;2021M10;""
Total;África;Sudán del Sur;Canarias;Turistas;2021M09;""
Total;África;Sudán del Sur;Canarias;Turistas;2021M08;""
Total;África;Sudán del Sur;Canarias;Turistas;2021M07;""
Total;África;Sudán del Sur;Canarias;Turistas;2021M06;""
Total;África;Sudán del Sur;Canarias;Turistas;2021M05;""
Total;África;Sudán del Sur;Canarias;Turistas;2021M04;""
Total;África;Sudán del Sur;Canarias;Turistas;2021M03;""
Total;África;Sudán del Sur;Canarias;Turistas;2021M02;""
Total;África;Sudán del Sur;Canarias;Turistas;2021M01;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2021M12;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2021M11;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2021M10;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2021M09;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2021M08;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2021M07;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2021M06;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2021M05;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2021M04;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2021M03;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2021M02;""
Total;África;Sudán del Sur;Canarias;Pernoctaciones;2021M01;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2021M12;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2021M11;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2021M10;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2021M09;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2021M08;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2021M07;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2021M06;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2021M05;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2021M04;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2021M03;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2021M02;""
Total;África;Sudán del Sur;Canarias;Duración media de los viajes;2021M01;""
Total;África;Swazilandia;Balears, Illes;Turistas;2021M12;""
Total;África;Swazilandia;Balears, Illes;Turistas;2021M11;.
Total;África;Swazilandia;Balears, Illes;Turistas;2021M10;""
Total;África;Swazilandia;Balears, Illes;Turistas;2021M09;""
Total;África;Swazilandia;Balears, Illes;Turistas;2021M08;""
Total;África;Swazilandia;Balears, Illes;Turistas;2021M07;""
Total;África;Swazilandia;Balears, Illes;Turistas;2021M06;.
Total;África;Swazilandia;Balears, Illes;Turistas;2021M05;""
Total;África;Swazilandia;Balears, Illes;Turistas;2021M04;""
Total;África;Swazilandia;Balears, Illes;Turistas;2021M03;""
Total;África;Swazilandia;Balears, Illes;Turistas;2021M02;""
Total;África;Swazilandia;Balears, Illes;Turistas;2021M01;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2021M12;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2021M11;.
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2021M10;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2021M09;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2021M08;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2021M07;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2021M06;.
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2021M05;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2021M04;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2021M03;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2021M02;""
Total;África;Swazilandia;Balears, Illes;Pernoctaciones;2021M01;""
Total;África;Swazilandia;Balears, Illes;Duración media de los viajes;2021M12;""
Total;África;Swazilandia;Balears, Illes;Duración media de los viajes;2021M11;.
Total;África;Swazilandia;Balears, Illes;Duración media de los viajes;2021M10;""
Total;África;Swazilandia;Balears, Illes;Duración media de los viajes;2021M09;""
Total;África;Swazilandia;Balears, Illes;Duración media de los viajes;2021M08;""
Total;África;Swazilandia;Balears, Illes;Duración media de los viajes;2021M07;""
Total;África;Swazilandia;Balears, Illes;Duración media de los viajes;2021M06;.
Total;África;Swazilandia;Balears, Illes;Duración media de los viajes;2021M05;""
Total;África;Swazilandia;Balears, Illes;Duración media de los viajes;2021M04;""
Total;África;Swazilandia;Balears, Illes;Duración media de los viajes;2021M03;""
Total;África;Swazilandia;Balears, Illes;Duración media de los viajes;2021M02;""
Total;África;Swazilandia;Balears, Illes;Duración media de los viajes;2021M01;""
Total;África;Swazilandia;Canarias;Turistas;2021M12;""
Total;África;Swazilandia;Canarias;Turistas;2021M11;""
Total;África;Swazilandia;Canarias;Turistas;2021M10;""
Total;África;Swazilandia;Canarias;Turistas;2021M09;""
Total;África;Swazilandia;Canarias;Turistas;2021M08;""
Total;África;Swazilandia;Canarias;Turistas;2021M07;""
Total;África;Swazilandia;Canarias;Turistas;2021M06;""
Total;África;Swazilandia;Canarias;Turistas;2021M05;""
Total;África;Swazilandia;Canarias;Turistas;2021M04;""
Total;África;Swazilandia;Canarias;Turistas;2021M03;""
Total;África;Swazilandia;Canarias;Turistas;2021M02;""
Total;África;Swazilandia;Canarias;Turistas;2021M01;""
Total;África;Swazilandia;Canarias;Pernoctaciones;2021M12;""
